'Elapsed time','AECG1','AECG2','AECG3','AECG4'
'seconds','uV','uV','uV','uV'
0.000,-206.000,-130.000,-106.500,-85.000
0.001,-207.500,-131.000,-107.500,-86.000
0.002,-208.500,-132.500,-108.500,-87.500
0.003,-210.000,-134.000,-110.000,-88.500
0.004,-212.000,-136.000,-112.000,-91.000
0.005,-215.000,-138.500,-114.500,-93.500
0.006,-217.500,-141.500,-117.500,-96.500
0.007,-220.500,-144.500,-120.000,-99.000
0.008,-223.500,-148.000,-123.500,-102.500
0.009,-227.000,-151.500,-127.500,-106.500
0.010,-230.000,-156.000,-132.000,-111.000
0.011,-232.500,-159.000,-135.000,-114.000
0.012,-233.000,-160.000,-136.500,-115.000
0.013,-231.000,-159.000,-135.500,-114.000
0.014,-227.500,-156.000,-132.500,-111.500
0.015,-223.500,-152.500,-129.500,-108.000
0.016,-220.500,-149.000,-125.500,-104.500
0.017,-218.000,-145.500,-122.500,-101.500
0.018,-216.500,-143.500,-120.000,-99.000
0.019,-217.000,-143.000,-119.000,-98.500
0.020,-219.000,-144.000,-120.000,-99.500
0.021,-222.000,-146.500,-122.000,-101.500
0.022,-225.500,-149.500,-125.000,-104.500
0.023,-228.500,-152.500,-128.000,-107.500
0.024,-230.500,-155.000,-130.000,-109.500
0.025,-231.500,-156.000,-130.500,-110.500
0.026,-231.000,-156.000,-130.500,-110.500
0.027,-230.500,-156.000,-130.500,-110.500
0.028,-231.000,-156.500,-131.000,-111.000
0.029,-232.000,-158.000,-132.500,-113.000
0.030,-234.000,-160.500,-135.500,-116.000
0.031,-236.000,-163.500,-138.500,-119.000
0.032,-237.000,-165.500,-140.500,-121.000
0.033,-236.500,-165.500,-141.000,-121.500
0.034,-234.000,-163.500,-139.000,-119.500
0.035,-230.500,-160.000,-135.500,-116.000
0.036,-227.500,-156.500,-132.000,-112.500
0.037,-224.500,-153.000,-129.000,-109.500
0.038,-222.500,-149.500,-125.500,-106.500
0.039,-221.000,-147.000,-123.000,-103.500
0.040,-220.500,-145.500,-121.500,-102.000
0.041,-222.500,-147.000,-123.000,-103.000
