'Elapsed time','AECG1','AECG2','AECG3','AECG4'
'seconds','uV','uV','uV','uV'
0.000,-42.000,11.000,-116.000,-73.000
0.001,-41.000,11.000,-116.500,-74.000
0.002,-40.500,11.500,-117.000,-75.000
0.003,-39.500,11.500,-117.500,-76.000
0.004,-39.000,11.500,-118.000,-77.500
0.005,-38.500,12.000,-118.000,-78.500
0.006,-37.500,12.500,-118.000,-79.000
0.007,-36.000,13.500,-117.000,-78.500
0.008,-34.000,15.500,-115.000,-77.000
0.009,-31.500,17.500,-112.500,-74.500
0.010,-29.000,20.000,-109.500,-71.500
0.011,-26.500,22.500,-106.500,-68.000
0.012,-24.500,25.000,-103.000,-63.500
0.013,-22.000,28.000,-100.000,-59.500
0.014,-20.000,30.000,-97.000,-55.500
0.015,-18.500,32.500,-94.500,-52.000
0.016,-17.000,34.500,-92.500,-49.000
0.017,-15.500,36.500,-90.500,-46.000
0.018,-14.000,38.000,-89.500,-44.000
0.019,-12.500,39.500,-88.500,-43.000
0.020,-12.000,39.500,-88.000,-42.500
0.021,-11.500,39.500,-88.000,-43.000
0.022,-11.000,39.500,-88.500,-44.000
0.023,-10.500,39.000,-89.000,-45.500
0.024,-10.000,39.000,-89.000,-46.500
0.025,-9.500,38.500,-89.500,-47.500
0.026,-9.500,38.500,-89.500,-48.500
0.027,-9.500,38.000,-90.000,-50.000
0.028,-9.000,38.000,-90.000,-50.000
0.029,-8.500,39.000,-89.000,-49.500
0.030,-7.000,40.500,-87.500,-47.500
0.031,-5.000,42.500,-85.000,-44.500
0.032,-3.500,45.000,-82.500,-41.500
0.033,-1.500,47.000,-80.000,-38.000
0.034,0.000,49.000,-78.000,-34.500
0.035,1.500,51.000,-75.500,-31.500
0.036,3.000,52.500,-73.500,-28.500
0.037,4.500,54.500,-71.000,-26.000
0.038,6.000,56.500,-69.000,-24.000
0.039,7.500,57.500,-68.000,-22.500
0.040,9.000,58.500,-67.000,-21.500
0.041,10.500,59.500,-66.000,-21.000
0.042,12.500,61.000,-65.000,-20.000
0.043,15.000,63.000,-63.500,-19.000
0.044,17.000,64.500,-62.000,-18.500
0.045,19.000,65.500,-61.000,-18.500
0.046,20.000,66.500,-60.500,-18.500
0.047,21.000,66.500,-60.500,-19.500
0.048,21.000,66.500,-60.500,-20.500
0.049,21.000,66.000,-61.000,-21.000
0.050,20.500,65.500,-61.500,-21.000
0.051,20.000,65.500,-61.000,-20.500
0.052,20.000,66.000,-60.500,-18.500
0.053,21.000,67.000,-59.000,-16.000
0.054,22.000,68.500,-57.000,-13.000
0.055,24.000,70.500,-54.500,-9.500
0.056,25.500,72.500,-52.500,-6.500
0.057,26.500,74.000,-50.500,-4.500
0.058,27.000,75.000,-50.000,-4.000
0.059,27.000,75.000,-50.000,-4.000
0.060,26.000,74.000,-51.000,-5.000
0.061,24.500,72.000,-52.500,-7.500
0.062,22.500,70.000,-55.000,-10.500
0.063,20.500,67.000,-57.500,-14.000
0.064,18.500,64.500,-60.000,-17.500
0.065,17.000,62.500,-62.500,-20.500
0.066,15.500,60.500,-64.500,-23.500
0.067,14.500,59.000,-66.500,-26.000
0.068,13.500,57.500,-68.000,-28.000
0.069,12.500,56.500,-69.000,-29.500
0.070,11.500,55.500,-70.000,-30.000
0.071,10.000,54.000,-71.500,-30.500
0.072,8.000,52.500,-72.500,-31.000
0.073,6.500,51.500,-73.500,-31.000
0.074,4.500,50.000,-74.500,-31.000
0.075,2.500,48.000,-76.000,-32.000
0.076,0.000,45.500,-78.500,-33.000
0.077,-3.000,43.000,-81.500,-35.000
0.078,-6.000,40.000,-84.500,-38.000
0.079,-9.500,37.000,-88.000,-41.000
0.080,-12.500,33.500,-92.000,-44.500
0.081,-16.000,30.000,-95.500,-48.500
0.082,-19.000,27.000,-99.500,-52.500
