'Elapsed time','AECG1','AECG2','AECG3','AECG4'
'seconds','uV','uV','uV','uV'
0.000,6.700,1.100,-10.400,-5.900
0.001,7.000,1.200,-11.600,-5.900
0.002,7.400,1.200,-12.300,-5.900
0.003,7.600,1.200,-12.500,-5.900
0.004,7.700,1.000,-12.100,-6.000
0.005,7.800,0.600,-11.600,-6.000
0.006,8.000,0.200,-10.900,-5.800
0.007,8.100,0.100,-10.100,-5.600
0.008,8.300,0.200,-8.900,-5.400
0.009,8.300,0.400,-7.600,-5.000
0.010,8.100,0.400,-6.200,-4.500
0.011,7.700,-0.100,-5.200,-4.000
0.012,7.200,-1.000,-4.400,-3.500
0.013,6.700,-2.000,-4.000,-3.200
0.014,6.300,-2.500,-3.900,-3.100
0.015,6.100,-2.300,-3.900,-3.300
0.016,5.900,-1.400,-4.000,-3.500
0.017,5.800,-0.500,-4.300,-3.600
0.018,5.600,0.100,-4.600,-3.500
0.019,5.400,0.000,-5.200,-3.100
0.020,5.300,-0.300,-5.900,-2.600
0.021,5.100,-0.600,-6.700,-2.100
0.022,4.900,-0.500,-7.300,-1.600
0.023,4.700,0.000,-7.600,-1.200
0.024,4.500,0.800,-7.700,-0.900
0.025,4.400,1.700,-7.500,-0.700
0.026,4.300,2.300,-7.000,-0.500
0.027,4.200,2.500,-6.200,-0.200
0.028,4.200,2.200,-5.000,0.200
0.029,4.100,1.700,-3.400,0.600
0.030,4.100,1.200,-1.600,0.900
0.031,4.400,1.200,0.100,1.000
0.032,4.800,1.800,1.300,0.900
0.033,5.100,2.800,2.300,0.700
0.034,5.300,3.600,3.100,0.600
0.035,5.200,4.000,3.700,0.700
0.036,5.100,3.900,3.900,0.900
0.037,5.000,3.400,3.600,1.200
0.038,5.100,3.000,2.700,1.500
0.039,5.200,2.800,1.300,1.900
0.040,5.100,2.700,-0.100,2.300
0.041,4.800,2.200,-1.200,2.400
0.042,4.500,1.100,-1.900,2.100
0.043,4.400,-0.400,-2.500,1.500
0.044,4.400,-1.900,-3.000,0.600
0.045,4.600,-3.000,-3.500,-0.200
0.046,4.700,-3.300,-4.100,-0.800
0.047,4.700,-3.000,-4.400,-1.200
0.048,4.500,-2.500,-4.600,-1.500
0.049,4.300,-2.000,-4.500,-1.700
0.050,4.000,-1.600,-4.300,-1.600
0.051,3.800,-1.400,-3.800,-1.200
0.052,3.600,-1.200,-3.300,-0.900
0.053,3.600,-1.300,-2.800,-0.600
0.054,3.500,-1.600,-2.300,-0.500
0.055,3.600,-2.000,-1.900,-0.400
0.056,3.600,-2.200,-1.700,-0.100
0.057,3.500,-1.900,-1.500,0.400
0.058,3.200,-1.100,-1.600,1.000
0.059,2.700,0.100,-1.900,1.500
0.060,2.200,1.100,-2.400,1.900
0.061,1.900,1.700,-3.200,2.100
0.062,1.800,1.800,-4.400,2.300
0.063,2.100,1.600,-5.700,2.700
0.064,2.500,1.500,-6.900,2.900
0.065,2.800,1.700,-7.900,2.800
0.066,2.900,2.000,-8.600,2.300
0.067,2.800,2.200,-8.900,1.500
0.068,2.700,2.200,-8.800,0.800
0.069,2.500,2.200,-8.300,0.400
0.070,2.300,2.500,-7.400,0.400
0.071,2.200,3.200,-6.100,0.800
0.072,2.100,4.000,-4.500,1.200
0.073,2.100,4.700,-3.000,1.300
0.074,2.100,4.900,-1.500,0.900
0.075,2.300,4.500,-0.200,0.100
0.076,2.500,3.600,1.000,-0.600
0.077,2.900,2.300,2.400,-1.000
0.078,3.200,0.700,3.900,-0.800
0.079,3.500,-1.200,5.400,-0.500
0.080,3.800,-3.500,6.400,-0.500
0.081,4.100,-6.000,6.800,-1.100
0.082,4.300,-8.600,6.500,-2.300
0.083,4.500,-11.000,5.900,-3.700
0.084,4.700,-13.100,5.100,-4.700
0.085,4.800,-15.100,3.700,-5.400
0.086,5.000,-17.200,1.100,-5.800
0.087,5.100,-19.700,-2.600,-6.400
0.088,5.400,-22.300,-6.200,-6.900
0.089,5.700,-24.800,-8.200,-7.300
0.090,6.100,-26.500,-8.200,-7.200
0.091,6.600,-27.200,-7.300,-6.900
0.092,7.200,-27.100,-7.700,-6.700
0.093,7.600,-26.500,-10.300,-7.000
0.094,7.900,-25.800,-14.600,-7.500
0.095,8.000,-25.100,-18.600,-8.300
0.096,7.900,-24.100,-20.400,-9.100
0.097,7.700,-22.800,-20.000,-9.900
0.098,7.600,-20.900,-18.600,-10.700
0.099,7.600,-18.900,-17.500,-11.500
0.100,7.800,-16.900,-17.200,-12.300
0.101,8.000,-15.300,-17.200,-12.800
0.102,8.100,-14.100,-16.700,-12.800
0.103,8.300,-13.100,-16.000,-12.300
0.104,8.400,-12.200,-15.300,-11.900
0.105,8.500,-11.300,-15.000,-12.000
0.106,8.300,-10.800,-14.900,-12.700
0.107,8.000,-10.600,-14.700,-13.700
0.108,7.500,-10.800,-14.300,-14.700
0.109,6.700,-11.000,-13.800,-15.000
0.110,6.000,-11.000,-13.500,-14.700
0.111,5.300,-10.900,-13.200,-14.100
0.112,4.800,-10.500,-12.800,-13.500
0.113,4.400,-10.300,-12.300,-13.300
0.114,4.100,-10.200,-11.700,-13.400
0.115,3.800,-10.200,-11.300,-13.600
0.116,3.500,-10.200,-11.100,-13.600
0.117,3.100,-10.000,-11.000,-13.400
0.118,2.700,-9.500,-11.000,-12.900
0.119,2.300,-8.800,-10.900,-12.300
0.120,2.100,-8.000,-10.800,-11.800
0.121,2.200,-7.300,-10.900,-11.300
0.122,2.600,-6.800,-11.100,-10.900
0.123,3.300,-6.600,-11.400,-10.400
0.124,4.400,-6.500,-11.500,-9.900
0.125,5.700,-6.400,-11.600,-9.400
0.126,7.100,-6.200,-11.500,-8.800
0.127,8.400,-5.800,-11.400,-8.400
0.128,9.300,-5.400,-11.300,-8.100
0.129,9.700,-4.900,-11.000,-7.800
0.130,9.600,-4.600,-10.700,-7.300
0.131,9.100,-4.400,-10.100,-6.700
0.132,8.400,-4.100,-9.300,-5.800
0.133,7.500,-3.700,-8.300,-4.800
0.134,6.700,-3.100,-7.300,-4.000
0.135,5.800,-2.400,-6.400,-3.400
0.136,5.100,-1.700,-5.700,-3.000
0.137,4.400,-0.900,-5.200,-2.700
0.138,4.000,0.000,-4.800,-2.100
0.139,3.700,1.100,-4.600,-1.300
0.140,3.500,2.300,-4.500,-0.300
0.141,3.300,3.500,-4.600,0.600
0.142,3.000,4.400,-4.800,1.000
0.143,2.700,5.100,-5.000,1.200
0.144,2.300,5.900,-5.200,1.200
0.145,2.200,7.200,-5.400,1.300
0.146,2.300,8.800,-5.300,1.700
0.147,2.300,10.300,-5.200,2.200
0.148,2.200,11.500,-5.100,2.700
0.149,2.000,12.400,-4.900,3.100
0.150,2.000,13.300,-4.600,3.200
0.151,2.300,14.200,-4.100,3.200
0.152,2.700,14.900,-3.100,3.200
0.153,2.700,14.900,-1.700,3.100
0.154,2.300,14.000,0.200,3.200
0.155,1.700,12.600,2.500,3.300
0.156,1.100,11.400,4.900,3.700
0.157,0.900,10.700,7.300,4.400
0.158,0.900,10.400,9.500,5.200
0.159,1.000,9.700,11.200,6.200
0.160,1.000,8.600,12.500,7.000
0.161,0.900,7.500,13.400,7.600
0.162,1.000,7.200,13.800,8.000
0.163,1.300,7.900,13.600,8.100
0.164,1.700,9.200,12.500,8.000
0.165,2.100,10.400,10.600,7.800
0.166,2.300,11.300,8.100,7.700
0.167,2.400,11.900,5.600,7.600
0.168,2.500,12.600,3.300,7.700
0.169,2.700,13.500,1.200,7.800
0.170,3.000,14.400,-0.800,7.900
0.171,3.100,15.100,-2.700,7.700
0.172,3.300,15.500,-4.400,7.200
0.173,3.400,15.600,-5.500,6.500
0.174,3.600,15.400,-5.900,5.600
0.175,3.900,15.000,-5.500,4.900
0.176,4.300,14.400,-4.800,4.500
0.177,4.400,13.600,-3.800,4.200
0.178,4.400,13.000,-2.900,3.900
0.179,4.400,12.800,-1.900,3.500
0.180,4.300,13.300,-1.000,3.200
0.181,4.300,14.100,-0.400,2.900
0.182,4.300,14.600,-0.100,2.900
0.183,4.300,14.600,0.000,3.100
