'Elapsed time','AECG1','AECG2','AECG3','AECG4'
'seconds','uV','uV','uV','uV'
0.000,0.500,-1.600,-9.800,-15.000
0.001,0.200,-1.500,-10.600,-15.600
0.002,-0.200,-1.900,-11.600,-16.100
0.003,-0.400,-2.600,-12.700,-16.400
0.004,-0.300,-3.300,-13.400,-16.500
0.005,0.000,-3.800,-13.800,-16.500
0.006,0.200,-4.300,-13.800,-16.500
0.007,0.100,-4.900,-13.500,-16.700
0.008,-0.300,-5.600,-13.000,-17.000
0.009,-0.900,-6.500,-12.400,-17.300
0.010,-1.200,-7.100,-11.600,-17.600
0.011,-1.200,-7.100,-10.900,-17.700
0.012,-0.800,-6.400,-10.300,-17.500
0.013,-0.100,-5.000,-10.100,-16.900
0.014,0.600,-3.200,-10.400,-16.100
0.015,1.200,-1.300,-11.100,-15.100
0.016,1.700,0.400,-11.800,-14.200
0.017,2.200,2.000,-12.300,-13.600
0.018,2.800,3.500,-12.200,-13.200
0.019,3.400,5.000,-11.700,-13.000
0.020,4.000,6.100,-11.000,-12.800
0.021,4.400,6.800,-10.400,-12.700
0.022,4.400,6.800,-10.200,-12.700
0.023,4.000,6.500,-10.300,-13.000
0.024,3.500,6.000,-10.500,-13.400
0.025,3.200,5.800,-10.500,-14.000
0.026,3.200,5.900,-10.200,-14.700
0.027,3.600,6.300,-10.000,-15.300
0.028,4.100,6.500,-10.100,-15.600
0.029,4.500,6.300,-10.500,-15.700
0.030,4.400,5.500,-11.100,-15.600
0.031,4.100,4.200,-11.600,-15.100
0.032,3.500,2.900,-11.600,-14.500
0.033,3.200,1.800,-11.100,-13.700
0.034,3.100,1.100,-10.300,-12.900
0.035,3.500,0.700,-9.500,-12.200
0.036,4.200,0.500,-9.100,-11.800
0.037,4.900,0.200,-9.100,-11.700
0.038,5.400,-0.200,-9.600,-12.000
0.039,5.500,-0.700,-10.400,-12.400
0.040,5.100,-1.100,-11.400,-13.000
0.041,4.500,-1.300,-12.300,-13.400
0.042,3.900,-1.200,-12.800,-13.600
0.043,3.500,-0.900,-12.700,-13.500
0.044,3.600,-0.800,-12.100,-13.200
0.045,3.800,-1.000,-11.300,-12.900
0.046,4.000,-1.700,-10.800,-13.000
0.047,3.800,-3.000,-11.100,-13.500
0.048,3.100,-4.400,-12.000,-14.400
0.049,2.200,-5.600,-13.100,-15.300
0.050,1.700,-6.100,-13.800,-15.900
0.051,1.800,-6.000,-13.600,-15.900
0.052,2.800,-5.300,-12.700,-15.300
0.053,4.200,-4.500,-11.500,-14.600
0.054,5.300,-4.000,-10.700,-14.200
0.055,5.700,-4.000,-10.500,-14.400
0.056,5.400,-4.600,-10.800,-15.000
0.057,4.600,-5.400,-11.100,-15.700
0.058,3.900,-6.200,-10.900,-16.000
0.059,3.900,-6.600,-10.200,-15.700
0.060,4.500,-6.500,-9.400,-15.200
0.061,5.300,-6.200,-9.000,-14.700
0.062,5.800,-5.900,-9.400,-14.600
0.063,5.700,-5.800,-10.500,-14.800
0.064,5.000,-6.000,-11.800,-15.000
0.065,4.100,-6.400,-12.600,-15.000
0.066,3.500,-6.500,-12.600,-14.500
0.067,3.700,-6.400,-11.900,-13.700
0.068,4.400,-6.100,-11.000,-13.100
0.069,5.200,-6.100,-10.500,-12.900
0.070,5.500,-6.500,-10.700,-13.200
0.071,5.100,-7.400,-11.600,-13.900
0.072,4.400,-8.500,-12.600,-14.400
0.073,3.800,-9.000,-13.100,-14.600
0.074,4.100,-8.300,-12.900,-14.200
