'Elapsed time','AECG1','AECG2','AECG3','AECG4'
'seconds','uV','uV','uV','uV'
0.000,-209.000,-168.500,-179.000,-137.500
0.001,-206.500,-166.000,-176.500,-135.000
0.002,-202.000,-162.000,-173.000,-131.000
0.003,-197.000,-156.000,-167.500,-125.500
0.004,-191.000,-150.000,-161.000,-119.000
0.005,-186.500,-144.000,-155.000,-113.000
0.006,-183.500,-140.000,-151.000,-109.000
0.007,-183.000,-138.500,-149.500,-107.500
0.008,-185.000,-139.500,-150.500,-108.000
0.009,-188.000,-142.000,-153.000,-110.500
0.010,-191.500,-146.000,-156.000,-114.000
0.011,-195.500,-150.000,-160.000,-118.000
0.012,-199.000,-154.000,-163.500,-122.000
0.013,-201.000,-156.000,-165.000,-124.000
0.014,-201.000,-156.500,-165.000,-124.000
0.015,-199.500,-155.500,-164.500,-123.500
0.016,-199.500,-155.500,-164.500,-124.000
0.017,-202.000,-158.500,-168.000,-127.500
0.018,-206.500,-163.500,-173.500,-133.500
0.019,-210.500,-168.500,-179.000,-138.500
0.020,-211.500,-170.500,-180.500,-140.500
0.021,-209.000,-168.500,-178.500,-138.500
0.022,-203.500,-163.500,-173.000,-133.500
0.023,-196.500,-156.500,-166.000,-126.500
0.024,-189.500,-148.500,-158.000,-118.500
0.025,-183.000,-141.000,-150.500,-111.000
0.026,-179.500,-136.500,-145.500,-106.500
0.027,-180.500,-136.000,-145.500,-106.500
0.028,-185.500,-140.000,-149.000,-110.500
0.029,-191.500,-145.500,-154.000,-115.500
0.030,-196.000,-150.000,-158.000,-119.500
0.031,-197.500,-151.500,-159.000,-120.500
0.032,-196.500,-150.500,-158.500,-119.500
0.033,-195.000,-149.000,-157.000,-118.000
0.034,-194.500,-149.000,-157.500,-118.000
0.035,-197.000,-151.000,-160.000,-121.000
0.036,-201.000,-156.000,-165.500,-126.000
0.037,-206.500,-162.000,-171.500,-132.000
0.038,-210.000,-166.500,-176.500,-137.000
0.039,-211.000,-168.000,-178.000,-138.500
0.040,-208.000,-166.000,-176.500,-137.000
0.041,-202.500,-161.000,-171.500,-132.000
0.042,-195.500,-154.500,-164.500,-125.000
0.043,-189.500,-148.000,-158.000,-118.500
0.044,-186.500,-144.000,-154.500,-115.000
0.045,-186.500,-143.500,-153.500,-114.500
0.046,-188.500,-144.500,-154.000,-115.000
0.047,-190.500,-145.500,-155.000,-116.000
0.048,-191.500,-145.500,-155.500,-116.500
0.049,-192.000,-145.000,-154.500,-116.000
0.050,-191.000,-144.000,-153.500,-115.000
0.051,-191.000,-143.500,-152.500,-114.000
0.052,-191.500,-144.000,-153.000,-114.500
0.053,-193.000,-146.000,-155.000,-116.500
0.054,-195.500,-149.000,-157.500,-119.000
0.055,-197.500,-151.500,-160.000,-122.000
0.056,-198.500,-153.000,-161.500,-124.000
0.057,-199.500,-154.500,-163.000,-126.500
0.058,-202.000,-158.000,-166.500,-130.500
0.059,-207.000,-163.500,-172.500,-136.500
0.060,-210.500,-168.000,-177.500,-141.500
0.061,-210.500,-169.000,-177.500,-141.500
0.062,-205.500,-164.500,-173.000,-137.000
