'Elapsed time','AECG1','AECG2','AECG3','AECG4'
'seconds','uV','uV','uV','uV'
0.000,-0.500,4.000,73.000,112.500
0.001,0.000,4.000,73.000,113.000
0.002,0.500,4.500,73.500,113.500
0.003,0.500,4.500,74.000,114.000
0.004,1.000,5.000,74.500,114.500
0.005,1.000,5.500,75.000,115.000
0.006,1.000,5.500,75.000,115.500
0.007,1.000,5.500,75.500,115.500
0.008,1.000,6.000,75.500,115.500
0.009,1.000,6.000,75.500,115.500
0.010,1.000,6.000,75.500,115.000
0.011,0.500,5.500,75.000,115.000
0.012,0.500,5.500,75.000,115.000
0.013,0.500,5.000,74.500,115.000
0.014,0.000,5.000,74.500,115.000
0.015,0.000,4.500,74.500,115.000
0.016,-0.500,4.500,75.000,115.000
0.017,-0.500,4.500,75.000,115.000
0.018,-0.500,4.500,75.500,115.000
0.019,0.000,5.000,75.500,115.000
0.020,0.000,5.000,76.000,115.000
0.021,0.500,5.000,76.000,115.000
0.022,0.500,5.000,76.500,115.000
0.023,0.500,5.500,76.500,115.000
0.024,0.500,5.500,77.000,115.000
0.025,0.500,5.500,77.000,115.000
0.026,0.500,5.000,77.000,115.000
0.027,0.500,5.000,77.000,115.000
0.028,0.500,4.500,77.000,115.000
0.029,0.500,4.000,77.000,115.500
0.030,0.000,4.000,76.500,115.500
0.031,0.000,3.500,76.500,115.500
0.032,0.000,3.500,76.500,116.000
0.033,0.000,3.500,76.500,116.500
0.034,0.000,3.500,76.500,117.000
0.035,0.500,3.500,76.500,117.500
0.036,0.500,4.000,77.000,117.500
0.037,0.500,4.000,77.000,118.000
0.038,1.000,4.000,77.000,118.500
0.039,1.000,4.500,77.500,119.500
0.040,1.500,4.500,77.500,120.000
0.041,1.500,5.000,78.000,120.500
0.042,2.000,5.500,78.500,121.000
0.043,2.000,5.500,78.500,121.500
0.044,2.000,6.000,78.500,122.000
0.045,2.500,6.000,79.000,122.500
0.046,2.500,6.500,79.500,122.500
0.047,2.500,6.500,80.000,123.000
0.048,3.000,7.000,80.000,123.500
0.049,2.500,7.000,80.500,123.500
0.050,2.500,7.000,80.500,123.500
0.051,2.500,7.000,80.000,123.500
0.052,2.500,6.500,80.000,123.500
0.053,2.500,6.000,80.000,124.000
0.054,2.500,6.000,80.000,124.000
0.055,2.500,6.000,80.000,124.500
0.056,2.500,6.000,80.000,124.500
0.057,3.000,6.000,80.000,125.000
0.058,3.000,6.500,80.500,125.000
0.059,3.500,6.500,81.000,125.500
0.060,3.500,7.000,81.500,126.000
0.061,3.500,7.500,82.000,126.500
0.062,4.000,8.000,82.000,126.500
0.063,4.000,8.000,82.500,126.500
0.064,4.000,8.000,82.500,126.500
0.065,4.500,7.500,82.000,126.500
0.066,4.500,7.500,82.000,126.500
0.067,4.500,7.500,82.000,126.500
0.068,4.500,7.000,81.500,126.500
0.069,4.500,7.000,81.500,126.500
0.070,4.000,7.000,81.500,126.500
0.071,3.500,6.500,81.500,126.500
0.072,3.500,6.500,81.500,126.500
0.073,3.000,7.000,81.500,126.000
0.074,3.000,7.000,81.500,126.000
0.075,3.000,7.000,82.000,126.000
0.076,3.000,6.500,82.000,126.000
0.077,3.000,6.500,82.000,126.500
0.078,3.000,6.500,82.000,126.500
0.079,3.000,6.500,82.000,126.500
0.080,3.500,7.000,82.500,127.000
0.081,4.000,7.000,83.000,127.000
0.082,4.500,7.500,83.500,127.000
0.083,4.500,7.500,83.500,127.000
0.084,4.500,7.500,83.500,127.000
0.085,4.500,7.500,83.500,127.000
0.086,4.500,7.500,83.000,127.000
0.087,4.000,7.000,83.000,127.000
0.088,4.000,7.000,83.000,127.500
0.089,4.000,7.000,83.000,127.500
0.090,4.000,7.000,83.000,127.500
0.091,3.500,7.500,83.000,127.500
0.092,3.500,7.000,83.000,128.000
0.093,3.500,7.000,83.000,128.000
0.094,3.000,6.500,83.000,127.500
0.095,3.000,6.000,82.500,127.500
0.096,2.500,5.500,82.000,127.000
0.097,2.500,5.000,81.500,127.000
0.098,3.000,5.000,81.500,126.500
0.099,3.000,5.000,81.500,126.500
0.100,3.500,5.500,82.000,126.500
0.101,4.000,6.000,82.000,126.500
0.102,4.000,6.500,82.000,126.500
0.103,4.000,6.500,82.000,126.500
0.104,4.000,6.500,82.000,126.000
0.105,4.000,6.000,82.000,126.000
0.106,3.500,6.000,81.500,126.000
0.107,3.500,5.500,81.500,125.500
0.108,3.000,5.000,81.000,125.000
0.109,2.500,4.500,80.500,124.500
0.110,2.500,4.500,80.500,124.000
0.111,2.500,4.500,80.000,124.000
0.112,2.500,4.500,80.000,123.500
0.113,2.500,4.500,80.000,123.500
0.114,2.000,4.000,79.500,123.000
0.115,2.000,3.500,79.000,123.000
0.116,1.500,3.000,79.000,122.500
0.117,1.500,3.000,78.500,122.000
0.118,1.500,2.500,78.000,121.000
0.119,1.500,2.500,78.000,121.000
0.120,2.000,3.000,77.500,120.500
0.121,2.000,3.000,77.500,120.000
0.122,2.500,3.000,77.500,120.000
0.123,3.000,3.500,77.500,119.500
0.124,3.000,3.000,77.500,119.000
0.125,3.000,3.000,77.000,119.000
0.126,3.000,3.000,77.000,119.000
0.127,3.000,2.500,77.000,119.000
0.128,2.500,2.000,76.500,119.000
0.129,2.000,2.000,76.500,118.500
0.130,2.000,1.500,76.000,118.000
0.131,1.500,1.500,75.500,117.500
0.132,1.500,1.000,75.500,117.000
0.133,1.500,1.000,75.000,116.500
0.134,2.000,1.000,75.000,116.000
0.135,2.000,1.000,75.000,116.000
0.136,2.500,1.500,75.000,115.500
0.137,2.500,1.500,75.000,115.500
0.138,2.500,2.000,75.000,116.000
0.139,3.000,2.500,75.000,116.000
0.140,3.000,2.500,75.500,116.500
0.141,3.000,3.000,76.000,116.500
0.142,3.500,3.500,76.500,117.000
0.143,4.000,4.000,76.500,117.000
0.144,4.000,4.500,77.000,117.000
0.145,4.500,5.000,77.000,117.000
0.146,4.500,5.000,77.000,116.500
0.147,4.000,4.500,76.500,116.500
0.148,4.000,4.500,76.500,116.000
0.149,4.000,4.000,76.000,115.500
0.150,3.500,3.500,75.000,115.000
0.151,3.500,3.000,75.000,114.500
0.152,3.000,3.000,74.500,114.000
0.153,3.000,3.000,74.500,114.000
0.154,3.000,3.000,74.500,114.000
0.155,3.000,3.500,75.000,114.000
0.156,3.000,3.500,75.000,114.000
0.157,3.000,3.500,74.500,114.000
0.158,3.000,3.500,74.500,114.000
0.159,3.500,3.500,74.500,113.500
0.160,3.500,4.000,74.500,113.500
0.161,4.000,4.500,74.500,113.500
0.162,4.500,4.500,74.500,113.500
0.163,4.500,5.000,75.000,114.000
0.164,5.000,5.500,75.000,114.000
0.165,5.000,5.500,75.500,114.500
0.166,5.000,6.000,75.500,114.500
0.167,5.000,6.000,75.500,114.500
0.168,5.000,5.500,75.500,114.500
0.169,5.000,5.500,75.000,114.500
0.170,5.000,5.500,75.000,114.500
0.171,5.000,5.500,75.000,114.500
0.172,5.000,5.500,74.500,114.000
0.173,5.000,5.500,74.500,114.000
0.174,5.000,5.500,74.000,114.000
0.175,5.000,5.500,74.000,114.000
0.176,5.000,5.500,73.500,113.500
0.177,5.000,5.500,73.500,113.500
0.178,5.000,5.500,73.000,113.500
0.179,5.000,6.000,73.000,113.000
0.180,5.500,6.000,73.000,113.000
0.181,5.500,6.000,73.000,113.000
0.182,5.500,6.000,73.000,113.000
0.183,5.500,5.500,72.500,112.500
0.184,5.000,5.000,72.500,112.500
0.185,5.000,5.000,72.000,112.000
0.186,5.000,4.500,72.000,112.000
0.187,4.500,4.500,72.000,111.500
0.188,4.500,4.500,72.000,111.500
0.189,4.500,4.500,72.000,111.500
0.190,4.500,4.500,71.500,111.000
0.191,4.500,4.500,71.500,111.000
0.192,4.000,4.000,71.000,110.500
0.193,4.000,3.500,70.500,110.500
0.194,3.500,3.000,69.500,110.000
0.195,3.500,3.000,69.500,109.500
0.196,3.500,3.000,69.000,109.500
0.197,3.500,3.000,69.000,109.000
0.198,3.500,3.000,69.000,109.000
0.199,3.500,3.000,69.000,109.000
0.200,3.500,3.500,69.000,109.000
0.201,4.000,3.500,69.000,109.000
0.202,4.000,3.500,69.000,109.000
0.203,4.500,3.500,69.000,109.500
0.204,4.500,4.000,69.000,109.000
0.205,5.000,4.500,69.500,109.000
0.206,5.500,5.000,69.500,109.000
0.207,6.000,5.000,69.500,109.000
0.208,6.500,5.500,69.500,108.500
0.209,6.500,5.500,69.500,108.000
0.210,6.000,5.000,69.500,108.000
0.211,6.000,5.000,69.500,107.500
0.212,5.500,4.500,69.000,107.500
0.213,5.500,4.000,69.000,107.000
0.214,5.500,4.000,68.500,106.500
0.215,5.000,4.000,68.500,106.500
0.216,5.000,4.000,68.000,106.000
0.217,5.000,4.000,68.000,106.000
0.218,5.000,4.000,67.500,105.500
0.219,5.000,4.500,67.500,105.500
0.220,5.000,4.500,67.500,105.500
0.221,5.500,5.000,67.500,105.500
0.222,6.000,5.000,67.500,105.000
0.223,6.000,5.000,67.500,105.000
0.224,6.500,5.000,67.500,105.000
0.225,6.500,5.000,67.500,105.500
0.226,6.500,5.500,67.500,105.500
0.227,7.000,5.500,67.500,105.500
0.228,7.000,5.000,67.000,105.000
0.229,6.500,5.000,67.000,105.000
0.230,6.500,5.000,66.500,104.500
0.231,6.000,5.000,66.500,104.000
0.232,5.500,4.500,66.000,104.000
0.233,5.500,4.500,66.000,103.500
0.234,5.500,4.500,65.500,103.500
0.235,5.500,4.500,65.500,103.000
0.236,5.500,4.000,65.500,102.500
0.237,5.500,4.000,65.000,102.500
0.238,6.000,4.000,65.000,102.000
0.239,6.000,4.500,65.000,102.000
0.240,6.500,4.500,65.500,102.000
0.241,6.500,5.000,65.500,102.000
0.242,6.500,5.000,66.000,102.500
0.243,6.500,5.000,66.000,102.500
0.244,6.000,5.500,66.500,102.500
0.245,6.000,5.500,66.500,102.500
0.246,6.000,5.500,66.000,102.500
0.247,6.000,5.500,66.000,102.500
0.248,6.500,5.000,66.000,102.000
0.249,6.500,4.500,65.500,101.500
0.250,6.500,4.500,65.000,101.500
0.251,6.500,4.000,65.000,101.500
0.252,6.500,4.000,65.000,101.500
0.253,6.500,4.000,64.500,101.500
0.254,6.500,4.000,64.500,101.500
0.255,6.500,4.000,64.500,101.500
0.256,6.500,3.500,64.000,101.500
0.257,6.500,3.500,64.000,101.000
0.258,6.500,3.500,64.000,101.000
0.259,7.000,3.500,64.500,101.000
0.260,7.000,4.000,64.500,101.500
0.261,7.500,4.000,65.000,101.500
0.262,7.500,4.500,65.000,102.000
0.263,7.500,4.500,65.000,101.500
0.264,8.000,4.500,65.000,101.500
0.265,8.000,5.000,65.000,101.500
0.266,8.000,5.000,65.000,101.500
0.267,8.000,5.000,65.500,102.000
0.268,8.000,5.000,65.000,102.000
0.269,8.000,5.000,65.000,102.000
0.270,8.000,4.500,65.000,102.000
0.271,8.500,5.000,65.000,102.000
0.272,8.500,5.000,65.000,102.000
0.273,9.000,5.500,65.500,102.500
0.274,9.500,6.000,66.000,102.500
0.275,10.000,6.500,66.500,102.500
0.276,10.500,7.000,66.500,102.500
0.277,11.000,7.000,67.000,102.500
0.278,11.500,7.000,67.500,102.500
0.279,11.500,7.500,67.500,102.000
0.280,12.000,7.500,67.500,102.000
0.281,12.000,7.500,67.500,102.000
0.282,12.000,7.000,67.500,102.000
0.283,11.500,6.500,67.000,101.500
0.284,11.000,5.500,66.000,101.000
0.285,9.500,3.500,64.000,99.500
0.286,7.500,1.000,62.000,98.000
0.287,5.000,-2.500,59.000,96.500
0.288,2.000,-6.500,56.000,94.500
0.289,-1.000,-10.000,53.000,92.500
0.290,-3.500,-13.000,50.500,90.500
0.291,-5.500,-15.500,48.500,89.500
0.292,-6.500,-17.000,47.000,88.500
0.293,-7.000,-17.500,46.500,87.500
0.294,-7.000,-17.000,46.500,87.500
0.295,-6.500,-16.000,48.000,88.000
0.296,-5.000,-14.000,49.500,89.000
0.297,-2.500,-11.500,52.500,90.500
0.298,1.000,-7.500,55.500,92.500
0.299,4.500,-3.500,59.000,95.000
0.300,8.500,1.000,63.000,98.000
0.301,11.500,5.000,66.000,100.000
0.302,14.500,8.500,69.000,101.500
0.303,16.500,11.000,71.000,102.500
0.304,18.000,12.500,72.500,103.000
0.305,18.500,13.500,73.000,103.000
0.306,19.000,13.500,73.000,103.000
0.307,18.500,13.000,72.500,102.000
0.308,17.500,11.500,71.000,101.000
0.309,16.000,10.000,69.500,100.000
0.310,14.500,8.000,68.000,99.000
0.311,13.500,6.500,66.500,98.000
0.312,12.500,5.000,65.500,97.000
0.313,12.000,4.500,65.000,96.500
0.314,12.000,4.000,64.500,96.000
0.315,12.000,4.000,64.500,96.000
0.316,12.000,4.000,64.500,96.000
0.317,12.500,4.500,64.500,96.000
0.318,12.500,4.500,64.500,96.500
0.319,13.000,4.500,65.000,96.500
0.320,13.000,5.000,65.000,96.500
0.321,13.500,5.000,65.500,97.000
0.322,13.500,5.000,65.500,97.000
0.323,14.000,5.000,66.000,97.000
0.324,14.000,5.500,66.000,97.500
0.325,14.000,5.500,66.500,97.500
0.326,14.000,5.500,66.500,97.000
0.327,14.000,5.500,66.500,97.000
0.328,14.000,5.500,66.500,96.500
0.329,14.000,5.500,66.000,96.000
0.330,13.500,5.000,65.500,95.500
0.331,13.500,5.000,65.500,95.000
0.332,13.500,4.500,65.500,94.500
0.333,13.500,4.500,65.000,94.000
0.334,13.500,4.500,65.000,94.000
0.335,13.500,4.500,64.500,93.500
0.336,13.500,4.500,64.500,93.000
0.337,13.500,4.500,64.000,93.000
0.338,13.500,4.500,64.000,93.000
0.339,13.500,4.500,64.000,93.000
0.340,13.500,4.500,64.500,93.000
0.341,13.500,5.000,64.500,93.000
0.342,13.500,5.000,65.000,93.000
0.343,13.500,5.000,65.000,92.500
0.344,13.500,5.000,64.500,92.500
0.345,13.500,5.000,64.500,92.500
0.346,13.500,5.500,65.000,92.000
0.347,14.000,5.500,65.000,92.000
0.348,14.000,5.500,65.000,92.000
0.349,14.500,5.500,64.500,92.000
0.350,14.500,5.500,64.500,92.000
0.351,14.500,5.500,64.500,92.000
0.352,14.000,5.000,65.000,92.000
0.353,13.500,5.000,64.500,92.000
0.354,13.000,4.500,64.500,92.000
0.355,13.000,4.000,64.000,92.000
0.356,13.000,4.000,63.500,91.500
0.357,13.000,3.500,63.500,91.500
0.358,13.000,3.500,63.500,91.500
