filename,column_index,model,mse,mae,rmse
datasets/processed_data/power_consumption_data.csv,0,Tree,0.07606257606413437,0.18726092765795,0.2757944453105145
datasets/processed_data/power_consumption_data.csv,0,ARMA,30.46539589630683,4.3222736862658815,5.519546711126452
datasets/processed_data/power_consumption_data.csv,1,Tree,2.4299180038599397,0.9737710759050711,1.5588194263159347
datasets/processed_data/power_consumption_data.csv,1,ARMA,175.45561892110035,11.026091540271644,13.2459661377002
datasets/processed_data/power_consumption_data.csv,2,Tree,0.07014716812045345,0.02481413437678946,0.2648531066845421
datasets/processed_data/power_consumption_data.csv,2,ARMA,5.43198755869763,2.2778733351519764,2.3306624720661784
datasets/processed_data/power_consumption_data.csv,3,Tree,3111.661965731612,19.463113030476553,55.78227286272595
datasets/processed_data/power_consumption_data.csv,3,ARMA,38036.26387187043,182.04894804738524,195.02887958420524
datasets/processed_data/power_consumption_data.csv,4,Tree,1141.0069751943595,10.972678278297385,33.778794756390575
datasets/processed_data/power_consumption_data.csv,4,ARMA,9701.776441366199,77.79946752589186,98.4975961197338
datasets/processed_data/power_consumption_data.csv,5,Tree,305826.5415644118,363.4449306222561,553.0158601382168
datasets/processed_data/power_consumption_data.csv,5,ARMA,50914188.29478957,5991.483561978528,7135.417878077609
datasets/processed_data/power_consumption_data.csv,6,Tree,179426.59659373751,290.010471191067,423.5877672852906
datasets/processed_data/power_consumption_data.csv,6,ARMA,38031189.2554901,5000.785769107853,6166.943266764346
datasets/processed_data/power_consumption_data.csv,7,Tree,553698.4401179838,324.4335554145829,744.109158738141
datasets/processed_data/power_consumption_data.csv,7,ARMA,62143137.3584509,7198.8886192020245,7883.091865407309
datasets/processed_data/US_energy_generation_data.csv,0,Tree,4801.695652173913,57.0,69.29426853769303
datasets/processed_data/US_energy_generation_data.csv,0,ARMA,3935.4647011210936,50.78183396577047,62.733282244125355
datasets/processed_data/US_energy_generation_data.csv,1,Tree,2147380.7391304346,1104.3478260869565,1465.3943971267374
datasets/processed_data/US_energy_generation_data.csv,1,ARMA,2823965.8389665163,1430.1375929639987,1680.4659588835818
datasets/processed_data/US_energy_generation_data.csv,2,Tree,743787.4782608695,724.4782608695652,862.4311440694089
datasets/processed_data/US_energy_generation_data.csv,2,ARMA,2335278.245480116,1425.5058364019123,1528.1617209837825
datasets/processed_data/US_energy_generation_data.csv,3,Tree,187.2391304347826,10.543478260869565,13.683535012370985
datasets/processed_data/US_energy_generation_data.csv,3,ARMA,275.1865120015677,12.951091090660567,16.588746547029032
datasets/processed_data/US_energy_generation_data.csv,4,Tree,2949.304347826087,40.65217391304348,54.307498081076126
datasets/processed_data/US_energy_generation_data.csv,4,ARMA,1741.0808576422123,32.835614423859454,41.726261007214774
datasets/processed_data/power_comsumption_india_14052024.csv,0,Tree,2190.7089705882354,26.26029411764706,46.805010101358114
datasets/processed_data/power_comsumption_india_14052024.csv,0,ARMA,2864.7057129991003,44.15813925576612,53.52294566818142
datasets/processed_data/power_comsumption_india_14052024.csv,1,Tree,909.0935294117647,18.688235294117646,30.151177910850592
datasets/processed_data/power_comsumption_india_14052024.csv,1,ARMA,1326.3323029632759,29.728959372820828,36.41884543698875
datasets/processed_data/power_comsumption_india_14052024.csv,2,Tree,397.24073529411766,14.577941176470587,19.930899008677898
datasets/processed_data/power_comsumption_india_14052024.csv,2,ARMA,838.4784321490073,21.999178959297772,28.956492055306136
datasets/processed_data/power_comsumption_india_14052024.csv,3,Tree,614.3120588235294,12.882352941176471,24.785319421454496
datasets/processed_data/power_comsumption_india_14052024.csv,3,ARMA,664.2739534357759,22.335296916675155,25.773512632851887
datasets/processed_data/power_comsumption_india_14052024.csv,4,Tree,3934.787500000001,38.8720588235294,62.72788454905841
datasets/processed_data/power_comsumption_india_14052024.csv,4,ARMA,4658.431074047433,57.5785209880621,68.25270012276022
datasets/processed_data/power_comsumption_india_14052024.csv,5,Tree,32.66985294117647,3.886764705882353,5.715754800652007
datasets/processed_data/power_comsumption_india_14052024.csv,5,ARMA,49.54150124908381,5.044804854085071,7.038572387145266
datasets/processed_data/power_comsumption_india_14052024.csv,6,Tree,23.71985294117647,3.063235294117647,4.870303167275777
datasets/processed_data/power_comsumption_india_14052024.csv,6,ARMA,29.34495116505492,3.8954058338503326,5.417098039084665
