'Elapsed time','AECG1','AECG2','AECG3','AECG4'
'seconds','uV','uV','uV','uV'
0.000,355.000,162.000,406.500,387.000
0.001,355.000,162.000,406.500,386.500
0.002,355.500,162.000,406.500,387.000
0.003,355.500,162.000,406.500,387.000
0.004,356.000,162.500,406.500,387.000
0.005,357.000,162.500,406.500,387.000
0.006,357.500,162.500,406.500,386.500
0.007,357.500,163.000,407.000,387.000
0.008,358.000,163.000,407.000,387.000
0.009,357.500,163.000,407.000,387.500
0.010,357.500,163.000,406.500,387.500
0.011,357.000,162.500,406.500,387.500
0.012,357.000,162.000,406.000,387.500
0.013,356.500,162.000,405.500,388.000
0.014,356.000,162.000,405.000,388.000
0.015,355.500,161.500,405.000,388.500
0.016,355.500,161.500,405.000,389.000
0.017,355.000,162.000,405.000,389.000
0.018,355.000,162.000,405.000,389.000
0.019,355.000,162.500,405.000,389.500
0.020,355.000,162.500,405.500,389.500
0.021,355.000,163.000,405.500,389.500
0.022,355.500,163.500,406.000,389.500
0.023,356.000,163.500,406.500,390.000
0.024,356.500,164.000,406.500,390.000
0.025,357.000,164.000,407.000,390.000
0.026,357.500,164.000,407.000,390.000
0.027,358.000,164.000,407.000,390.000
0.028,358.000,164.000,406.500,390.000
0.029,358.000,163.500,405.500,389.500
0.030,357.500,162.500,405.000,389.000
0.031,357.000,162.000,404.000,388.000
0.032,356.500,161.500,402.500,387.500
0.033,356.000,161.000,401.500,386.500
0.034,355.000,160.500,400.500,386.000
0.035,354.500,160.500,400.000,385.500
0.036,354.000,161.000,400.000,385.500
0.037,354.000,161.000,399.500,385.500
0.038,353.500,161.000,399.500,385.500
0.039,353.500,161.000,399.500,385.500
0.040,353.500,161.000,400.000,385.500
0.041,353.500,161.000,400.000,385.500
0.042,354.000,161.000,400.500,385.500
0.043,354.500,161.500,401.000,386.000
0.044,355.500,162.000,402.000,386.000
0.045,356.000,162.500,402.500,386.500
0.046,356.500,162.500,403.000,387.000
0.047,356.500,162.500,403.000,387.000
0.048,357.000,162.000,403.000,387.000
0.049,356.500,161.500,402.000,386.500
0.050,356.500,160.500,401.000,386.000
0.051,356.000,159.500,400.500,385.500
0.052,356.000,159.000,399.500,385.000
0.053,356.000,159.000,399.000,385.000
0.054,356.000,159.000,399.000,385.000
0.055,356.000,159.000,399.000,385.500
0.056,356.000,159.000,398.500,385.500
0.057,355.500,159.000,398.500,385.500
0.058,355.500,159.000,398.500,385.500
