'Elapsed time','AECG1','AECG2','AECG3','AECG4'
'seconds','uV','uV','uV','uV'
0.000,-186.000,-190.000,-147.000,-163.500
0.001,-1632.000,-1667.000,-1292.000,-1434.000
0.002,-1877.000,-1917.000,-1485.500,-1648.500
0.003,-2000.000,-2042.000,-1582.500,-1756.000
0.004,-2048.500,-2091.500,-1620.000,-1797.500
0.005,-2061.000,-2103.500,-1629.000,-1807.500
0.006,-2060.000,-2102.000,-1627.000,-1804.500
0.007,-2056.000,-2097.000,-1622.000,-1798.500
0.008,-2052.000,-2091.500,-1617.000,-1792.500
0.009,-2049.500,-2087.500,-1613.000,-1788.000
0.010,-2047.500,-2084.500,-1610.000,-1785.000
0.011,-2047.500,-2083.500,-1609.000,-1784.000
0.012,-2048.000,-2084.000,-1610.000,-1785.000
0.013,-2049.500,-2085.500,-1612.000,-1787.500
0.014,-2051.500,-2087.000,-1615.000,-1790.500
0.015,-2053.000,-2089.000,-1618.000,-1793.500
0.016,-2054.500,-2091.000,-1620.500,-1797.000
0.017,-2055.500,-2092.500,-1623.000,-1800.500
0.018,-2055.500,-2093.500,-1625.000,-1803.000
0.019,-2055.000,-2093.500,-1626.500,-1805.000
0.020,-2054.500,-2093.500,-1626.500,-1805.500
0.021,-2053.000,-2093.000,-1626.000,-1805.500
0.022,-2051.500,-2091.500,-1624.500,-1804.000
0.023,-2049.500,-2089.500,-1622.000,-1801.500
0.024,-2047.000,-2086.000,-1618.500,-1797.500
0.025,-2044.000,-2082.500,-1614.000,-1792.500
0.026,-2041.500,-2079.500,-1610.500,-1788.000
0.027,-2040.500,-2077.000,-1607.500,-1784.500
0.028,-2040.000,-2075.500,-1605.500,-1782.000
0.029,-2040.000,-2075.000,-1604.500,-1780.000
0.030,-2040.500,-2075.000,-1604.500,-1779.500
0.031,-2041.000,-2075.000,-1605.000,-1779.500
0.032,-2042.000,-2075.500,-1605.500,-1780.000
0.033,-2043.000,-2076.000,-1607.000,-1781.500
0.034,-2043.500,-2076.500,-1608.000,-1783.000
0.035,-2044.000,-2077.000,-1609.500,-1785.000
0.036,-2043.500,-2077.000,-1611.000,-1787.500
0.037,-2043.000,-2077.500,-1612.500,-1789.500
0.038,-2042.500,-2077.500,-1613.500,-1791.500
0.039,-2042.000,-2077.500,-1614.500,-1793.500
0.040,-2041.000,-2077.500,-1615.000,-1795.000
0.041,-2040.000,-2077.000,-1614.500,-1795.000
0.042,-2038.500,-2075.500,-1613.000,-1794.000
0.043,-2037.000,-2073.500,-1610.500,-1791.500
0.044,-2034.500,-2071.000,-1607.000,-1788.000
0.045,-2032.500,-2067.500,-1603.000,-1783.500
0.046,-2031.500,-2065.000,-1599.500,-1779.500
0.047,-2031.000,-2063.000,-1597.000,-1776.000
0.048,-2031.000,-2062.000,-1595.000,-1773.500
0.049,-2031.000,-2060.500,-1593.500,-1771.000
0.050,-2030.500,-2059.500,-1592.500,-1769.500
