'Elapsed time','AECG1','AECG2','AECG3','AECG4'
'seconds','uV','uV','uV','uV'
0.000,12.500,-9.000,6.500,44.000
0.001,15.000,-8.500,-1.000,37.000
0.002,17.500,-5.000,-7.500,29.000
0.003,20.500,0.500,-16.000,18.500
0.004,24.500,7.000,-27.500,7.500
0.005,29.000,12.500,-40.000,-2.000
0.006,33.500,17.500,-51.000,-9.000
0.007,36.000,20.500,-56.500,-16.000
0.008,36.500,21.500,-56.500,-25.500
0.009,36.500,21.000,-52.500,-39.000
0.010,37.000,20.000,-46.000,-54.500
0.011,37.500,20.000,-40.000,-66.000
0.012,38.500,23.000,-34.500,-72.000
0.013,39.500,27.500,-27.500,-72.000
0.014,40.000,32.000,-19.500,-69.500
0.015,41.500,32.500,-11.000,-66.500
0.016,43.500,27.500,-2.500,-64.500
0.017,46.000,20.500,5.500,-62.500
0.018,49.000,15.500,14.000,-60.000
0.019,52.000,13.000,23.000,-56.000
0.020,53.000,14.000,35.000,-50.500
0.021,52.500,15.000,48.500,-44.000
0.022,52.000,14.500,63.500,-36.000
0.023,52.000,13.000,76.500,-26.500
0.024,53.000,12.000,86.500,-16.000
0.025,54.500,14.000,91.500,-5.500
0.026,55.500,18.000,91.000,5.500
0.027,56.000,24.000,84.500,15.000
0.028,56.000,30.500,74.500,21.000
0.029,56.000,37.500,61.000,25.000
0.030,57.000,44.000,46.000,26.500
0.031,59.000,47.500,33.000,27.000
0.032,61.000,49.000,21.500,28.000
0.033,62.500,48.500,14.500,29.500
0.034,63.000,48.000,10.000,29.500
0.035,63.000,49.000,8.500,26.500
0.036,63.000,52.000,9.000,19.000
0.037,63.000,54.500,11.000,10.000
0.038,63.000,57.000,15.500,2.500
0.039,63.500,59.500,19.500,-2.500
0.040,64.000,61.500,22.000,-6.500
0.041,65.000,64.000,21.000,-11.500
0.042,66.000,66.500,18.000,-18.000
0.043,66.500,68.500,13.000,-23.500
0.044,66.000,70.000,10.000,-23.000
0.045,64.500,72.000,8.500,-16.000
0.046,63.000,76.500,8.000,-5.500
0.047,61.500,83.000,7.000,5.000
0.048,61.000,91.000,5.000,11.500
0.049,61.000,98.000,3.000,15.500
0.050,61.000,102.500,2.500,18.500
0.051,60.000,104.500,3.500,23.500
0.052,56.500,103.500,5.500,30.500
