'Elapsed time','AECG1','AECG2','AECG3','AECG4'
'seconds','uV','uV','uV','uV'
0.000,205.000,207.500,227.000,173.000
0.001,204.500,207.500,226.500,173.000
0.002,205.000,208.000,227.000,173.500
0.003,204.500,208.000,227.500,174.000
0.004,204.500,209.000,228.500,175.000
0.005,204.000,209.000,229.000,175.000
0.006,204.500,209.500,230.000,176.000
0.007,204.000,209.000,230.000,176.000
0.008,203.500,209.500,231.000,176.500
0.009,202.500,209.500,231.000,176.500
0.010,202.500,210.000,232.000,177.000
0.011,202.000,210.500,232.000,177.000
0.012,202.500,211.500,233.000,177.500
0.013,202.000,212.000,233.000,177.000
0.014,202.500,213.000,234.000,177.000
0.015,202.500,213.500,234.000,176.500
0.016,203.500,214.500,235.000,177.000
0.017,203.500,214.500,235.000,176.500
0.018,204.000,215.500,235.500,177.000
0.019,204.000,215.500,235.500,176.500
0.020,205.000,216.500,236.000,177.000
0.021,205.000,216.000,235.500,176.500
0.022,205.500,216.500,235.500,177.000
0.023,205.500,216.000,235.000,177.000
0.024,206.000,216.000,235.000,177.500
0.025,205.500,215.500,234.000,177.000
0.026,205.500,215.500,234.000,177.500
0.027,204.500,215.000,233.000,177.000
0.028,204.500,215.500,233.000,177.000
0.029,204.000,215.000,232.000,176.000
0.030,204.500,215.000,231.500,176.000
0.031,204.000,214.000,231.000,175.000
0.032,204.500,214.000,230.500,174.500
0.033,204.500,213.500,229.500,174.000
0.034,205.000,213.000,229.500,173.500
0.035,205.000,212.000,228.500,173.000
0.036,205.500,211.500,229.000,173.000
0.037,205.500,210.500,228.500,172.500
0.038,206.000,210.500,229.000,173.000
0.039,205.500,210.000,229.500,172.500
0.040,206.000,209.500,230.500,173.000
0.041,205.500,208.500,231.000,173.000
0.042,206.000,208.500,232.000,174.000
0.043,205.500,208.000,232.000,174.000
0.044,205.500,208.000,233.000,174.500
0.045,205.000,207.000,233.000,174.500
0.046,205.500,207.000,234.000,175.000
0.047,205.000,206.500,233.500,175.000
0.048,205.000,206.500,234.000,175.500
0.049,204.500,205.500,233.000,175.000
0.050,204.500,205.500,233.000,175.000
0.051,204.000,204.500,232.500,174.500
0.052,204.000,204.500,232.500,174.500
0.053,203.500,203.500,232.000,174.000
0.054,204.000,204.000,232.500,174.000
0.055,203.500,203.500,232.000,173.500
0.056,204.000,204.500,232.500,174.000
0.057,204.000,204.500,232.500,173.500
0.058,205.000,205.500,233.500,174.000
0.059,205.000,205.500,233.500,174.000
0.060,206.000,206.500,234.000,174.500
0.061,206.500,206.500,234.000,174.500
0.062,207.500,207.000,235.000,175.500
0.063,208.000,207.500,235.000,175.500
0.064,209.000,208.000,235.500,176.500
0.065,209.000,208.500,235.500,177.000
0.066,209.500,209.000,236.000,177.500
0.067,209.500,209.500,235.500,178.000
0.068,209.500,210.000,235.500,178.500
0.069,209.500,210.000,235.000,178.000
0.070,209.500,210.500,235.000,178.000
0.071,209.500,210.000,234.000,177.000
0.072,209.500,210.500,233.500,177.000
0.073,209.500,210.000,232.500,176.500
0.074,209.500,210.000,232.500,176.500
