'Elapsed time','AECG1','AECG2','AECG3','AECG4'
'seconds','uV','uV','uV','uV'
0.000,-9.500,-6.000,-11.000,-12.000
0.001,-9.500,-6.000,-11.000,-12.000
0.002,-9.000,-6.000,-11.000,-12.500
0.003,-9.000,-6.000,-11.000,-12.500
0.004,-9.500,-6.000,-11.500,-12.500
0.005,-10.000,-6.500,-11.500,-12.500
0.006,-10.500,-6.500,-12.000,-12.500
0.007,-10.500,-6.500,-12.000,-12.500
0.008,-10.500,-6.500,-11.500,-12.000
0.009,-10.000,-6.500,-11.000,-11.500
0.010,-10.000,-6.500,-11.000,-11.500
0.011,-9.500,-6.500,-11.000,-11.000
0.012,-10.000,-6.500,-11.000,-11.000
0.013,-10.000,-6.500,-11.000,-11.000
0.014,-9.500,-6.000,-11.000,-10.500
0.015,-9.500,-5.500,-11.000,-10.500
0.016,-9.000,-5.500,-11.000,-11.000
0.017,-9.000,-5.500,-11.000,-11.000
0.018,-9.000,-5.500,-11.000,-11.000
0.019,-9.500,-5.500,-11.000,-11.000
0.020,-9.500,-5.500,-11.500,-11.000
0.021,-10.000,-6.000,-12.000,-10.500
0.022,-10.000,-6.000,-12.000,-10.500
0.023,-10.000,-6.000,-12.000,-11.000
0.024,-10.000,-6.000,-12.000,-11.000
0.025,-10.000,-6.500,-11.500,-11.500
0.026,-10.000,-6.500,-11.500,-11.500
0.027,-10.000,-6.500,-12.000,-11.500
0.028,-10.000,-6.500,-12.000,-11.500
0.029,-10.000,-6.500,-12.000,-11.500
0.030,-10.000,-6.500,-12.000,-11.500
0.031,-10.500,-6.500,-11.500,-11.500
0.032,-10.500,-6.500,-11.500,-11.500
0.033,-10.500,-6.500,-11.500,-11.500
0.034,-10.500,-6.500,-11.500,-11.000
0.035,-10.000,-6.500,-11.000,-11.000
0.036,-10.000,-6.000,-11.000,-11.000
0.037,-10.000,-6.500,-11.000,-11.000
0.038,-10.000,-6.500,-11.500,-11.000
0.039,-9.500,-7.000,-11.500,-11.500
0.040,-9.500,-7.000,-11.500,-12.000
0.041,-9.500,-7.000,-11.500,-12.000
0.042,-9.500,-7.000,-11.000,-11.500
0.043,-9.500,-7.000,-10.500,-11.500
0.044,-9.500,-7.000,-10.500,-11.000
0.045,-10.000,-7.500,-10.500,-11.000
0.046,-10.500,-7.500,-11.000,-11.000
0.047,-10.500,-8.000,-11.500,-11.500
0.048,-10.000,-8.000,-11.500,-11.500
0.049,-10.000,-8.000,-12.000,-11.500
0.050,-10.000,-7.500,-12.000,-11.500
0.051,-10.000,-7.000,-11.500,-11.000
0.052,-10.000,-7.000,-11.500,-11.000
0.053,-10.000,-7.000,-11.500,-11.000
0.054,-9.500,-7.500,-11.500,-11.500
0.055,-9.500,-7.500,-11.500,-11.500
0.056,-9.500,-8.000,-12.000,-11.500
0.057,-9.500,-7.500,-12.000,-12.000
0.058,-9.500,-7.500,-12.500,-12.000
0.059,-10.000,-7.500,-12.500,-11.500
0.060,-10.500,-7.500,-12.500,-11.500
0.061,-10.500,-7.500,-12.500,-11.000
0.062,-10.500,-7.500,-12.500,-11.000
0.063,-10.500,-7.500,-12.000,-11.000
0.064,-10.000,-7.500,-12.000,-11.000
0.065,-10.000,-7.500,-11.500,-11.000
0.066,-9.500,-7.500,-11.500,-11.000
0.067,-9.500,-7.500,-11.500,-11.000
0.068,-10.000,-7.500,-11.500,-11.000
0.069,-10.500,-7.500,-11.500,-11.500
0.070,-10.500,-8.000,-11.500,-11.500
0.071,-11.000,-8.000,-11.500,-11.500
0.072,-11.000,-8.000,-11.500,-12.000
0.073,-11.000,-8.000,-11.500,-12.000
0.074,-10.500,-8.000,-11.000,-12.000
0.075,-10.000,-8.000,-11.000,-12.000
0.076,-10.000,-8.000,-11.000,-11.500
0.077,-9.500,-8.000,-11.000,-11.000
0.078,-9.500,-8.000,-11.500,-11.000
0.079,-10.000,-8.000,-11.500,-11.000
0.080,-10.000,-8.000,-12.000,-11.500
0.081,-10.500,-8.000,-12.500,-12.000
0.082,-10.500,-8.500,-12.500,-12.500
0.083,-10.500,-8.500,-13.000,-12.500
0.084,-10.500,-9.000,-13.000,-12.500
0.085,-10.500,-9.000,-13.000,-12.500
0.086,-10.500,-9.500,-13.000,-12.500
0.087,-11.000,-9.500,-13.000,-12.500
0.088,-11.000,-9.000,-13.000,-13.000
0.089,-11.000,-9.000,-13.000,-13.000
0.090,-11.000,-9.000,-13.000,-13.500
0.091,-11.000,-9.000,-13.000,-13.500
0.092,-11.000,-9.500,-13.500,-13.500
0.093,-11.000,-9.500,-13.500,-13.500
0.094,-11.000,-10.000,-13.500,-13.500
0.095,-11.000,-10.000,-13.500,-13.500
0.096,-11.500,-10.500,-14.000,-13.500
0.097,-11.500,-11.000,-14.000,-14.000
0.098,-11.500,-11.500,-14.500,-14.500
0.099,-11.500,-12.000,-14.500,-15.000
0.100,-11.500,-12.000,-14.500,-15.000
0.101,-11.500,-12.000,-14.500,-15.500
0.102,-11.500,-12.000,-14.500,-15.000
0.103,-12.000,-11.500,-14.000,-15.000
0.104,-12.000,-11.500,-14.500,-15.000
0.105,-12.000,-11.500,-14.500,-15.500
0.106,-12.000,-11.500,-15.000,-15.500
0.107,-12.000,-12.000,-15.000,-15.000
0.108,-12.000,-12.000,-15.000,-15.000
0.109,-12.500,-12.000,-15.000,-14.500
0.110,-12.500,-12.000,-14.500,-14.500
0.111,-12.500,-12.000,-14.500,-14.500
0.112,-12.500,-12.000,-14.500,-14.500
0.113,-12.500,-12.000,-14.500,-14.500
0.114,-12.500,-12.000,-15.000,-14.500
0.115,-12.000,-12.000,-15.000,-14.500
0.116,-12.500,-12.500,-15.000,-14.500
0.117,-12.500,-12.500,-15.000,-14.500
0.118,-12.500,-12.500,-15.000,-14.500
0.119,-13.000,-12.500,-15.500,-14.500
0.120,-13.000,-12.500,-15.500,-14.000
0.121,-13.000,-12.500,-15.500,-14.000
0.122,-13.000,-12.500,-16.000,-14.000
0.123,-13.000,-12.500,-16.000,-14.500
0.124,-13.000,-12.500,-16.500,-14.500
0.125,-13.000,-12.500,-16.500,-15.000
0.126,-13.000,-12.500,-16.500,-15.000
0.127,-13.000,-12.500,-16.500,-15.000
0.128,-13.000,-12.500,-16.500,-14.500
0.129,-13.000,-12.500,-16.500,-14.500
0.130,-13.000,-12.500,-16.000,-14.500
0.131,-13.000,-12.500,-16.000,-14.500
0.132,-13.000,-12.500,-16.000,-14.500
0.133,-13.500,-12.500,-15.500,-15.000
0.134,-13.500,-13.000,-15.500,-15.000
0.135,-13.500,-13.000,-15.500,-15.000
0.136,-13.000,-13.000,-15.500,-15.500
0.137,-13.000,-13.500,-16.000,-15.000
0.138,-13.000,-13.500,-16.000,-15.000
0.139,-13.000,-13.500,-16.000,-15.000
0.140,-13.500,-14.000,-16.500,-15.000
0.141,-13.500,-14.000,-16.500,-15.000
0.142,-13.500,-14.500,-16.500,-15.500
0.143,-14.000,-14.500,-16.500,-15.500
0.144,-14.000,-14.500,-16.500,-16.000
0.145,-14.000,-14.500,-16.500,-16.000
0.146,-14.000,-15.000,-16.500,-16.500
0.147,-14.000,-15.000,-17.000,-16.500
0.148,-14.500,-15.000,-17.000,-17.000
0.149,-14.500,-15.000,-17.000,-17.000
0.150,-14.500,-15.000,-17.000,-16.500
0.151,-14.500,-15.000,-17.000,-16.500
0.152,-14.000,-15.000,-17.000,-16.000
0.153,-14.000,-15.000,-17.500,-16.500
0.154,-14.000,-15.000,-17.500,-16.500
0.155,-14.000,-15.000,-17.500,-17.000
0.156,-14.500,-15.500,-18.000,-17.000
0.157,-14.500,-16.000,-18.000,-17.000
0.158,-15.000,-16.000,-18.000,-17.000
0.159,-15.500,-16.500,-18.000,-16.500
0.160,-15.500,-16.500,-18.000,-16.500
0.161,-15.000,-16.000,-18.000,-16.000
0.162,-14.500,-16.000,-18.000,-16.500
0.163,-14.000,-16.000,-18.500,-16.500
0.164,-14.000,-15.500,-18.500,-16.500
0.165,-14.000,-15.500,-18.500,-17.000
0.166,-14.500,-15.500,-18.500,-17.000
0.167,-15.000,-16.000,-18.500,-17.000
0.168,-15.000,-16.000,-18.500,-17.000
0.169,-14.500,-16.000,-18.500,-17.500
0.170,-14.500,-16.000,-18.500,-17.500
0.171,-14.000,-16.500,-18.500,-17.500
0.172,-14.500,-16.500,-18.500,-17.500
0.173,-14.500,-16.500,-18.500,-17.500
0.174,-15.000,-17.000,-19.000,-17.500
0.175,-15.000,-17.000,-19.000,-18.000
0.176,-15.000,-17.000,-19.000,-18.000
0.177,-15.000,-17.000,-19.000,-18.500
0.178,-15.000,-17.000,-19.000,-18.500
0.179,-15.000,-17.500,-19.000,-18.500
0.180,-15.500,-17.500,-19.000,-18.500
0.181,-16.000,-18.000,-19.500,-18.500
0.182,-16.000,-18.000,-19.500,-18.500
0.183,-16.500,-18.000,-19.500,-19.000
0.184,-16.500,-18.000,-20.000,-19.000
0.185,-16.500,-18.000,-20.000,-19.500
0.186,-16.000,-18.000,-20.000,-19.500
0.187,-16.000,-18.000,-20.500,-19.500
0.188,-16.000,-18.000,-20.500,-20.000
0.189,-16.000,-18.500,-20.500,-20.000
0.190,-16.000,-18.500,-20.500,-20.500
0.191,-16.000,-19.000,-20.500,-20.500
0.192,-16.000,-19.000,-20.500,-20.500
0.193,-16.000,-18.500,-20.500,-20.500
0.194,-16.500,-18.500,-20.500,-20.500
0.195,-16.500,-18.500,-21.000,-20.500
0.196,-17.000,-19.000,-21.500,-21.000
0.197,-17.500,-19.000,-21.500,-21.000
0.198,-17.500,-19.500,-21.500,-21.500
0.199,-18.000,-20.000,-21.000,-21.500
0.200,-17.500,-20.000,-21.000,-21.500
0.201,-17.500,-20.000,-21.000,-21.500
0.202,-17.500,-20.000,-21.500,-21.500
0.203,-18.000,-20.000,-22.000,-21.500
0.204,-18.000,-20.500,-22.500,-22.000
0.205,-18.500,-21.000,-22.500,-22.500
0.206,-18.000,-21.000,-23.000,-23.000
0.207,-18.000,-21.500,-23.000,-23.000
0.208,-17.500,-21.500,-23.000,-23.000
0.209,-17.500,-21.500,-23.000,-23.500
0.210,-18.000,-22.000,-23.000,-23.500
0.211,-18.500,-22.000,-23.500,-23.500
0.212,-19.000,-22.500,-23.500,-24.000
0.213,-19.000,-22.500,-24.000,-24.000
0.214,-19.000,-22.000,-23.500,-24.000
0.215,-19.000,-22.000,-23.500,-24.000
0.216,-18.500,-22.000,-23.500,-23.500
0.217,-18.500,-21.500,-23.000,-23.500
0.218,-18.000,-21.500,-23.000,-23.500
0.219,-18.000,-21.500,-23.000,-23.000
0.220,-18.000,-21.500,-23.000,-23.000
0.221,-18.000,-21.500,-22.500,-23.000
0.222,-18.000,-21.500,-22.500,-23.000
0.223,-18.000,-21.500,-22.500,-23.000
0.224,-18.500,-21.500,-22.500,-23.500
0.225,-18.500,-21.000,-23.000,-23.500
0.226,-19.000,-21.000,-23.000,-24.000
0.227,-19.000,-21.000,-23.000,-24.000
0.228,-18.500,-21.000,-23.000,-24.000
0.229,-18.500,-21.000,-23.000,-24.000
0.230,-18.500,-20.500,-22.500,-23.500
0.231,-18.500,-20.500,-22.500,-23.500
0.232,-18.500,-20.500,-22.500,-23.500
0.233,-18.500,-20.500,-22.500,-23.500
0.234,-18.000,-21.000,-22.500,-24.000
0.235,-18.000,-21.000,-22.500,-24.000
0.236,-17.500,-21.500,-22.500,-24.000
0.237,-17.500,-21.500,-23.000,-24.000
0.238,-18.000,-21.500,-23.000,-24.500
0.239,-18.500,-21.500,-23.000,-24.500
0.240,-19.000,-21.500,-23.000,-24.500
0.241,-19.000,-21.500,-23.000,-25.000
0.242,-19.000,-21.500,-23.000,-25.000
0.243,-18.500,-22.000,-23.000,-24.500
0.244,-18.500,-22.000,-23.000,-24.500
0.245,-18.000,-22.000,-23.000,-24.000
0.246,-18.500,-22.000,-23.000,-24.000
0.247,-18.500,-21.500,-23.000,-24.000
0.248,-18.500,-21.500,-23.000,-24.500
0.249,-18.500,-21.500,-23.000,-24.500
0.250,-18.500,-21.500,-23.000,-25.000
0.251,-18.500,-22.000,-23.500,-25.500
0.252,-18.500,-22.500,-24.000,-25.500
0.253,-19.000,-22.500,-24.000,-26.000
0.254,-19.000,-23.000,-24.000,-26.000
0.255,-19.000,-23.000,-24.000,-26.000
0.256,-18.500,-23.000,-24.000,-25.500
0.257,-18.000,-23.000,-23.500,-25.500
0.258,-18.000,-22.500,-23.500,-25.500
0.259,-17.500,-22.500,-23.000,-25.500
0.260,-18.000,-22.500,-23.500,-25.500
0.261,-18.500,-22.500,-23.500,-25.000
0.262,-19.000,-22.500,-23.500,-25.000
0.263,-19.500,-23.000,-24.000,-25.000
0.264,-19.500,-23.000,-24.000,-25.500
0.265,-20.000,-23.500,-24.000,-25.500
0.266,-19.500,-24.000,-24.000,-25.500
0.267,-19.500,-24.500,-23.500,-25.500
0.268,-19.000,-24.500,-23.500,-25.500
0.269,-19.000,-25.000,-23.500,-25.500
0.270,-19.000,-25.000,-23.500,-25.500
0.271,-19.000,-25.000,-24.000,-25.500
0.272,-19.000,-25.500,-24.000,-25.500
