'Elapsed time','AECG1','AECG2','AECG3','AECG4'
'seconds','uV','uV','uV','uV'
0.000,13.500,-121.000,20.500,59.000
0.001,14.500,-121.500,17.500,42.000
0.002,15.000,-116.500,14.500,26.500
0.003,16.000,-106.500,12.500,14.500
0.004,17.500,-89.500,10.500,7.000
0.005,19.000,-64.500,9.000,0.000
0.006,20.500,-34.500,7.000,-8.500
0.007,22.000,-4.000,6.000,-17.500
0.008,23.500,24.000,5.000,-28.000
0.009,26.000,49.500,5.000,-36.500
0.010,29.000,75.500,5.000,-43.000
0.011,33.000,102.500,5.500,-48.000
0.012,36.500,128.500,5.000,-52.500
0.013,40.000,146.500,5.000,-57.000
0.014,42.500,152.000,5.500,-60.500
0.015,43.500,145.500,7.000,-62.000
0.016,45.000,132.500,9.500,-61.000
0.017,46.000,117.500,11.500,-58.000
0.018,47.000,102.000,12.500,-54.500
0.019,48.500,86.000,12.000,-51.000
0.020,49.500,67.000,10.000,-47.500
0.021,50.500,46.500,7.500,-44.000
0.022,50.500,29.500,4.500,-40.000
0.023,50.000,17.500,3.000,-33.500
0.024,50.000,11.500,2.500,-25.000
0.025,49.500,10.000,2.500,-16.000
0.026,49.000,11.000,2.500,-9.000
0.027,48.500,14.500,2.000,-5.000
0.028,47.500,19.500,1.000,-4.000
0.029,47.500,26.000,-0.500,-4.500
0.030,47.500,31.000,-2.000,-3.000
0.031,48.500,31.500,-2.500,0.500
0.032,50.500,26.000,-2.000,5.000
0.033,52.500,15.500,-0.500,7.500
0.034,54.500,2.500,1.000,7.500
0.035,56.000,-11.500,2.500,5.500
0.036,57.500,-24.500,4.000,3.500
0.037,58.500,-35.500,5.500,1.500
0.038,60.000,-43.000,7.500,-2.000
0.039,61.500,-47.500,9.000,-9.000
0.040,63.000,-48.000,10.500,-18.500
0.041,63.500,-43.500,12.500,-29.000
0.042,64.000,-35.500,14.000,-37.000
0.043,64.000,-23.000,15.500,-43.000
0.044,63.500,-7.500,16.500,-46.500
0.045,62.500,10.500,17.500,-49.500
0.046,61.500,31.000,17.500,-49.500
0.047,59.500,53.500,16.500,-43.500
0.048,58.000,78.000,15.500,-31.500
0.049,56.000,103.500,14.500,-15.000
0.050,54.500,127.000,13.500,1.500
0.051,53.000,143.500,12.000,16.000
0.052,51.500,151.000,10.000,28.500
0.053,50.500,149.000,7.500,40.000
0.054,48.500,138.500,5.500,51.000
0.055,47.000,123.500,5.500,62.000
0.056,45.500,103.000,7.000,69.000
0.057,44.000,77.000,10.500,70.500
0.058,43.000,45.000,14.500,66.000
0.059,41.500,11.500,19.000,58.500
0.060,39.500,-17.500,24.000,51.000
0.061,38.000,-35.500,28.500,45.000
0.062,36.000,-38.500,32.500,41.000
0.063,34.500,-28.500,36.000,36.500
0.064,33.000,-10.500,39.000,31.000
0.065,31.500,11.500,41.000,27.000
0.066,30.000,36.500,42.000,28.500
0.067,28.500,67.000,41.500,36.500
0.068,26.500,104.500,40.500,50.000
0.069,25.000,144.500,39.000,67.000
0.070,23.500,176.000,37.000,82.500
0.071,22.000,188.500,35.000,97.000
0.072,20.500,184.500,33.500,111.000
0.073,18.500,176.000,32.000,126.500
0.074,16.500,180.000,30.500,140.000
0.075,14.500,199.000,28.500,149.500
0.076,11.500,218.000,27.000,154.000
0.077,8.500,216.000,26.500,154.000
0.078,5.500,181.000,27.000,151.500
0.079,2.000,125.000,28.000,148.500
0.080,-2.000,74.000,29.000,145.500
0.081,-6.000,49.000,30.000,141.000
0.082,-11.000,50.500,32.500,134.500
0.083,-15.500,64.500,36.500,126.000
0.084,-20.500,74.500,42.000,115.500
0.085,-25.000,78.000,47.500,102.000
0.086,-30.000,81.000,53.000,87.000
0.087,-35.500,88.500,58.000,71.000
0.088,-41.500,98.000,64.000,56.000
0.089,-47.500,101.500,70.500,43.000
0.090,-54.500,94.500,77.000,30.500
0.091,-61.500,79.000,83.500,17.500
0.092,-68.500,61.500,89.000,4.500
0.093,-75.500,45.000,94.000,-6.500
0.094,-84.000,31.000,98.500,-11.500
0.095,-94.000,20.000,103.000,-9.000
0.096,-104.000,14.500,107.500,-0.500
0.097,-114.000,18.000,111.500,10.500
0.098,-123.000,32.500,115.500,21.500
0.099,-131.000,55.000,119.500,35.000
0.100,-139.500,79.500,124.000,51.500
0.101,-148.500,101.000,128.500,70.000
0.102,-157.000,119.500,133.500,86.000
0.103,-166.500,134.000,138.000,96.500
0.104,-175.500,148.500,142.000,100.500
0.105,-184.500,162.000,146.500,100.500
0.106,-193.000,173.500,150.500,100.000
0.107,-202.000,182.000,155.000,98.000
0.108,-211.000,188.500,157.500,94.000
0.109,-218.500,196.500,160.000,87.000
0.110,-226.000,210.000,162.500,78.000
0.111,-233.000,229.000,164.500,71.000
0.112,-240.000,250.500,167.000,67.000
0.113,-246.000,267.500,169.000,66.000
0.114,-252.500,272.500,170.000,66.500
0.115,-258.500,264.500,170.000,65.500
0.116,-264.000,243.500,169.000,64.000
0.117,-269.500,215.000,167.000,63.500
0.118,-273.500,182.000,165.500,65.500
0.119,-278.000,143.000,165.000,71.000
0.120,-282.000,100.000,164.500,78.500
0.121,-285.500,54.000,165.000,87.500
0.122,-289.000,9.500,165.000,95.000
0.123,-291.000,-26.000,165.000,100.000
0.124,-292.000,-48.000,163.500,101.000
0.125,-292.000,-56.000,161.000,100.000
0.126,-292.000,-54.000,159.000,98.500
0.127,-291.500,-46.000,158.000,99.500
0.128,-290.500,-33.500,158.000,102.500
0.129,-288.500,-14.500,159.000,105.500
0.130,-284.000,13.000,159.000,103.500
0.131,-277.500,46.500,157.500,95.500
0.132,-269.500,81.000,154.500,82.500
0.133,-261.000,108.000,150.500,70.500
0.134,-252.000,125.000,147.000,62.500
0.135,-243.500,132.000,143.500,60.000
0.136,-235.500,134.000,140.500,60.000
0.137,-225.500,131.500,137.000,60.000
0.138,-214.500,124.000,131.500,57.000
0.139,-203.500,106.000,125.500,52.000
0.140,-192.000,76.500,118.500,47.000
0.141,-181.000,39.500,112.000,43.000
0.142,-170.000,0.500,105.500,40.000
0.143,-159.000,-32.500,99.000,36.500
0.144,-148.000,-58.000,90.500,31.000
0.145,-136.000,-77.000,82.000,25.500
0.146,-124.000,-93.000,74.500,21.000
0.147,-111.000,-106.500,69.500,19.000
0.148,-98.500,-116.500,66.000,18.500
0.149,-85.500,-119.000,64.000,17.500
0.150,-72.000,-111.000,62.500,14.000
0.151,-59.000,-95.000,60.000,6.500
0.152,-45.500,-74.000,57.000,-2.000
0.153,-32.500,-53.500,54.500,-9.500
0.154,-19.500,-34.000,51.500,-14.500
0.155,-7.000,-14.500,48.500,-18.000
0.156,4.500,5.500,44.000,-20.500
0.157,15.500,26.000,39.500,-21.000
0.158,26.500,45.000,34.000,-18.000
0.159,37.000,61.500,28.000,-11.000
