From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2021-06-21 16:00:00,2021-06-21 17:00:00,19.02,38.76,1.64,20.24,21.62,26.2,10.03,0.4,6.07,0.18,,6.87,13.23,,77.54,0.97,250.82,19.77,743.54,,28.76,0.0
2021-06-21 17:00:00,2021-06-21 18:00:00,17.88,37.59,1.72,19.41,20.95,26.96,9.66,0.38,4.92,0.15,,6.2,11.76,,78.3,0.68,246.03,22.61,743.56,,28.58,0.0
2021-06-21 18:00:00,2021-06-21 19:00:00,17.12,37.88,1.58,19.84,21.15,26.15,9.24,0.36,5.73,0.15,,5.79,10.79,,80.07,1.23,293.3,9.32,743.98,,28.62,0.0
2021-06-21 19:00:00,2021-06-21 20:00:00,16.31,37.03,1.5,19.5,20.7,25.91,7.17,0.34,5.11,0.13,,5.58,10.01,,86.07,0.94,302.55,,744.29,,28.13,0.0
2021-06-21 20:00:00,2021-06-21 21:00:00,16.36,36.59,1.6,18.96,20.37,26.44,6.66,0.34,4.79,0.13,,5.51,9.62,,87.46,0.58,241.57,,744.55,,27.7,0.0
2021-06-21 21:00:00,2021-06-21 22:00:00,16.84,36.27,1.88,18.52,20.26,25.99,7.78,0.35,4.85,0.13,,5.54,9.77,,88.37,0.73,263.38,,744.81,,27.49,0.0
2021-06-21 22:00:00,2021-06-21 23:00:00,17.34,37.5,2.06,18.84,20.9,26.09,7.36,0.36,4.53,0.12,,5.93,10.58,,89.63,0.55,247.34,,745.06,,27.46,0.0
2021-06-21 23:00:00,2021-06-22 00:00:00,17.73,37.91,2.12,19.02,21.16,27.34,9.47,0.37,4.27,0.13,,6.17,11.02,,92.29,0.18,122.69,,745.08,,27.2,0.0
2021-06-22 00:00:00,2021-06-22 01:00:00,17.9,38.95,2.58,18.88,21.7,25.56,9.97,0.38,4.12,0.13,,6.09,11.38,,94.09,0.3,142.15,,744.67,,27.21,0.07
2021-06-22 01:00:00,2021-06-22 02:00:00,17.76,39.49,2.51,19.38,22.07,25.5,9.97,0.38,4.35,0.13,,6.11,11.65,,96.45,0.27,153.2,,744.0,,26.97,0.03
2021-06-22 02:00:00,2021-06-22 03:00:00,17.3,38.83,2.41,19.16,21.72,27.34,9.58,0.36,4.39,0.12,,6.35,12.28,,96.15,0.26,168.25,,743.68,,27.03,0.0
2021-06-22 03:00:00,2021-06-22 04:00:00,16.85,39.4,2.67,19.02,21.95,28.02,8.14,0.35,4.2,0.12,,6.85,13.5,,97.69,0.27,185.82,,743.47,,26.86,0.0
2021-06-22 04:00:00,2021-06-22 05:00:00,16.69,40.38,2.87,19.28,22.5,27.52,7.65,0.35,4.29,0.12,,6.56,13.02,,97.83,0.23,167.62,,743.85,,26.95,0.0
2021-06-22 05:00:00,2021-06-22 06:00:00,16.84,40.8,3.02,19.33,22.76,28.46,8.49,0.35,4.02,0.12,,6.49,13.05,,98.24,0.2,168.59,10.76,744.38,,27.06,0.02
2021-06-22 06:00:00,2021-06-22 07:00:00,18.12,42.49,3.44,19.66,23.71,26.81,8.54,0.38,4.09,0.11,,6.65,13.36,,93.89,0.23,124.96,86.46,744.72,,28.45,0.0
2021-06-22 07:00:00,2021-06-22 08:00:00,20.47,43.37,3.27,20.4,24.15,26.6,9.83,0.43,4.4,0.12,,6.95,13.99,,83.3,0.38,201.24,167.35,745.07,,30.55,0.0
2021-06-22 08:00:00,2021-06-22 09:00:00,22.79,42.63,2.61,21.03,23.77,28.14,9.06,0.47,4.74,0.12,,6.78,13.73,,66.83,0.39,165.72,461.68,745.19,,34.8,0.0
2021-06-22 09:00:00,2021-06-22 10:00:00,24.33,42.64,2.33,21.44,23.75,28.55,8.32,0.51,4.61,0.13,,6.75,13.63,,58.12,0.48,152.86,565.0,745.25,,37.07,0.0
2021-06-22 10:00:00,2021-06-22 11:00:00,24.61,42.45,2.27,21.4,23.65,26.51,7.34,0.51,4.59,0.14,,6.47,13.22,,52.13,0.49,165.09,681.01,745.33,,38.39,0.0
2021-06-22 11:00:00,2021-06-22 12:00:00,24.18,42.41,2.45,21.13,23.65,26.64,8.15,0.51,4.37,0.15,,6.33,12.86,,53.52,0.54,123.28,563.4,745.08,,37.99,0.0
2021-06-22 12:00:00,2021-06-22 13:00:00,21.34,49.99,2.12,26.01,27.81,32.88,6.74,0.46,9.28,0.14,,6.26,11.39,,55.26,0.57,114.94,629.41,744.66,,37.3,0.0
2021-06-22 13:00:00,2021-06-22 14:00:00,16.38,38.72,1.65,20.16,21.58,19.03,9.48,0.35,6.34,0.03,,3.59,4.18,,32.86,0.29,67.68,252.43,,,22.11,0.0
2021-06-22 14:00:00,2021-06-22 15:00:00,21.11,50.84,4.17,23.73,21.46,30.87,9.3,0.33,3.76,163.84,,287.08,287.34,,,,,,,,,0.0
2021-06-22 15:00:00,2021-06-22 16:00:00,14.04,40.56,1.31,21.97,22.8,25.13,7.36,0.3,11.43,54.66,,55.43,56.28,,,,,,,,,0.0
2021-06-22 16:00:00,2021-06-22 17:00:00,17.21,39.77,2.07,20.1,14.73,19.04,8.32,0.24,11.33,0.17,,1.24,2.56,,,,,,,,,0.0
2021-06-22 17:00:00,2021-06-22 18:00:00,16.68,31.92,2.27,16.45,18.98,16.93,7.71,0.36,2.4,0.05,,3.23,1.88,,,,,,,,,0.0
2021-06-22 18:00:00,2021-06-22 19:00:00,21.15,29.35,2.39,13.67,16.46,9.65,9.04,0.44,3.01,0.03,,2.96,6.81,,,,,,,,,0.0
2021-06-22 19:00:00,2021-06-22 20:00:00,26.02,37.06,3.65,15.92,20.42,11.9,8.63,0.54,2.8,0.07,,3.67,8.45,,,,,,,,,0.0
2021-06-22 20:00:00,2021-06-22 21:00:00,29.74,44.38,5.4,17.9,24.87,15.08,8.99,0.61,2.83,0.07,,4.0,9.22,,,,,,,,,0.0
2021-06-22 21:00:00,2021-06-22 22:00:00,31.2,43.29,5.46,16.64,23.78,16.64,9.38,0.65,3.25,0.1,,4.39,10.28,,,,,,,,,0.0
2021-06-22 22:00:00,2021-06-22 23:00:00,32.44,43.66,5.52,17.32,24.48,20.48,9.15,0.68,2.89,0.1,,4.83,11.36,,,,,,,,,0.0
2021-06-22 23:00:00,2021-06-23 00:00:00,33.05,46.11,5.68,18.21,25.59,24.11,10.1,0.69,2.45,0.12,,4.89,11.45,,,,,,,,,0.0
2021-06-23 00:00:00,2021-06-23 01:00:00,34.12,57.4,8.5,19.9,31.3,23.56,7.46,0.7,2.99,0.12,,4.91,11.88,,,,,,,,,0.0
2021-06-23 01:00:00,2021-06-23 02:00:00,33.97,74.75,13.16,23.29,41.27,26.48,7.19,0.71,2.68,0.11,,5.29,12.82,,,,,,,,,0.0
2021-06-23 02:00:00,2021-06-23 03:00:00,31.99,71.05,11.44,24.19,39.64,29.52,7.26,0.67,2.97,0.12,,5.3,12.88,,,,,,,,,0.0
2021-06-23 03:00:00,2021-06-23 04:00:00,29.62,62.59,8.27,24.27,35.16,29.59,7.81,0.61,2.3,0.12,,5.53,13.31,,,,,,,,,0.0
2021-06-23 04:00:00,2021-06-23 05:00:00,27.86,60.46,7.19,24.65,33.92,29.42,7.69,0.58,2.19,0.12,,5.38,12.98,,,,,,,,,0.0
2021-06-23 05:00:00,2021-06-23 06:00:00,26.48,60.29,7.04,24.8,33.79,31.21,7.35,0.55,2.21,0.12,,5.31,12.87,,,,,,,,,0.0
2021-06-23 06:00:00,2021-06-23 07:00:00,25.84,65.72,8.54,25.39,36.58,29.33,9.62,0.54,2.55,0.12,,5.2,12.61,,,,,,,,,0.0
2021-06-23 07:00:00,2021-06-23 08:00:00,25.43,77.24,11.93,26.67,42.72,30.15,6.85,0.54,2.83,0.12,,5.35,13.19,,,,,,,,,0.0
2021-06-23 08:00:00,2021-06-23 09:00:00,24.49,80.13,12.69,27.6,44.73,32.47,6.96,0.51,2.5,0.11,,5.57,13.82,,,,,,,,,0.0
2021-06-23 09:00:00,2021-06-23 10:00:00,23.7,77.26,11.73,27.73,43.44,31.77,6.72,0.49,2.72,0.11,,5.21,12.97,,,,,,,,,0.0
2021-06-23 10:00:00,2021-06-23 11:00:00,21.86,66.22,6.84,28.8,37.34,32.28,6.49,0.45,3.32,0.08,,5.17,12.86,,,,,,,,,0.0
2021-06-23 11:00:00,2021-06-23 12:00:00,19.65,56.15,3.05,28.59,31.59,32.93,6.83,0.41,4.23,0.1,,4.77,11.92,,,,,,,,,0.0
2021-06-23 12:00:00,2021-06-23 13:00:00,17.89,48.95,2.08,25.74,27.45,28.17,6.66,0.38,4.41,0.08,,4.62,11.46,,,,,,,,,0.0
2021-06-23 13:00:00,2021-06-23 14:00:00,16.46,45.96,1.75,24.29,25.65,26.73,6.97,0.35,5.6,0.1,,4.4,10.74,,,,,,,,,0.0
2021-06-23 14:00:00,2021-06-23 15:00:00,14.38,45.12,1.84,23.82,25.34,30.97,7.04,0.3,5.13,0.1,,4.03,9.48,,26.47,0.38,73.93,0.24,,,7.12,0.01
2021-06-23 15:00:00,2021-06-23 16:00:00,18.46,36.88,1.66,28.21,29.23,38.97,7.14,0.33,18.65,0.06,,2.79,6.12,,99.62,0.43,186.32,9.96,744.33,,26.23,1.07
2021-06-23 16:00:00,2021-06-23 17:00:00,,,1.58,25.88,26.92,31.89,6.73,0.38,4.64,0.01,,1.59,3.53,,100.0,0.2,97.52,22.73,744.04,,26.42,0.04
2021-06-23 17:00:00,2021-06-23 18:00:00,10.72,19.78,2.07,22.72,24.64,23.0,7.58,0.46,4.32,0.02,,2.48,5.55,,100.0,0.27,100.32,40.89,743.83,,27.09,0.0
2021-06-23 18:00:00,2021-06-23 19:00:00,16.91,24.88,2.32,20.59,22.95,17.65,7.01,0.55,3.98,0.06,,3.22,7.28,,100.0,0.22,173.9,13.05,744.04,,27.14,0.0
