From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2021-11-22 16:00:00,2021-11-22 17:00:00,102.0,200.0,1.7,30.7,17.7,67.7,4.2,7.26,22.7,0.4,2.0,0.5,2.2,,50.0,,,4.0,,0.7,0.0,25.4
2021-11-22 17:00:00,2021-11-22 18:00:00,107.0,210.5,1.22,32.27,18.15,71.35,3.75,7.85,21.48,0.55,2.52,0.67,2.85,,58.25,,,3.0,,0.98,0.0,24.75
2021-11-22 18:00:00,2021-11-22 19:00:00,123.25,238.0,0.3,27.2,14.72,72.75,4.08,8.18,30.62,0.62,2.52,0.7,2.85,,55.5,,,3.0,,1.05,0.0,24.55
2021-11-22 19:00:00,2021-11-22 20:00:00,139.25,260.75,1.95,30.05,17.57,70.82,3.9,9.34,8.88,0.6,2.4,0.62,2.65,,63.0,,,3.0,,0.97,0.0,24.05
2021-11-22 20:00:00,2021-11-22 21:00:00,166.75,298.5,2.33,28.35,16.97,71.85,4.05,8.68,16.68,0.65,2.38,0.65,2.7,,66.0,,,3.0,,1.02,0.0,23.72
2021-11-22 21:00:00,2021-11-22 22:00:00,156.75,273.75,0.72,20.3,11.4,66.78,4.38,8.07,26.7,0.53,2.0,0.47,2.33,,66.0,,,3.0,,0.82,0.0,23.75
2021-11-22 22:00:00,2021-11-22 23:00:00,145.0,230.0,0.27,15.32,8.38,62.77,4.72,6.78,37.32,0.4,1.45,0.3,1.55,,61.0,,,3.0,,0.53,0.0,24.02
2021-11-22 23:00:00,2021-11-23 00:00:00,142.25,227.5,0.17,11.75,6.42,68.9,4.6,7.19,46.48,0.3,1.15,0.2,1.15,,62.0,,,3.0,,0.35,0.0,23.88
2021-11-23 00:00:00,2021-11-23 01:00:00,145.0,219.75,0.3,10.92,6.03,69.45,5.67,,42.85,0.3,1.02,0.2,1.0,,66.5,,,2.75,,0.3,0.0,23.48
2021-11-23 01:00:00,2021-11-23 02:00:00,154.25,225.75,0.18,10.93,5.95,70.0,5.4,,38.75,0.3,1.02,0.2,1.0,,70.75,,,3.0,,0.3,0.0,23.15
