From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2023-02-15 17:00:00,2023-02-15 18:00:00,26.5,141.0,1.35,38.8,21.75,19.2,6.0,1.16,99.75,0.1,2.15,0.1,,,22.0,0.5,181.5,38.5,23.25,0.0,
2023-02-15 18:00:00,2023-02-15 19:00:00,33.5,169.75,1.38,48.23,26.75,18.67,5.28,1.16,86.88,0.22,2.72,0.1,0.08,0.03,28.0,0.2,173.25,7.5,22.2,0.0,
2023-02-15 19:00:00,2023-02-15 20:00:00,47.25,216.0,0.98,59.3,32.3,17.05,7.18,1.54,69.22,0.23,3.18,0.12,0.15,0.05,33.75,0.28,196.75,5.25,21.48,0.0,
2023-02-15 20:00:00,2023-02-15 21:00:00,54.25,221.25,1.15,39.2,21.78,17.08,7.65,1.47,78.9,0.43,6.75,0.58,0.6,0.2,35.5,0.5,229.0,5.5,21.48,0.0,
2023-02-15 21:00:00,2023-02-15 22:00:00,55.75,174.25,0.9,30.92,17.2,18.35,6.95,1.4,87.7,0.33,4.72,0.18,0.22,0.1,39.0,0.17,189.5,5.5,20.93,0.0,
2023-02-15 22:00:00,2023-02-15 23:00:00,53.0,112.5,0.8,31.6,17.45,20.35,5.45,1.5,71.45,0.4,4.83,0.17,0.2,0.1,48.75,0.15,169.25,6.25,19.88,0.0,
2023-02-15 23:00:00,2023-02-16 00:00:00,57.5,93.0,1.12,50.25,27.62,19.4,4.3,1.66,36.42,0.4,5.1,0.23,0.35,0.12,55.75,0.12,159.0,6.75,19.32,0.0,
2023-02-16 00:00:00,2023-02-16 01:00:00,66.5,385.0,22.02,92.65,67.22,15.07,3.58,1.76,1.3,0.58,8.4,0.7,1.12,0.38,60.0,0.1,128.75,6.5,19.02,0.0,
2023-02-16 01:00:00,2023-02-16 02:00:00,73.25,309.75,13.12,98.02,62.83,16.18,3.23,1.25,10.9,0.47,5.45,0.27,0.45,0.22,57.0,0.33,90.5,6.0,19.12,0.0,
2023-02-16 02:00:00,2023-02-16 03:00:00,58.0,114.75,1.57,79.6,43.6,22.57,3.48,1.09,18.78,0.33,3.33,0.1,0.03,0.03,59.25,0.55,146.5,6.0,18.82,0.0,
2023-02-16 03:00:00,2023-02-16 04:00:00,49.25,99.0,2.08,69.77,38.8,22.7,3.03,1.06,25.65,0.3,3.18,0.1,0.08,0.03,61.5,0.62,134.25,6.25,18.58,0.0,
2023-02-16 04:00:00,2023-02-16 05:00:00,47.25,86.0,1.87,57.27,31.95,27.9,3.0,1.05,25.3,0.3,2.85,0.1,0.03,,63.5,0.95,211.5,6.25,18.32,0.0,
2023-02-16 05:00:00,2023-02-16 06:00:00,49.5,,3.2,69.95,39.8,25.75,2.7,1.22,8.88,0.38,3.0,0.1,0.03,,66.0,1.7,259.0,6.75,18.15,0.0,
2023-02-16 06:00:00,2023-02-16 07:00:00,65.5,,12.6,79.6,52.58,20.9,3.23,1.51,2.6,0.7,3.42,0.1,0.12,0.03,66.75,,,8.5,18.08,0.0,
2023-02-16 07:00:00,2023-02-16 08:00:00,98.5,,8.82,67.15,42.9,25.1,4.72,1.69,15.12,0.95,3.73,0.1,0.1,0.1,61.5,1.07,121.33,91.5,18.4,0.0,
2023-02-16 08:00:00,2023-02-16 09:00:00,108.5,,12.78,65.12,45.05,24.58,7.07,1.73,24.93,1.05,3.75,0.1,0.12,0.08,50.75,0.47,49.0,173.25,19.6,0.0,
2023-02-16 09:00:00,2023-02-16 10:00:00,121.0,,11.17,56.67,39.25,26.98,9.85,1.59,69.5,1.05,3.82,0.12,0.17,0.12,40.25,0.32,46.25,247.5,21.18,0.0,
2023-02-16 10:00:00,2023-02-16 11:00:00,100.5,,3.57,28.73,18.18,32.88,10.62,1.25,104.45,0.85,2.95,0.1,0.15,0.05,34.0,0.55,101.25,339.0,22.2,0.0,
2023-02-16 11:00:00,2023-02-16 12:00:00,66.5,,2.15,28.18,16.73,38.88,16.8,1.17,116.67,0.45,2.8,0.1,0.1,0.03,26.5,0.5,259.75,414.25,23.0,0.0,
2023-02-16 12:00:00,2023-02-16 13:00:00,44.75,174.0,1.1,26.6,15.0,32.53,12.55,1.03,124.2,0.33,2.65,0.15,0.08,0.03,21.25,1.65,283.75,409.5,23.35,0.0,
2023-02-16 13:00:00,2023-02-16 14:00:00,36.75,174.0,0.97,24.12,13.6,25.73,10.8,0.93,127.57,0.22,2.25,0.12,0.03,,19.25,4.25,256.25,334.75,23.6,0.0,
2023-02-16 14:00:00,2023-02-16 15:00:00,37.5,75.0,0.93,23.8,13.45,23.5,10.62,0.94,132.47,0.2,2.0,0.1,,,17.75,4.0,260.25,264.0,23.93,0.0,
2023-02-16 15:00:00,2023-02-16 16:00:00,32.0,71.25,1.12,24.0,13.68,21.82,9.8,0.91,121.0,0.15,2.08,0.1,,,16.75,4.3,259.25,146.0,24.05,0.0,
2023-02-16 16:00:00,2023-02-16 17:00:00,27.25,62.75,0.87,27.95,15.55,21.48,6.8,0.95,108.95,0.12,2.42,0.1,0.03,,16.75,2.77,252.25,102.0,24.0,0.0,
2023-02-16 17:00:00,2023-02-16 18:00:00,30.0,70.0,2.5,59.25,33.58,18.58,6.45,1.29,73.65,0.15,3.23,0.15,0.1,,21.75,0.2,195.0,53.25,23.33,0.0,
2023-02-16 18:00:00,2023-02-16 19:00:00,54.25,105.25,6.38,91.93,54.1,22.0,12.53,2.06,34.12,0.8,17.32,3.3,2.85,1.0,30.25,0.18,216.5,11.75,22.15,0.0,
2023-02-16 19:00:00,2023-02-16 20:00:00,100.5,145.75,0.9,63.0,34.2,26.62,11.88,2.4,48.23,0.95,19.7,3.3,3.3,1.2,36.0,0.1,205.0,4.0,21.42,0.0,
2023-02-16 20:00:00,2023-02-16 21:00:00,96.25,103.5,3.73,59.05,34.48,23.52,12.35,2.25,50.62,1.18,12.5,1.5,2.2,0.72,42.25,0.35,319.0,4.0,21.43,0.0,
2023-02-16 21:00:00,2023-02-16 22:00:00,97.75,107.75,1.68,42.6,24.02,26.8,14.07,1.66,59.55,0.68,6.33,0.5,0.6,0.17,52.0,0.4,9.75,3.75,21.15,0.0,
2023-02-16 22:00:00,2023-02-16 23:00:00,86.67,88.67,1.52,35.02,19.85,29.73,13.65,1.62,81.62,0.57,5.5,0.4,0.33,0.15,54.25,0.52,175.0,3.5,21.07,0.0,
2023-02-16 23:00:00,2023-02-17 00:00:00,,,1.12,33.8,18.9,32.15,12.33,1.37,79.38,0.5,4.8,0.3,0.22,0.1,58.25,0.45,11.25,3.75,20.65,0.0,
2023-02-17 00:00:00,2023-02-17 01:00:00,,,1.2,25.07,14.32,34.75,10.8,1.23,88.67,0.43,4.28,0.27,0.12,0.03,63.0,0.55,16.5,4.0,20.38,0.0,
2023-02-17 01:00:00,2023-02-17 02:00:00,,,0.55,28.83,15.8,33.33,10.95,1.26,81.8,0.45,3.97,0.2,0.1,0.05,65.75,0.57,16.0,4.25,20.1,0.0,
2023-02-17 02:00:00,2023-02-17 03:00:00,,,0.97,24.77,13.95,36.03,10.85,1.27,85.28,0.57,3.78,0.2,0.1,0.03,66.75,0.73,12.0,4.75,19.9,0.0,
2023-02-17 03:00:00,2023-02-17 04:00:00,,,1.12,36.53,20.32,33.5,10.75,1.32,75.17,0.8,3.68,0.2,0.08,,68.75,0.85,6.75,4.0,19.73,0.0,
2023-02-17 04:00:00,2023-02-17 05:00:00,,,1.0,27.38,15.4,36.92,10.5,1.35,83.6,0.88,3.55,0.18,0.08,0.03,72.5,1.0,6.5,4.0,19.58,0.0,
2023-02-17 05:00:00,2023-02-17 06:00:00,,,0.9,38.8,21.35,36.95,12.47,1.63,73.5,1.1,3.48,0.1,0.1,0.03,74.75,0.98,11.0,4.75,19.45,0.0,
2023-02-17 06:00:00,2023-02-17 07:00:00,,,1.65,41.15,23.25,37.15,14.03,1.8,70.6,1.9,3.52,0.12,0.08,,78.75,1.07,97.0,5.0,19.32,0.0,
2023-02-17 07:00:00,2023-02-17 08:00:00,,,2.1,47.68,27.07,36.28,9.25,1.81,62.35,1.5,3.9,0.2,0.15,,79.5,1.07,50.5,84.75,19.18,0.0,
2023-02-17 08:00:00,2023-02-17 09:00:00,,,2.92,44.3,25.93,34.68,12.02,1.69,74.9,1.27,3.92,0.2,0.17,0.05,70.0,0.78,35.0,215.75,19.93,0.0,
2023-02-17 09:00:00,2023-02-17 10:00:00,125.0,159.0,3.98,49.77,29.7,34.12,20.77,1.63,87.0,1.12,4.22,0.25,0.23,0.05,53.25,0.5,43.5,272.25,21.48,0.0,
2023-02-17 10:00:00,2023-02-17 11:00:00,113.5,142.0,3.35,30.9,19.15,37.35,17.82,1.06,99.55,0.73,4.5,0.23,0.2,0.1,33.0,0.53,54.75,367.5,23.05,0.0,
2023-02-17 11:00:00,2023-02-17 12:00:00,71.75,98.25,1.9,25.0,14.85,37.95,12.3,0.95,113.92,0.38,3.52,0.17,0.18,0.03,19.75,0.5,141.5,422.5,23.9,0.0,
2023-02-17 12:00:00,2023-02-17 13:00:00,37.5,82.5,0.9,23.15,13.05,31.12,8.95,0.88,117.98,0.25,3.1,0.12,0.05,,18.0,1.25,181.75,422.75,24.1,0.0,
2023-02-17 13:00:00,2023-02-17 14:00:00,27.0,49.0,0.65,20.65,11.47,24.68,6.2,0.8,112.32,0.18,3.0,0.1,,,16.0,1.35,178.25,397.5,24.42,0.0,
2023-02-17 14:00:00,2023-02-17 15:00:00,22.0,47.0,1.07,20.1,11.55,21.88,5.12,0.82,109.85,0.1,2.85,0.1,,,15.0,1.02,247.75,322.75,24.45,0.0,
2023-02-17 15:00:00,2023-02-17 16:00:00,22.25,36.0,1.12,21.05,12.07,20.23,4.93,0.81,110.75,0.12,3.02,0.12,0.08,,15.0,3.97,254.25,117.5,24.6,0.0,
2023-02-17 16:00:00,2023-02-17 17:00:00,23.25,36.0,1.0,22.27,12.65,19.4,4.8,0.88,113.65,0.1,2.92,0.1,0.03,,15.25,4.03,264.5,86.0,24.48,0.0,
2023-02-17 17:00:00,2023-02-17 18:00:00,27.5,52.25,0.95,27.75,15.53,19.77,5.1,1.02,107.93,0.17,2.83,0.1,0.1,,18.0,1.72,243.25,54.5,24.07,0.0,
2023-02-17 18:00:00,2023-02-17 19:00:00,42.75,88.5,1.05,42.65,23.55,20.4,7.12,1.38,82.85,0.3,3.25,0.17,0.2,0.05,24.5,0.38,213.75,6.0,23.02,0.0,
2023-02-17 19:00:00,2023-02-17 20:00:00,63.0,100.25,1.65,51.25,28.62,23.4,11.45,1.71,77.03,0.55,5.6,0.33,0.55,0.2,43.25,0.53,318.25,3.75,22.43,0.0,
2023-02-17 20:00:00,2023-02-17 21:00:00,78.0,82.33,1.6,39.38,22.27,28.15,12.18,1.58,80.03,0.47,4.88,0.28,0.38,0.15,53.25,0.47,276.5,3.25,21.77,0.0,
2023-02-17 21:00:00,2023-02-17 22:00:00,,,1.1,36.05,20.1,27.52,9.7,1.52,84.97,0.43,4.72,0.25,0.25,0.1,56.0,0.47,245.0,4.75,21.4,0.0,
2023-02-17 22:00:00,2023-02-17 23:00:00,,,0.7,29.1,16.03,28.62,8.28,1.7,108.28,0.43,4.45,0.28,0.15,0.05,67.25,0.47,268.25,4.25,21.12,0.0,
2023-02-17 23:00:00,2023-02-18 00:00:00,,,0.6,24.77,13.65,35.1,7.05,1.79,105.58,0.58,4.12,0.22,0.12,,77.5,0.33,260.5,5.5,20.8,0.0,
2023-02-18 00:00:00,2023-02-18 01:00:00,,,0.6,25.62,14.12,42.2,4.75,1.82,98.88,0.7,4.15,0.25,0.1,,84.0,0.3,217.25,6.0,20.52,0.0,
2023-02-18 01:00:00,2023-02-18 02:00:00,,,0.73,23.3,13.02,48.15,4.6,1.9,108.28,0.72,4.83,0.32,0.12,0.05,90.5,0.33,236.0,6.0,20.23,0.0,
2023-02-18 02:00:00,2023-02-18 03:00:00,,,0.8,22.82,12.8,54.05,4.3,1.97,111.12,1.12,6.25,0.47,0.17,0.1,95.0,0.3,74.75,6.0,19.98,0.0,
2023-02-18 03:00:00,2023-02-18 04:00:00,,,0.9,23.23,13.1,59.2,4.22,2.05,117.45,1.02,5.9,0.43,0.15,0.08,97.75,0.42,166.5,6.5,19.78,0.0,
2023-02-18 04:00:00,2023-02-18 05:00:00,,,0.83,26.25,14.65,58.35,3.87,2.03,89.62,1.42,6.2,0.5,0.15,0.1,,0.72,22.75,6.75,19.23,0.0,
2023-02-18 05:00:00,2023-02-18 06:00:00,,,0.83,28.27,15.7,52.97,2.6,2.02,73.97,1.3,5.77,0.47,0.2,0.03,,0.95,181.0,7.0,18.78,0.0,
2023-02-18 06:00:00,2023-02-18 07:00:00,,,1.38,39.22,22.0,48.1,1.97,2.17,55.1,1.55,5.48,0.43,0.23,0.08,,0.95,112.0,6.25,18.55,0.0,
2023-02-18 07:00:00,2023-02-18 08:00:00,,,1.58,31.43,18.0,44.43,1.7,2.12,64.2,1.5,5.47,0.43,0.2,0.03,,1.62,286.5,57.75,18.38,0.0,
2023-02-18 08:00:00,2023-02-18 09:00:00,,,3.88,57.6,33.77,40.25,2.0,2.4,49.15,1.62,6.28,0.55,0.28,0.05,,0.98,175.75,136.5,18.8,0.0,
2023-02-18 09:00:00,2023-02-18 10:00:00,174.0,215.0,4.08,47.0,28.27,46.17,2.22,2.43,69.9,1.73,6.2,0.6,0.33,0.12,,0.38,32.0,272.0,19.1,0.0,
2023-02-18 10:00:00,2023-02-18 11:00:00,176.0,213.67,3.62,44.85,26.8,51.12,2.58,2.48,107.25,1.65,5.7,0.55,0.3,0.1,80.5,0.47,193.75,386.5,20.7,0.0,
2023-02-18 11:00:00,2023-02-18 12:00:00,,,2.15,30.65,18.05,60.15,14.75,1.74,126.0,1.18,5.68,0.48,0.33,0.08,41.5,0.62,164.0,437.0,22.53,0.0,
2023-02-18 12:00:00,2023-02-18 13:00:00,67.0,74.0,1.45,23.1,13.5,53.85,12.48,1.39,133.3,0.43,3.92,0.22,0.1,,27.75,1.07,265.75,425.25,23.23,0.0,
2023-02-18 13:00:00,2023-02-18 14:00:00,62.5,70.75,1.35,21.73,12.65,37.8,11.62,1.32,129.88,0.35,3.75,0.2,0.1,,25.25,3.3,255.25,385.75,23.48,0.0,
2023-02-18 14:00:00,2023-02-18 15:00:00,52.25,60.25,1.4,22.05,12.85,29.98,13.93,1.3,130.82,0.3,3.5,0.15,0.1,,22.5,2.12,280.5,316.25,23.73,0.0,
2023-02-18 15:00:00,2023-02-18 16:00:00,54.33,55.33,1.1,20.23,11.65,25.07,8.55,1.19,125.35,0.22,3.1,0.12,0.05,,20.75,3.8,263.5,124.0,24.05,0.0,
2023-02-18 16:00:00,2023-02-18 17:00:00,44.5,58.0,1.25,24.75,14.2,22.58,4.15,1.33,116.22,0.25,3.55,0.15,0.12,0.05,20.25,0.65,263.5,83.0,24.1,0.0,
2023-02-18 17:00:00,2023-02-18 18:00:00,45.75,65.25,1.3,36.22,20.3,20.1,4.07,1.48,103.62,0.23,3.62,0.17,0.15,0.05,22.25,0.15,259.5,47.0,23.58,0.0,
2023-02-18 18:00:00,2023-02-18 19:00:00,54.0,63.0,1.35,56.43,31.12,22.2,6.45,2.08,73.28,0.35,4.97,0.33,0.6,0.25,32.5,0.15,203.0,7.5,22.02,0.0,
2023-02-18 19:00:00,2023-02-18 20:00:00,65.33,77.33,11.35,132.93,79.9,17.45,9.68,3.92,6.65,1.43,12.75,1.38,3.1,1.15,40.75,0.1,133.0,5.75,21.33,0.0,
2023-02-18 20:00:00,2023-02-18 21:00:00,120.5,125.5,1.77,54.17,30.25,23.68,15.5,1.94,67.88,1.15,13.05,1.35,3.3,1.3,46.75,0.4,101.0,5.75,21.5,0.0,
2023-02-18 21:00:00,2023-02-18 22:00:00,91.0,98.0,1.42,40.7,22.8,24.25,10.43,1.62,72.47,0.4,5.32,0.33,0.45,0.15,55.75,0.27,34.0,6.0,21.08,0.0,
2023-02-18 22:00:00,2023-02-18 23:00:00,73.0,75.0,2.3,72.5,40.42,24.15,8.25,1.67,36.42,0.43,4.82,0.3,0.4,0.17,60.0,0.28,50.5,6.0,20.55,0.0,
2023-02-18 23:00:00,2023-02-19 00:00:00,,,1.1,48.1,26.48,29.05,10.57,1.41,52.05,0.4,4.33,0.27,0.3,0.05,57.5,0.32,63.25,7.0,20.23,0.0,
2023-02-19 00:00:00,2023-02-19 01:00:00,,,1.1,35.3,19.67,30.05,7.65,1.14,56.73,0.4,3.9,0.2,0.22,0.08,57.25,0.35,67.75,7.0,20.02,0.0,
2023-02-19 01:00:00,2023-02-19 02:00:00,,,1.02,43.32,23.9,27.6,5.67,1.1,45.98,0.4,3.55,0.2,0.18,0.03,59.5,0.33,90.0,7.25,19.7,0.0,
2023-02-19 02:00:00,2023-02-19 03:00:00,,,0.73,32.62,17.95,26.95,4.8,1.13,47.0,0.4,3.35,0.18,0.12,,61.75,0.75,119.0,7.75,19.48,0.0,
