From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2022-05-26 16:00:00,2022-05-26 17:00:00,16.15,29.77,7.01,13.99,,28.55,4.65,0.68,180.03,0.8,3.85,2.5,1.33,,60.23,0.39,272.78,15.28,1.86,25.2,0.0
2022-05-26 17:00:00,2022-05-26 18:00:00,15.35,24.03,6.99,14.31,21.62,28.54,4.19,0.78,179.95,0.8,3.86,2.51,1.32,,64.2,0.37,206.18,0.0,1.86,23.81,0.0
2022-05-26 18:00:00,2022-05-26 19:00:00,12.4,17.7,6.87,14.01,21.16,28.55,3.39,1.03,179.45,0.8,3.85,2.5,1.32,,52.95,0.18,88.91,0.0,1.85,25.47,0.0
2022-05-26 19:00:00,2022-05-26 20:00:00,11.78,20.36,6.91,13.95,21.24,28.24,8.61,0.96,179.63,0.8,3.85,2.5,1.32,,48.73,0.42,234.27,0.0,1.85,26.12,0.0
2022-05-26 20:00:00,2022-05-26 21:00:00,10.77,20.01,6.94,13.92,20.98,28.38,9.13,1.13,179.75,0.8,3.85,2.5,1.33,,48.41,0.36,206.84,0.0,1.85,25.88,0.0
2022-05-26 21:00:00,2022-05-26 22:00:00,9.74,18.47,6.83,13.86,21.21,28.66,6.82,1.35,179.32,0.8,3.85,2.5,1.32,,53.77,0.47,201.65,0.0,1.86,25.12,0.0
2022-05-26 22:00:00,2022-05-26 23:00:00,10.13,15.21,7.05,14.56,20.71,28.37,5.27,1.34,179.75,0.8,3.85,2.51,1.32,,47.4,0.64,238.37,0.0,1.86,26.1,0.0
2022-05-26 23:00:00,2022-05-27 00:00:00,9.73,13.46,6.95,14.41,20.69,28.59,3.01,0.69,179.77,0.8,3.84,2.51,1.31,,52.76,0.26,280.3,0.0,1.86,24.86,0.0
2022-05-27 00:00:00,2022-05-27 01:00:00,7.86,13.32,6.88,14.07,20.13,28.38,3.31,0.47,179.51,0.8,3.84,2.5,1.32,,45.51,0.39,93.88,0.0,1.85,25.42,0.0
2022-05-27 01:00:00,2022-05-27 02:00:00,8.28,17.33,6.9,14.4,21.03,28.32,5.62,0.43,179.61,0.8,3.85,2.51,1.31,,49.2,0.35,243.62,0.0,1.85,24.76,0.0
2022-05-27 02:00:00,2022-05-27 03:00:00,7.89,18.61,6.93,14.47,20.57,28.35,8.77,0.39,179.71,0.8,3.84,2.51,1.31,,49.73,0.24,266.03,0.0,1.85,24.7,0.0
2022-05-27 03:00:00,2022-05-27 04:00:00,6.03,15.23,7.18,14.37,21.2,28.3,5.2,0.28,180.72,0.8,3.85,2.51,1.33,,47.55,0.45,263.54,0.0,1.85,24.86,0.0
2022-05-27 04:00:00,2022-05-27 05:00:00,5.46,11.92,6.92,13.85,21.54,27.93,11.88,0.28,179.69,0.8,3.85,2.5,1.32,,49.31,0.44,270.5,0.0,1.83,24.71,0.0
2022-05-27 05:00:00,2022-05-27 06:00:00,4.54,9.07,6.75,14.3,21.71,28.35,5.82,0.36,178.99,0.8,3.86,2.51,1.33,,54.83,0.23,147.4,0.0,1.85,24.0,0.0
