From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2021-06-04 20:00:00,2021-06-04 21:00:00,25.47,104.2,4.44,8.85,12.44,8.12,3.54,0.5,6.79,0.0,,,5.78,,43.02,1.09,178.35,3.42,737.46,33.09,0.0,
2021-06-04 21:00:00,2021-06-04 22:00:00,25.68,106.82,4.49,9.14,12.74,8.45,3.78,0.54,4.8,0.0,,,6.16,,42.64,0.85,197.99,3.42,737.95,33.08,0.0,
2021-06-04 22:00:00,2021-06-04 23:00:00,31.2,124.0,4.46,7.96,11.75,8.11,3.69,0.55,4.29,0.0,,,6.52,,46.55,0.98,167.88,3.42,738.37,31.85,0.0,
2021-06-04 23:00:00,2021-06-05 00:00:00,22.61,109.19,4.8,6.07,10.68,7.77,3.91,0.5,3.61,0.0,,,6.24,,44.29,1.95,71.37,3.43,738.03,32.13,0.0,
2021-06-05 00:00:00,2021-06-05 01:00:00,19.33,72.13,5.96,5.04,11.25,8.63,4.11,0.45,1.27,10.38,,5.74,0.38,,50.36,0.96,181.41,3.45,737.68,30.59,0.0,
2021-06-05 01:00:00,2021-06-05 02:00:00,21.65,57.39,6.08,6.31,12.43,9.18,4.33,0.42,0.53,12.66,,6.25,,,52.14,1.66,109.37,3.44,737.29,30.24,0.0,
2021-06-05 02:00:00,2021-06-05 03:00:00,16.88,54.75,5.93,6.14,12.08,9.2,4.35,0.39,1.52,9.01,,6.41,,,52.23,1.41,84.22,3.43,737.08,30.22,0.0,
2021-06-05 03:00:00,2021-06-05 04:00:00,20.14,51.39,5.8,6.12,11.93,8.84,4.56,0.4,0.12,9.54,,6.48,,,54.32,1.06,138.87,3.44,736.95,29.76,0.0,
2021-06-05 04:00:00,2021-06-05 05:00:00,20.54,59.84,5.33,6.09,11.33,8.01,4.15,0.4,,8.32,,2.02,4.8,,63.05,0.47,211.01,3.45,737.22,28.4,0.0,
2021-06-05 05:00:00,2021-06-05 06:00:00,25.21,66.56,5.23,5.94,11.07,8.6,3.84,0.41,0.05,0.0,,,6.69,,64.34,0.68,205.26,20.08,737.52,27.65,0.0,
2021-06-05 06:00:00,2021-06-05 07:00:00,30.66,119.41,5.45,7.23,12.38,9.5,4.0,0.43,0.63,0.0,,,6.49,,54.95,0.73,177.34,157.92,738.01,29.5,0.0,
2021-06-05 07:00:00,2021-06-05 08:00:00,35.89,163.72,5.34,8.07,12.91,9.57,4.13,0.46,3.29,0.0,,,6.33,,45.05,0.77,175.36,282.22,738.49,32.41,0.0,
2021-06-05 08:00:00,2021-06-05 09:00:00,38.58,162.72,5.44,8.32,13.25,9.91,4.12,0.51,6.11,6.5,,2.83,3.51,,39.29,0.89,139.62,331.35,738.76,34.48,0.0,
2021-06-05 09:00:00,2021-06-05 10:00:00,37.04,165.15,5.76,8.12,13.47,9.1,4.08,0.55,9.08,15.54,,6.38,,,36.88,0.94,136.15,490.94,738.93,36.35,0.0,
2021-06-05 10:00:00,2021-06-05 11:00:00,34.24,155.43,4.42,9.7,13.07,9.38,4.57,0.5,70.17,11.67,,3.92,3.41,,31.62,0.97,159.83,556.91,738.95,38.38,0.0,
2021-06-05 11:00:00,2021-06-05 12:00:00,21.6,97.94,5.06,4.99,10.13,7.85,4.59,0.41,18.52,7.76,,3.52,6.73,,27.06,1.11,176.01,742.54,738.8,40.15,0.0,
2021-06-05 12:00:00,2021-06-05 13:00:00,14.46,74.23,4.95,2.68,8.16,6.86,4.64,0.32,17.45,10.38,,3.53,8.32,,25.12,1.39,155.82,714.42,738.22,40.78,0.0,
2021-06-05 13:00:00,2021-06-05 14:00:00,12.47,57.87,4.22,1.58,6.38,5.8,4.68,0.26,20.41,2.99,,,4.9,,25.46,1.51,155.44,395.8,737.5,40.4,0.0,
2021-06-05 14:00:00,2021-06-05 15:00:00,20.07,88.84,4.24,1.2,6.11,6.49,3.56,0.22,36.57,0.0,,,4.2,,35.21,2.29,201.93,93.27,737.1,33.67,0.0,
2021-06-05 15:00:00,2021-06-05 16:00:00,12.39,161.45,4.12,3.38,7.71,7.32,3.45,0.26,30.05,0.0,,,4.4,,48.7,4.89,68.16,91.81,737.16,31.38,0.0,
2021-06-05 16:00:00,2021-06-05 17:00:00,24.84,166.45,4.03,4.6,8.56,7.62,3.39,0.27,30.64,0.0,,,4.86,,50.84,3.42,119.95,34.56,737.14,30.89,0.0,
2021-06-05 17:00:00,2021-06-05 18:00:00,15.73,78.93,4.53,6.55,10.71,8.86,3.67,0.27,32.29,3.21,,2.65,6.96,,49.22,3.53,106.42,19.68,736.6,30.54,0.0,
2021-06-05 18:00:00,2021-06-05 19:00:00,11.93,50.6,5.08,8.25,12.74,8.98,4.36,0.35,18.4,5.08,,4.25,8.65,,39.11,2.31,145.04,19.21,736.21,32.64,0.0,
2021-06-05 19:00:00,2021-06-05 20:00:00,22.0,63.4,5.35,7.69,12.62,8.71,4.57,0.41,7.68,5.94,,5.82,3.08,,43.51,0.93,199.19,4.13,736.65,31.43,0.0,
2021-06-05 20:00:00,2021-06-05 21:00:00,19.41,61.29,5.55,6.38,11.82,8.75,4.58,0.41,3.88,6.55,,6.29,,,52.45,0.64,222.07,3.43,737.01,29.71,0.0,
2021-06-05 21:00:00,2021-06-05 22:00:00,16.33,49.07,5.0,4.93,10.03,7.68,4.21,0.4,3.35,5.79,,3.61,2.75,,53.98,0.75,166.23,3.44,737.48,29.48,0.0,
2021-06-05 22:00:00,2021-06-05 23:00:00,18.47,55.0,4.88,7.31,11.76,8.75,3.76,0.42,2.54,0.0,,,6.3,,54.1,0.48,192.85,3.43,737.92,29.79,0.0,
2021-06-05 23:00:00,2021-06-06 00:00:00,24.13,62.7,4.99,7.84,12.32,9.35,3.65,0.44,1.46,0.0,,,6.33,,56.35,0.43,193.53,3.44,737.96,29.4,0.0,
2021-06-06 00:00:00,2021-06-06 01:00:00,21.29,48.93,4.89,6.21,10.91,9.03,3.59,0.43,2.64,0.0,,,6.27,,57.04,0.68,148.09,3.42,737.67,29.53,0.0,
2021-06-06 01:00:00,2021-06-06 02:00:00,16.6,44.87,6.35,9.07,14.95,10.35,3.45,0.46,0.89,1.98,,1.19,5.0,,62.72,0.92,235.79,3.45,737.61,28.56,0.0,
2021-06-06 02:00:00,2021-06-06 03:00:00,30.21,76.34,10.12,10.28,20.49,11.35,4.17,0.53,,10.49,,6.42,,,64.34,0.54,193.46,3.46,737.3,28.11,0.0,
2021-06-06 03:00:00,2021-06-06 04:00:00,24.0,68.6,9.72,10.27,20.0,10.7,4.44,0.55,,10.42,,6.66,,,63.51,0.49,183.65,3.48,737.4,27.83,0.0,
2021-06-06 04:00:00,2021-06-06 05:00:00,23.53,59.6,8.49,9.48,17.86,10.29,4.58,0.54,,10.36,,6.84,,,64.75,0.36,118.03,3.48,737.82,27.73,0.0,
2021-06-06 05:00:00,2021-06-06 06:00:00,23.62,62.01,7.77,8.67,16.36,10.21,4.54,0.52,,10.22,,6.97,,,64.0,0.35,110.28,22.16,738.15,27.89,0.0,
2021-06-06 06:00:00,2021-06-06 07:00:00,22.88,64.99,6.38,8.5,14.5,9.27,4.12,0.5,0.01,3.71,,0.37,7.24,,61.08,0.48,236.73,81.02,738.6,29.21,0.0,
2021-06-06 07:00:00,2021-06-06 08:00:00,23.45,58.32,5.78,8.47,13.76,9.93,4.28,0.5,1.48,0.0,,,6.99,,57.69,0.73,241.64,186.05,738.86,30.3,0.0,
2021-06-06 08:00:00,2021-06-06 09:00:00,35.28,85.21,5.24,7.91,12.67,9.96,4.26,0.51,4.94,0.0,,,6.49,,45.26,0.52,151.84,335.78,739.04,34.02,0.0,
2021-06-06 09:00:00,2021-06-06 10:00:00,23.98,70.14,4.77,5.59,10.27,8.41,4.08,0.42,19.69,0.0,,,5.97,,35.77,0.78,217.58,597.77,739.05,37.41,0.0,
2021-06-06 10:00:00,2021-06-06 11:00:00,20.68,63.39,3.78,2.81,6.81,7.62,4.52,0.21,106.34,2.62,,0.08,2.36,,32.23,1.31,253.0,716.86,738.96,38.05,0.0,
2021-06-06 11:00:00,2021-06-06 12:00:00,15.23,64.6,3.99,2.04,6.47,47.72,5.23,0.21,97.27,6.57,,4.77,0.46,,30.27,1.17,205.3,758.8,738.68,39.13,0.0,
2021-06-06 12:00:00,2021-06-06 13:00:00,12.21,72.45,3.86,1.74,6.07,52.98,5.29,0.21,101.18,4.14,,1.81,0.27,,28.4,1.0,203.3,759.62,738.23,40.27,0.0,
2021-06-06 13:00:00,2021-06-06 14:00:00,12.39,69.81,3.76,1.92,6.11,48.81,5.49,0.22,102.28,3.66,,0.73,0.15,,28.74,1.32,180.66,744.08,737.57,40.14,0.0,
2021-06-06 14:00:00,2021-06-06 15:00:00,15.95,76.98,3.69,4.01,7.68,61.42,5.26,0.27,73.88,6.1,,1.31,0.89,,30.85,1.72,162.54,658.18,737.03,39.88,0.0,
2021-06-06 15:00:00,2021-06-06 16:00:00,25.66,80.47,3.79,4.08,7.86,77.51,4.88,0.23,108.89,2.42,,0.08,0.52,,29.97,1.91,181.77,557.79,736.36,39.9,0.0,
2021-06-06 16:00:00,2021-06-06 17:00:00,10.84,53.6,3.91,2.62,6.85,77.86,6.47,0.2,85.28,2.95,,,1.86,,27.62,1.31,181.24,412.51,735.77,39.48,0.0,
2021-06-06 17:00:00,2021-06-06 18:00:00,10.37,69.12,3.47,2.29,6.05,43.05,6.62,0.2,123.98,4.83,,2.45,0.1,,28.17,1.12,179.75,219.89,735.57,39.62,0.0,
2021-06-06 18:00:00,2021-06-06 19:00:00,,78.66,3.46,6.04,9.05,44.47,6.86,0.24,102.91,49.76,,0.86,0.61,,32.12,0.79,179.8,63.11,735.5,37.57,0.0,
2021-06-06 19:00:00,2021-06-06 20:00:00,,89.34,3.94,5.46,9.14,61.39,6.16,0.31,12.19,3.59,,1.32,0.78,,35.52,0.69,166.84,4.64,735.76,36.02,0.0,
2021-06-06 20:00:00,2021-06-06 21:00:00,,120.95,4.22,7.8,11.33,58.26,5.8,0.44,7.2,1.69,,,1.03,,36.81,0.74,167.08,3.44,736.05,35.53,0.0,
2021-06-06 21:00:00,2021-06-06 22:00:00,,148.71,4.3,12.76,15.38,56.12,5.41,0.67,3.63,0.0,,,6.2,,38.53,0.58,149.98,3.43,736.5,34.93,0.0,
2021-06-06 22:00:00,2021-06-06 23:00:00,,167.74,5.0,13.64,16.91,53.49,5.36,0.85,2.33,0.0,,,7.28,,41.1,0.63,149.94,3.44,736.67,34.23,0.0,
2021-06-06 23:00:00,2021-06-07 00:00:00,,143.37,5.27,15.94,19.08,50.54,5.29,0.9,0.9,0.0,,,7.8,,42.8,0.49,125.59,3.45,736.51,33.81,0.0,
2021-06-07 00:00:00,2021-06-07 01:00:00,,120.24,6.53,12.95,18.23,72.15,5.71,0.8,0.78,11.18,,5.13,0.47,,42.79,1.01,146.82,3.46,736.3,33.43,0.0,
