From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2022-02-04 16:00:00,2022-02-04 17:00:00,17.5,63.2,0.97,2.52,3.12,1.28,2.3,0.31,78.25,8.39,,1.92,4.96,,24.6,0.73,244.39,284.45,734.93,,22.98,0.0
2022-02-04 17:00:00,2022-02-04 18:00:00,14.7,62.8,1.15,4.57,4.9,1.17,1.77,0.37,55.11,6.59,,6.02,16.17,,28.29,0.7,262.96,85.55,735.19,,21.26,0.0
2022-02-04 18:00:00,2022-02-04 19:00:00,21.5,83.2,1.52,22.76,19.37,0.95,1.51,0.66,35.03,10.75,,6.98,20.22,,41.07,0.18,76.57,0.0,735.44,,18.11,0.0
2022-02-04 19:00:00,2022-02-04 20:00:00,45.8,164.9,12.26,26.46,34.98,0.73,2.89,1.04,4.93,10.3,,23.42,60.61,,55.53,0.11,124.62,0.0,735.88,,15.85,0.0
2022-02-04 20:00:00,2022-02-04 21:00:00,149.9,358.0,53.22,35.05,90.12,0.58,3.47,1.82,0.97,5.33,,48.75,119.64,,60.36,0.15,205.94,0.0,736.36,,14.47,0.0
2022-02-04 21:00:00,2022-02-04 22:00:00,122.7,284.6,50.75,25.55,79.85,0.56,2.96,1.8,0.68,16.55,,68.91,158.62,,61.1,0.21,213.7,0.0,736.66,,13.74,0.0
2022-02-04 22:00:00,2022-02-04 23:00:00,89.7,216.2,49.55,24.3,77.44,0.38,4.23,1.82,,15.38,,77.45,166.84,,62.87,0.11,181.95,0.0,736.83,,13.25,0.0
2022-02-04 23:00:00,2022-02-05 00:00:00,109.6,252.0,49.13,24.87,77.37,0.55,3.62,1.8,0.17,6.23,,84.88,174.46,,68.74,0.15,85.33,0.0,736.54,,13.08,0.0
2022-02-05 00:00:00,2022-02-05 01:00:00,110.2,242.5,47.93,19.75,72.02,0.37,3.35,1.78,0.03,17.3,,91.55,183.71,,69.01,0.16,107.75,0.0,736.27,,12.73,0.0
2022-02-05 01:00:00,2022-02-05 02:00:00,93.5,208.6,48.92,19.61,73.09,0.33,4.61,1.69,,15.04,,92.83,183.24,,72.16,0.44,63.26,0.0,736.24,,12.51,0.0
2022-02-05 02:00:00,2022-02-05 03:00:00,81.5,240.5,39.3,18.33,60.69,0.57,3.78,1.51,0.01,9.71,,93.2,182.75,,74.64,0.56,76.59,0.0,736.3,,12.08,0.0
2022-02-05 03:00:00,2022-02-05 04:00:00,69.1,171.9,30.52,16.39,48.82,0.42,3.18,1.37,,16.15,,94.68,186.27,,80.43,0.56,57.47,0.0,736.33,,11.33,0.0
2022-02-05 04:00:00,2022-02-05 05:00:00,56.9,87.5,20.67,17.1,37.69,0.33,4.15,1.22,,17.03,,92.29,182.45,,86.14,0.6,54.15,0.0,736.29,,10.96,0.0
2022-02-05 05:00:00,2022-02-05 06:00:00,52.4,92.2,12.2,14.1,25.33,0.78,3.4,1.1,0.11,9.23,,91.1,180.7,,89.72,0.31,75.96,0.0,736.55,,10.62,0.0
2022-02-05 06:00:00,2022-02-05 07:00:00,63.2,99.4,8.8,11.78,19.5,0.73,2.94,1.05,,14.2,,92.45,184.52,,91.08,0.23,59.99,0.0,737.05,,10.58,0.0
2022-02-05 07:00:00,2022-02-05 08:00:00,70.4,119.0,6.99,12.51,17.94,0.4,4.03,1.02,,15.66,,91.93,184.79,,91.89,0.19,43.4,48.57,737.59,,11.13,0.0
