From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2021-07-17 10:00:00,2021-07-17 11:00:00,51.1,103.04,5.04,33.4,38.91,35.03,1.14,0.56,48.1,1.92,,0.55,1.09,,46.43,1.25,278.05,780.61,737.11,,39.44,0.0
2021-07-17 11:00:00,2021-07-17 12:00:00,62.3,83.96,3.71,28.19,32.07,32.51,1.05,0.46,58.09,1.94,,0.45,0.85,,42.77,1.11,228.15,649.15,736.86,,40.38,0.0
2021-07-17 12:00:00,2021-07-17 13:00:00,35.44,,2.22,22.02,24.08,29.27,1.03,0.42,77.85,1.82,,0.4,0.75,,40.03,1.12,242.22,590.07,736.25,,41.07,0.0
2021-07-17 13:00:00,2021-07-17 14:00:00,31.26,,1.51,17.22,18.5,30.36,1.01,0.39,85.17,1.72,,0.36,0.68,,39.24,1.23,245.23,425.05,735.7,,41.18,0.0
2021-07-17 14:00:00,2021-07-17 15:00:00,25.69,,1.26,15.01,16.03,31.21,0.9,0.35,77.69,1.34,,0.3,0.54,,39.62,0.96,189.36,330.21,735.05,,40.6,0.0
2021-07-17 15:00:00,2021-07-17 16:00:00,21.03,,0.57,6.05,6.48,19.55,0.77,0.28,72.28,1.21,,0.25,0.46,,36.11,0.98,202.51,346.32,734.57,,41.2,0.0
2021-07-17 16:00:00,2021-07-17 17:00:00,14.54,,0.45,5.8,6.11,20.78,0.84,0.34,68.89,1.21,,0.28,0.45,,42.2,1.24,116.01,169.03,734.26,,39.69,0.0
2021-07-17 17:00:00,2021-07-17 18:00:00,24.77,,6.13,23.98,31.61,41.73,1.27,0.36,19.03,2.09,,0.32,1.05,,60.31,1.18,206.14,33.6,734.8,,33.61,0.01
2021-07-17 18:00:00,2021-07-17 19:00:00,21.87,929.26,13.44,41.68,58.97,139.64,1.9,0.54,10.02,1.79,,1.67,0.41,,82.79,1.16,204.2,3.21,735.42,,29.46,0.94
2021-07-17 19:00:00,2021-07-17 20:00:00,24.33,,46.03,66.36,129.59,35.1,1.6,0.59,1.66,1.47,,1.14,1.65,,85.86,0.57,198.3,,735.65,,28.85,0.25
2021-07-17 20:00:00,2021-07-17 21:00:00,30.68,,31.45,53.23,95.99,32.97,1.25,0.55,8.31,0.9,,0.51,0.71,,82.62,0.71,214.64,,735.87,,29.46,0.0
2021-07-17 21:00:00,2021-07-17 22:00:00,37.02,,34.77,50.94,98.64,38.8,1.31,0.47,1.77,1.02,,0.43,0.77,,79.61,1.41,289.21,,736.74,,29.82,0.0
2021-07-17 22:00:00,2021-07-17 23:00:00,,,33.84,63.8,109.43,35.9,1.28,0.4,3.24,1.09,,0.47,0.91,,74.82,1.01,255.51,,736.18,,30.22,0.0
2021-07-17 23:00:00,2021-07-18 00:00:00,,,17.59,46.97,69.97,27.9,1.14,0.4,16.2,0.64,,0.27,0.52,,75.23,0.88,260.82,,735.93,,29.98,0.0
2021-07-18 00:00:00,2021-07-18 01:00:00,,,19.23,36.49,62.44,30.5,1.24,0.37,9.7,0.97,,0.4,0.75,,80.64,0.62,210.58,,735.72,,29.61,0.0
2021-07-18 01:00:00,2021-07-18 02:00:00,,,11.26,22.84,37.92,31.22,1.02,0.35,12.12,0.77,,0.29,0.57,,85.09,0.55,212.91,,735.45,,28.96,0.0
2021-07-18 02:00:00,2021-07-18 03:00:00,,,8.28,22.99,33.73,60.8,1.14,0.33,10.45,0.98,,0.45,0.88,,84.19,0.61,176.78,,735.3,,29.1,0.0
2021-07-18 03:00:00,2021-07-18 04:00:00,,,5.38,16.61,23.51,64.81,1.12,0.29,9.5,1.12,,0.55,1.12,,85.99,0.61,190.61,,734.95,,28.79,0.0
2021-07-18 04:00:00,2021-07-18 05:00:00,,,4.33,12.43,18.03,63.7,1.16,0.29,6.62,1.01,,0.56,1.12,,88.0,0.83,204.34,,734.8,,28.4,0.0
2021-07-18 05:00:00,2021-07-18 06:00:00,,,3.37,12.44,16.69,62.02,1.17,0.27,8.79,1.21,,0.71,1.45,,88.88,0.49,209.75,8.88,734.86,,28.12,0.0
2021-07-18 06:00:00,2021-07-18 07:00:00,,,2.12,12.01,14.47,52.34,1.09,0.28,12.79,0.86,,0.52,1.08,,86.91,0.69,199.5,80.17,735.2,,28.62,0.0
2021-07-18 07:00:00,2021-07-18 08:00:00,,,10.79,19.11,33.76,37.23,0.95,0.33,8.36,1.04,,0.41,0.83,,83.77,1.04,230.92,139.7,735.38,,29.42,0.0
2021-07-18 08:00:00,2021-07-18 09:00:00,14.88,27.91,30.05,38.35,59.92,31.58,0.99,0.31,1.73,0.98,,0.37,0.73,,79.44,1.06,227.97,204.41,735.77,,30.41,0.0
2021-07-18 09:00:00,2021-07-18 10:00:00,30.55,41.51,25.2,34.48,69.2,27.64,1.08,0.42,5.73,1.41,,0.54,1.14,,78.1,1.54,238.85,130.94,735.74,,30.75,0.0
2021-07-18 10:00:00,2021-07-18 11:00:00,23.91,34.15,40.07,41.26,97.2,32.71,1.49,0.48,1.65,1.58,,0.89,1.54,,83.47,1.15,232.71,125.99,735.8,,29.95,0.04
2021-07-18 11:00:00,2021-07-18 12:00:00,31.66,39.58,39.74,40.67,96.16,35.75,1.51,0.48,2.35,1.51,,1.33,1.95,,76.86,1.73,229.51,419.43,735.7,,31.52,0.03
2021-07-18 12:00:00,2021-07-18 13:00:00,21.98,35.16,32.82,46.64,91.76,34.08,1.41,0.47,5.68,1.77,,1.59,2.42,,69.26,1.65,234.52,462.11,735.4,,33.42,0.0
2021-07-18 13:00:00,2021-07-18 14:00:00,23.64,37.66,19.41,44.87,70.65,29.93,1.24,0.4,17.81,1.56,,1.4,1.94,,61.4,1.56,255.78,445.5,734.44,,35.25,0.0
2021-07-18 14:00:00,2021-07-18 15:00:00,20.26,23.56,14.42,67.39,84.69,32.61,0.98,0.33,25.12,0.96,,0.56,0.97,,58.16,1.48,245.52,286.83,733.6,,35.67,0.0
2021-07-18 15:00:00,2021-07-18 16:00:00,29.5,36.91,5.51,41.57,47.31,46.07,1.29,0.25,40.81,0.56,,0.56,0.48,,71.65,1.54,158.24,10.7,734.14,,31.19,0.03
2021-07-18 16:00:00,2021-07-18 17:00:00,20.33,25.47,2.28,14.97,17.45,73.17,1.77,0.18,57.12,0.08,,0.23,,,93.85,1.51,90.42,0.69,734.5,,26.46,0.52
2021-07-18 17:00:00,2021-07-18 18:00:00,15.07,19.16,1.63,14.7,16.28,81.1,1.43,0.27,61.86,0.44,,0.27,0.37,,92.78,0.79,108.56,,734.35,,26.37,0.36
2021-07-18 18:00:00,2021-07-18 19:00:00,19.4,23.06,0.84,18.2,18.45,45.67,0.9,0.35,41.07,0.78,,0.29,0.33,,93.76,0.76,241.08,,734.0,,25.97,0.87
2021-07-18 19:00:00,2021-07-18 20:00:00,31.84,40.48,3.07,27.59,30.55,33.22,0.89,0.4,27.2,0.92,,0.23,0.35,,95.54,0.47,223.16,,734.88,,26.02,0.47
2021-07-18 20:00:00,2021-07-18 21:00:00,31.16,38.27,18.02,51.03,74.42,34.86,1.06,0.46,5.18,1.02,,0.25,0.46,,96.04,0.46,164.52,,735.35,,26.2,0.22
2021-07-18 21:00:00,2021-07-18 22:00:00,40.2,47.79,4.97,22.62,28.63,32.63,1.05,0.37,25.39,1.07,,0.33,0.61,,95.67,0.38,83.11,,735.53,,26.28,0.01
2021-07-18 22:00:00,2021-07-18 23:00:00,21.0,25.38,1.77,11.89,13.81,40.98,1.1,0.38,25.47,1.48,,0.55,0.97,,95.52,0.68,129.8,,735.45,,26.46,0.0
2021-07-18 23:00:00,2021-07-19 00:00:00,21.76,26.5,1.18,18.71,19.19,45.99,1.11,0.39,19.0,1.13,,0.4,0.78,,94.97,0.67,169.35,,735.77,,26.72,0.0
2021-07-19 00:00:00,2021-07-19 01:00:00,16.12,28.55,2.27,25.13,27.05,49.07,1.24,0.38,10.22,1.44,,0.58,1.11,,96.22,0.65,159.06,,735.31,,26.49,0.03
2021-07-19 01:00:00,2021-07-19 02:00:00,21.11,32.95,1.77,17.61,19.23,45.09,1.26,0.37,15.56,1.26,,0.54,1.05,,97.05,0.55,188.25,,734.7,,26.32,0.01
2021-07-19 02:00:00,2021-07-19 03:00:00,20.52,37.36,2.33,16.7,19.18,40.8,1.36,0.35,13.9,1.3,,0.6,1.16,,97.92,0.52,190.75,,734.01,,26.22,0.0
2021-07-19 03:00:00,2021-07-19 04:00:00,18.42,26.36,1.21,11.01,12.15,34.91,1.14,0.31,24.64,0.97,,0.46,0.9,,98.04,0.34,173.09,,733.64,,26.23,0.0
2021-07-19 04:00:00,2021-07-19 05:00:00,17.72,31.38,2.3,13.76,16.34,35.09,1.06,0.33,16.7,0.7,,0.23,0.48,,97.96,0.46,164.95,,733.62,,26.33,0.0
2021-07-19 05:00:00,2021-07-19 06:00:00,15.55,21.36,5.74,30.97,37.65,45.49,0.89,0.37,3.45,0.87,,0.3,0.62,,97.26,0.51,171.89,0.51,734.19,,26.48,0.0
2021-07-19 06:00:00,2021-07-19 07:00:00,21.56,29.4,3.96,23.17,27.68,51.77,0.86,0.38,5.3,1.04,,0.34,0.69,,96.96,0.6,169.45,16.45,734.41,,26.52,0.0
2021-07-19 07:00:00,2021-07-19 08:00:00,13.29,23.51,4.18,19.67,24.7,54.42,0.96,0.39,8.88,1.46,,0.55,1.1,,94.01,0.66,168.37,125.22,734.62,,27.21,0.01
2021-07-19 08:00:00,2021-07-19 09:00:00,12.74,19.76,16.7,24.71,47.6,50.51,1.3,0.42,7.06,1.49,,0.55,1.14,,87.42,0.82,210.85,222.61,735.01,,28.56,0.02
2021-07-19 09:00:00,2021-07-19 10:00:00,18.72,25.73,26.85,26.89,64.41,42.16,1.53,0.46,4.42,1.94,,0.85,1.66,,89.61,1.16,227.62,67.55,735.41,,28.01,0.0
2021-07-19 10:00:00,2021-07-19 11:00:00,24.23,45.74,11.86,19.69,35.85,39.81,1.53,0.43,7.31,1.91,,1.11,2.13,,89.79,1.48,263.4,205.94,735.52,,27.73,0.02
2021-07-19 11:00:00,2021-07-19 12:00:00,11.37,20.81,7.51,16.82,26.81,34.23,1.47,0.41,12.27,1.82,,1.26,2.39,,90.96,1.59,254.78,290.41,735.33,,27.38,0.14
2021-07-19 12:00:00,2021-07-19 13:00:00,5.54,9.63,6.03,16.56,24.42,33.14,1.42,0.39,13.93,1.93,,1.33,2.46,,87.67,1.56,250.18,506.15,735.01,,28.59,0.01
2021-07-19 13:00:00,2021-07-19 14:00:00,6.75,10.74,5.64,21.78,28.79,30.57,1.43,0.39,17.04,1.79,,1.09,2.16,,86.94,1.43,270.71,291.84,734.66,,28.75,0.01
2021-07-19 14:00:00,2021-07-19 15:00:00,9.9,14.98,8.9,33.3,44.45,29.85,1.53,0.39,9.28,1.6,,1.01,1.99,,94.5,1.01,269.34,37.23,734.26,,27.04,0.52
2021-07-19 15:00:00,2021-07-19 16:00:00,13.52,26.63,11.83,41.06,56.03,22.9,1.45,0.43,12.17,1.35,,0.75,1.48,,96.14,0.7,222.69,56.05,733.97,,26.48,1.41
2021-07-19 16:00:00,2021-07-19 17:00:00,31.46,51.61,3.21,18.49,22.16,23.59,1.39,0.43,28.28,1.81,,0.95,1.69,,92.7,0.84,182.31,152.65,733.63,,27.45,0.18
2021-07-19 17:00:00,2021-07-19 18:00:00,9.88,12.94,5.45,36.22,42.2,36.38,1.18,0.37,28.87,1.32,,0.57,1.09,,91.66,0.76,211.98,62.01,733.7,,27.73,0.0
2021-07-19 18:00:00,2021-07-19 19:00:00,16.29,21.91,2.94,33.52,35.99,41.89,1.35,0.44,19.94,0.97,,0.25,0.45,,91.73,0.46,224.02,17.71,733.59,,27.58,0.0
2021-07-19 19:00:00,2021-07-19 20:00:00,17.34,26.27,1.65,20.23,21.55,41.03,1.44,0.52,22.81,1.0,,0.33,0.56,,92.89,0.43,154.97,0.48,733.74,,27.31,0.0
2021-07-19 20:00:00,2021-07-19 21:00:00,15.2,21.07,8.14,29.06,39.33,51.48,1.5,0.46,15.89,1.29,,0.49,0.88,,92.66,0.69,239.75,,734.2,,27.36,0.0
2021-07-19 21:00:00,2021-07-19 22:00:00,16.2,21.41,2.81,20.37,23.35,48.09,1.49,0.47,18.96,1.2,,0.45,0.83,,95.53,0.28,158.19,,734.26,,27.1,0.0
2021-07-19 22:00:00,2021-07-19 23:00:00,14.09,23.52,1.12,11.94,12.92,48.76,1.52,0.45,25.82,1.23,,0.39,0.69,,95.97,0.48,161.06,,734.66,,27.12,0.0
2021-07-19 23:00:00,2021-07-20 00:00:00,10.69,19.3,1.11,10.29,11.35,51.52,1.61,0.38,19.52,1.06,,0.39,0.72,,96.63,0.38,177.85,,735.12,,27.01,0.0
2021-07-20 00:00:00,2021-07-20 01:00:00,8.09,10.9,1.12,8.89,10.03,47.23,1.66,0.34,19.1,0.99,,0.46,0.87,,96.91,0.38,195.15,,734.81,,26.98,0.0
2021-07-20 01:00:00,2021-07-20 02:00:00,5.51,10.79,0.95,8.72,9.61,32.96,1.28,0.3,22.95,0.81,,0.36,0.68,,96.7,0.54,201.78,,734.12,,27.07,0.0
2021-07-20 02:00:00,2021-07-20 03:00:00,7.58,10.5,0.83,6.52,7.38,28.98,1.02,0.32,18.68,0.78,,0.28,0.51,,97.08,0.54,191.73,,733.7,,27.03,0.0
2021-07-20 03:00:00,2021-07-20 04:00:00,7.84,10.48,1.17,6.99,8.33,25.73,1.0,0.32,13.13,1.17,,0.47,0.88,,97.26,0.47,176.33,,733.24,,27.07,0.0
2021-07-20 04:00:00,2021-07-20 05:00:00,6.87,11.36,1.24,6.77,8.21,25.43,1.04,0.32,10.42,0.81,,0.27,0.53,,97.4,0.51,196.65,,733.18,,27.12,0.0
2021-07-20 05:00:00,2021-07-20 06:00:00,6.3,10.92,1.24,6.43,7.87,25.12,1.06,0.33,8.59,0.72,,0.23,0.45,,96.94,0.54,201.86,,733.39,,27.19,0.0
2021-07-20 06:00:00,2021-07-20 07:00:00,8.12,14.19,3.24,9.62,13.8,29.58,1.25,0.34,3.35,0.9,,0.27,0.53,,96.91,0.53,186.65,0.13,733.84,,27.2,0.0
2021-07-20 07:00:00,2021-07-20 08:00:00,18.47,25.56,13.38,15.29,33.89,39.75,1.68,0.36,0.55,1.24,,0.56,1.14,,96.17,0.71,204.95,0.67,734.5,,26.94,0.03
2021-07-20 08:00:00,2021-07-20 09:00:00,25.03,37.9,33.78,24.52,72.23,37.53,1.89,0.39,,1.43,,0.73,1.44,,96.77,0.82,213.13,2.98,735.25,,26.59,0.25
2021-07-20 09:00:00,2021-07-20 10:00:00,57.52,76.36,66.84,38.0,132.94,36.06,2.12,0.49,,1.41,,0.71,1.46,,97.74,0.89,229.16,9.6,735.58,,26.61,0.92
2021-07-20 10:00:00,2021-07-20 11:00:00,50.36,67.48,89.93,32.81,161.52,41.52,2.99,0.56,,0.83,,0.84,0.15,,97.6,1.28,243.18,34.4,735.55,,26.85,0.62
2021-07-20 11:00:00,2021-07-20 12:00:00,32.8,51.49,77.35,26.8,137.6,55.49,4.12,0.55,,1.4,,1.88,0.02,,95.83,1.14,238.66,84.43,735.45,,27.54,0.05
2021-07-20 12:00:00,2021-07-20 13:00:00,32.74,65.47,31.34,38.92,82.3,135.25,2.94,0.41,0.34,1.28,,2.35,0.09,,92.31,1.12,251.92,241.37,734.95,,28.72,0.01
2021-07-20 13:00:00,2021-07-20 14:00:00,23.43,48.7,18.01,28.29,52.91,39.24,1.53,0.38,10.16,1.19,,0.6,0.94,,82.53,1.27,281.41,623.38,734.39,,31.17,0.0
2021-07-20 14:00:00,2021-07-20 15:00:00,38.71,46.06,13.01,32.16,49.32,44.16,1.53,0.41,17.9,1.81,,0.51,0.89,,76.28,1.16,284.33,489.9,733.86,,32.15,0.0
2021-07-20 15:00:00,2021-07-20 16:00:00,37.2,67.25,2.63,18.52,21.35,39.09,1.31,0.3,29.3,1.4,,0.41,0.73,,76.61,1.33,261.57,147.0,733.35,,31.48,0.01
2021-07-20 16:00:00,2021-07-20 17:00:00,16.9,48.36,0.63,6.22,6.78,41.48,1.17,0.25,32.02,0.67,,0.15,0.24,,82.0,0.84,165.0,114.52,733.03,,30.87,0.04
2021-07-20 17:00:00,2021-07-20 18:00:00,19.64,35.6,0.72,7.34,7.97,35.24,1.21,0.31,27.83,0.8,,0.18,0.29,,82.88,0.5,118.87,89.11,733.22,,30.75,0.02
2021-07-20 18:00:00,2021-07-20 19:00:00,22.16,47.74,0.76,7.61,8.3,29.71,1.12,0.39,30.69,1.03,,0.19,0.32,,85.48,0.43,69.99,28.22,733.74,,30.22,0.0
2021-07-20 19:00:00,2021-07-20 20:00:00,27.11,56.17,0.62,11.71,11.97,30.94,1.14,0.52,23.11,0.96,,0.98,0.77,,88.96,0.36,140.13,0.78,734.19,,29.66,0.03
