From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-03-06 17:00:00,2023-03-06 18:00:00,4.25,48.75,0.6,11.88,6.83,16.95,2.1,0.33,94.97,,,,,,30.75,1.52,121.5,43.75,,27.9,0.0,
2023-03-06 18:00:00,2023-03-06 19:00:00,11.5,68.0,0.4,20.65,11.3,19.5,6.38,0.8,69.78,,,,,,36.0,0.85,62.75,9.0,,27.43,0.0,
2023-03-06 19:00:00,2023-03-06 20:00:00,45.25,144.75,1.02,36.33,20.15,23.23,10.0,1.49,39.02,,,,,,41.5,0.53,67.0,7.75,,26.92,0.0,
2023-03-06 20:00:00,2023-03-06 21:00:00,92.5,274.5,3.55,37.92,23.05,20.52,7.45,1.31,38.75,,,,,,42.0,0.8,20.75,5.5,,26.05,0.0,
2023-03-06 21:00:00,2023-03-06 22:00:00,83.0,291.25,0.6,13.65,7.75,21.45,5.17,0.57,76.4,,,,,,53.25,2.4,59.75,5.0,,24.9,0.0,
2023-03-06 22:00:00,2023-03-06 23:00:00,32.0,85.75,1.25,12.5,7.62,22.35,4.47,0.54,81.08,,,,,,52.5,1.67,67.75,5.0,,24.7,0.0,
2023-03-06 23:00:00,2023-03-07 00:00:00,22.25,68.5,0.93,16.6,9.58,21.4,3.83,0.31,70.1,,,,,,56.5,0.85,90.75,4.75,,24.15,0.0,
2023-03-07 00:00:00,2023-03-07 01:00:00,23.0,75.5,0.35,16.77,9.22,23.42,2.98,0.34,53.58,,,,,,57.75,0.33,127.25,7.5,,24.2,0.0,
2023-03-07 01:00:00,2023-03-07 02:00:00,30.75,108.25,0.65,18.98,10.65,24.85,2.65,0.39,49.68,,,,,,57.0,0.3,137.75,7.0,,23.98,0.0,
2023-03-07 02:00:00,2023-03-07 03:00:00,32.5,129.25,0.55,12.28,7.0,26.92,4.45,0.58,92.72,,,,,,55.5,0.62,123.75,7.0,,24.1,0.0,
2023-03-07 03:00:00,2023-03-07 04:00:00,33.0,88.5,0.43,11.43,6.38,27.4,5.4,0.7,80.67,,,,,,61.75,1.02,87.75,7.0,,23.45,0.0,
2023-03-07 04:00:00,2023-03-07 05:00:00,39.75,79.0,0.4,11.8,6.4,27.42,6.35,0.73,78.88,,,,,,61.75,0.95,94.25,7.0,,23.3,0.0,
2023-03-07 05:00:00,2023-03-07 06:00:00,47.0,96.25,0.85,17.02,9.7,26.82,7.47,0.68,69.52,,,,,,62.5,0.82,88.0,7.25,,23.3,0.0,
2023-03-07 06:00:00,2023-03-07 07:00:00,55.25,113.25,0.43,17.33,9.57,26.52,7.15,0.75,68.62,,,,,,61.25,1.0,86.75,8.75,,23.17,0.0,
2023-03-07 07:00:00,2023-03-07 08:00:00,59.5,134.75,1.25,22.4,12.87,25.62,9.12,0.82,66.95,,,,,,59.0,1.03,102.25,59.5,,23.55,0.0,
2023-03-07 08:00:00,2023-03-07 09:00:00,61.25,156.75,0.9,15.32,8.85,26.38,13.07,0.75,89.4,,,,,,53.0,0.95,164.0,155.25,,24.85,0.0,
2023-03-07 09:00:00,2023-03-07 10:00:00,54.0,140.0,1.05,14.05,8.32,26.5,10.8,0.79,96.0,,,,,,46.75,0.85,180.5,250.0,,25.75,0.0,
2023-03-07 10:00:00,2023-03-07 11:00:00,39.75,117.75,0.73,12.25,7.1,24.22,7.28,0.85,99.42,,,,,,38.5,1.22,249.75,283.5,,26.45,0.0,
2023-03-07 11:00:00,2023-03-07 12:00:00,20.0,82.25,0.67,11.12,6.48,22.48,5.5,0.75,106.53,,,,,,36.25,1.0,296.75,367.25,,27.1,0.0,
2023-03-07 12:00:00,2023-03-07 13:00:00,13.5,65.75,0.43,10.82,6.08,20.8,4.45,0.66,110.75,,,,,,31.75,1.12,200.75,389.0,,27.62,0.0,
2023-03-07 13:00:00,2023-03-07 14:00:00,14.25,51.75,0.8,10.57,6.28,19.1,3.95,0.61,112.43,,,,,,32.0,1.75,34.25,367.0,,28.05,0.0,
2023-03-07 14:00:00,2023-03-07 15:00:00,14.75,48.5,0.47,10.0,5.7,18.3,3.52,0.7,106.62,,,,,,28.5,1.45,23.0,318.0,,28.32,0.0,
2023-03-07 15:00:00,2023-03-07 16:00:00,12.5,46.75,0.58,9.85,5.7,16.07,2.7,0.72,97.38,,,,,,25.5,1.95,302.0,155.75,,28.5,0.0,
