From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-03-16 17:00:00,2023-03-16 18:00:00,19.4,40.0,188.83,0.12,186.71,2.71,40.51,0.32,1.23,,,,,,61.6,2.67,135.38,22.77,996.05,31.3,,
2023-03-16 18:00:00,2023-03-16 19:00:00,18.02,37.0,194.42,0.12,194.54,2.78,41.73,0.29,1.21,,,,,,67.64,2.61,123.19,1.75,996.5,29.72,,
2023-03-16 19:00:00,2023-03-16 20:00:00,14.35,29.02,193.99,0.12,194.12,2.82,41.79,0.19,1.49,,,,,,70.81,2.15,126.6,0.0,998.09,28.64,,
2023-03-16 20:00:00,2023-03-16 21:00:00,14.34,29.0,188.87,0.12,188.99,2.83,42.2,0.2,1.52,,,,,,70.73,1.94,116.6,0.0,999.14,28.01,,
2023-03-16 21:00:00,2023-03-16 22:00:00,14.8,30.0,181.71,0.07,181.78,2.68,41.18,0.42,1.45,,,,,,78.47,2.23,121.78,0.0,1000.21,26.95,,
2023-03-16 22:00:00,2023-03-16 23:00:00,14.34,29.0,185.58,0.07,185.66,2.68,41.31,0.25,1.06,,,,,,84.1,1.43,122.19,0.0,1000.46,26.21,,
2023-03-16 23:00:00,2023-03-17 00:00:00,13.42,27.0,191.31,0.11,191.43,2.63,41.66,0.29,1.26,,,,,,85.91,0.72,115.76,0.0,1000.23,25.89,,
2023-03-17 00:00:00,2023-03-17 01:00:00,13.42,27.0,197.5,0.09,197.58,2.69,41.94,0.17,1.25,,,,,,87.22,0.5,183.72,0.0,999.92,25.57,,
2023-03-17 01:00:00,2023-03-17 02:00:00,17.55,35.98,202.41,0.07,202.48,2.84,42.32,0.43,1.28,,,,,,87.56,0.52,195.12,0.0,999.32,25.54,,
2023-03-17 02:00:00,2023-03-17 03:00:00,15.27,31.02,201.24,0.08,201.31,2.86,42.25,0.41,1.08,,,,,,88.58,0.54,158.56,0.0,998.79,25.34,,
