From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2021-07-26 16:00:00,2021-07-26 17:00:00,7.36,31.0,1.29,18.51,19.84,45.79,2.87,0.36,34.03,5.35,,2.68,6.53,,69.2,2.09,208.9,233.84,738.0,,31.89,0.01
2021-07-26 17:00:00,2021-07-26 18:00:00,3.41,22.29,1.86,25.69,27.63,35.83,2.88,0.39,27.87,2.95,,2.3,5.91,,71.28,1.99,227.86,95.82,737.99,,31.43,0.03
2021-07-26 18:00:00,2021-07-26 19:00:00,0.28,28.18,1.25,21.86,23.09,35.24,2.87,0.37,26.89,1.85,,2.12,5.28,,73.75,1.96,210.95,21.52,738.18,,30.68,0.04
2021-07-26 19:00:00,2021-07-26 20:00:00,6.31,26.75,1.49,25.42,26.84,14.96,2.71,0.39,29.31,1.44,,1.55,4.56,,75.8,1.58,214.21,,738.57,,30.33,0.01
2021-07-26 20:00:00,2021-07-26 21:00:00,,,1.04,20.69,21.59,25.02,2.67,0.43,13.86,1.85,,2.17,5.44,,77.02,1.39,203.22,,738.79,,30.12,0.0
2021-07-26 21:00:00,2021-07-26 22:00:00,4.1,32.91,1.18,13.37,14.72,32.84,3.04,0.41,5.06,2.97,,5.41,8.3,,77.93,1.65,199.91,,739.08,,29.74,0.0
2021-07-26 22:00:00,2021-07-26 23:00:00,5.3,36.24,1.26,11.91,13.45,36.23,3.28,0.39,3.99,3.5,,7.91,10.8,,78.85,1.58,193.71,,739.28,,29.52,0.0
2021-07-26 23:00:00,2021-07-27 00:00:00,4.7,39.21,1.2,10.43,11.89,33.94,3.33,0.36,3.71,3.68,,9.11,12.12,,79.65,1.62,192.57,,739.33,,29.29,0.0
2021-07-27 00:00:00,2021-07-27 01:00:00,3.82,30.1,1.2,10.48,11.93,32.79,3.41,0.32,3.19,3.6,,10.46,13.06,,80.47,1.32,199.56,,739.02,,29.05,0.0
2021-07-27 01:00:00,2021-07-27 02:00:00,3.41,27.57,1.24,11.48,12.97,34.5,3.41,0.29,2.95,3.51,,10.34,12.57,,81.46,1.29,179.9,,738.58,,28.77,0.0
2021-07-27 02:00:00,2021-07-27 03:00:00,2.9,18.54,1.39,10.92,12.66,31.32,3.41,0.27,2.58,3.52,,10.02,12.16,,82.54,1.16,168.37,,738.18,,28.62,0.0
2021-07-27 03:00:00,2021-07-27 04:00:00,5.07,20.83,1.21,11.23,12.69,30.34,3.42,0.26,2.42,3.63,,10.24,12.44,,83.57,1.15,178.76,,737.92,,28.48,0.0
2021-07-27 04:00:00,2021-07-27 05:00:00,5.4,17.6,1.21,12.16,13.55,31.27,3.42,0.25,1.94,3.58,,10.33,12.41,,85.41,1.04,180.75,,737.79,,28.23,0.0
2021-07-27 05:00:00,2021-07-27 06:00:00,3.8,18.47,1.31,12.94,14.49,28.7,3.42,0.26,1.49,3.52,,11.31,13.09,,86.94,0.94,170.46,7.4,737.91,,27.99,0.0
2021-07-27 06:00:00,2021-07-27 07:00:00,2.82,22.19,1.7,13.73,15.84,28.9,3.41,0.28,1.31,3.44,,12.35,13.89,,85.92,1.07,191.02,80.0,738.07,,28.43,0.01
2021-07-27 07:00:00,2021-07-27 08:00:00,24.4,33.42,1.74,13.46,15.64,29.02,3.43,0.28,1.89,3.56,,10.62,12.54,,83.72,1.15,206.93,113.34,738.27,,28.9,0.04
2021-07-27 08:00:00,2021-07-27 09:00:00,,24.94,1.4,12.7,14.38,25.43,3.42,0.29,2.47,3.59,,11.0,12.82,,81.1,0.69,211.17,173.95,738.57,,29.8,0.0
2021-07-27 09:00:00,2021-07-27 10:00:00,,26.2,1.22,11.46,12.91,24.49,3.41,0.3,4.06,4.03,,11.13,12.48,,77.79,0.7,229.15,142.21,738.8,,30.69,0.0
2021-07-27 10:00:00,2021-07-27 11:00:00,6.9,20.86,1.31,13.64,15.15,25.56,3.41,0.38,3.75,3.99,,10.18,11.86,,83.14,0.92,169.73,100.81,738.82,,29.7,0.05
2021-07-27 11:00:00,2021-07-27 12:00:00,8.16,38.0,1.21,14.88,16.23,22.76,3.4,0.44,5.8,4.38,,10.83,13.21,,78.23,0.97,100.32,296.51,738.64,,31.01,0.01
2021-07-27 12:00:00,2021-07-27 13:00:00,7.92,31.48,1.07,12.9,14.08,22.34,3.41,0.42,8.25,5.31,,12.45,13.99,,73.06,1.12,108.39,373.76,738.21,,31.99,0.0
2021-07-27 13:00:00,2021-07-27 14:00:00,7.5,25.88,0.94,12.25,13.22,22.08,3.42,0.39,10.4,5.41,,11.2,12.62,,68.06,1.33,94.44,568.35,737.7,,33.38,0.02
2021-07-27 14:00:00,2021-07-27 15:00:00,6.92,21.73,1.03,13.76,14.82,20.42,3.39,0.38,10.49,5.34,,11.27,13.24,,65.22,1.45,114.25,481.18,737.05,,33.92,0.02
2021-07-27 15:00:00,2021-07-27 16:00:00,16.68,37.72,1.07,18.26,19.25,13.65,2.92,0.36,45.52,4.39,,8.26,10.43,,65.89,1.23,76.25,224.1,736.7,,33.55,0.0
2021-07-27 16:00:00,2021-07-27 17:00:00,10.47,29.52,0.93,18.43,19.19,12.77,2.95,0.41,53.71,2.42,,4.67,9.32,,69.94,1.27,90.91,182.0,736.75,,32.74,0.0
