From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2022-04-18 17:00:00,2022-04-18 18:00:00,12.0,55.53,2.96,5.69,8.75,12.61,56.6,0.13,35.44,0.18,,0.16,,,62.69,1.13,279.56,0.0,,,25.93,0.0
2022-04-18 18:00:00,2022-04-18 19:00:00,15.86,52.3,2.85,5.75,8.65,12.32,56.73,0.13,28.01,0.18,,0.16,,,73.99,0.29,186.37,0.0,,,23.49,0.0
2022-04-18 19:00:00,2022-04-18 20:00:00,27.92,104.36,2.86,5.62,8.55,11.62,57.02,0.13,25.77,0.18,,0.16,,,80.33,0.25,188.62,0.0,,,22.4,0.0
2022-04-18 20:00:00,2022-04-18 21:00:00,45.06,147.32,2.87,5.82,8.77,11.83,56.67,0.13,5.08,0.18,,0.15,,,83.85,0.34,187.63,0.0,,,21.77,0.0
2022-04-18 21:00:00,2022-04-18 22:00:00,41.38,140.94,2.92,5.38,8.48,12.23,57.24,0.13,6.34,0.18,,0.15,,,86.38,0.48,199.64,0.0,,,21.3,0.0
2022-04-18 22:00:00,2022-04-18 23:00:00,36.04,95.38,2.89,5.67,8.64,12.61,56.4,0.13,30.8,0.18,,0.16,,,85.0,0.4,171.73,0.0,,,21.16,0.0
2022-04-18 23:00:00,2022-04-19 00:00:00,24.2,55.28,2.88,5.7,8.62,12.7,56.44,0.13,30.04,0.18,,0.16,,,86.67,0.28,173.16,0.0,,,20.53,0.0
2022-04-19 00:00:00,2022-04-19 01:00:00,20.39,41.65,2.92,5.87,8.83,12.56,56.48,0.13,32.7,0.18,,0.16,,,89.15,0.26,173.15,0.0,,,19.86,0.0
2022-04-19 01:00:00,2022-04-19 02:00:00,15.9,34.5,2.88,5.74,8.68,12.68,56.57,0.13,52.08,0.18,,0.15,,,88.19,0.32,202.98,0.0,,,20.02,0.0
2022-04-19 02:00:00,2022-04-19 03:00:00,15.41,27.22,2.87,5.89,8.8,12.71,56.35,0.13,28.22,0.18,,0.16,,,88.62,0.45,164.18,0.0,,,19.9,0.0
2022-04-19 03:00:00,2022-04-19 04:00:00,14.9,30.54,2.79,5.74,8.56,12.7,56.04,0.13,30.85,0.18,,0.15,,,87.9,0.59,166.1,0.0,,,20.19,0.0
2022-04-19 04:00:00,2022-04-19 05:00:00,15.87,30.06,2.97,5.88,8.92,12.57,55.69,0.13,42.72,0.18,,0.15,,,89.46,0.51,153.92,0.0,,,20.0,0.0
2022-04-19 05:00:00,2022-04-19 06:00:00,14.4,32.22,2.79,5.88,8.7,12.59,55.58,0.13,38.47,0.18,,0.15,,,90.22,0.38,178.81,0.0,,,20.01,0.0
2022-04-19 06:00:00,2022-04-19 07:00:00,14.84,35.36,2.89,5.76,8.74,12.61,55.66,0.13,39.58,0.18,,0.15,,,82.63,0.67,163.69,0.0,,,22.01,0.0
2022-04-19 07:00:00,2022-04-19 08:00:00,16.82,40.05,2.98,5.75,8.85,12.54,55.9,0.13,59.4,0.18,,0.15,,,66.56,0.79,164.89,0.0,,,26.27,0.0
2022-04-19 08:00:00,2022-04-19 09:00:00,16.34,37.44,2.82,5.84,8.71,12.66,55.99,0.13,34.71,0.18,,0.16,,,59.05,0.54,172.22,0.0,,,28.34,0.0
2022-04-19 09:00:00,2022-04-19 10:00:00,15.62,33.86,2.92,5.8,8.8,12.69,55.96,0.13,27.93,0.18,,0.15,,,62.51,0.55,250.82,0.0,,,26.94,0.0
2022-04-19 10:00:00,2022-04-19 11:00:00,14.16,42.86,2.92,5.88,8.85,12.74,56.42,0.13,46.25,0.18,,0.16,,,57.45,1.16,230.25,0.0,,,29.23,0.0
