From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-03-13 15:00:00,2023-03-13 16:00:00,33.78,,291.02,35.61,262.71,44.27,15.29,0.63,,0.0,,,,,70.55,1.81,95.77,1.56,1009.78,30.6,,
2023-03-13 16:00:00,2023-03-13 17:00:00,31.67,,315.9,59.77,295.62,45.37,15.48,0.63,,0.0,,,,,73.2,1.64,92.51,0.01,1009.82,30.28,,
2023-03-13 17:00:00,2023-03-13 18:00:00,26.77,,313.96,78.42,303.96,48.14,15.2,0.63,,0.0,,,,,77.7,1.68,77.63,0.0,1010.1,29.1,,
2023-03-13 18:00:00,2023-03-13 19:00:00,27.8,,312.18,80.74,303.74,49.43,15.26,0.64,,0.0,,,,,81.71,1.31,92.36,0.0,1010.36,28.14,,
2023-03-13 19:00:00,2023-03-13 20:00:00,34.0,,348.96,73.08,329.56,50.99,14.78,0.63,,0.0,,,,,83.9,1.33,88.47,0.0,1010.89,27.69,,
2023-03-13 20:00:00,2023-03-13 21:00:00,33.55,,268.21,67.62,261.0,47.02,13.89,0.62,,0.0,,,,,85.0,1.46,86.29,0.0,1011.6,27.52,,
2023-03-13 21:00:00,2023-03-13 22:00:00,31.11,,228.22,60.1,224.51,42.89,13.89,0.62,,0.0,,,,,85.8,1.54,84.11,0.0,1012.14,27.34,,
2023-03-13 22:00:00,2023-03-13 23:00:00,29.11,,223.42,67.15,224.35,38.13,13.73,0.62,,0.0,,,,,86.26,1.44,82.94,0.0,1012.32,27.16,,
2023-03-13 23:00:00,2023-03-14 00:00:00,33.45,,226.17,55.19,220.23,41.33,14.28,0.63,,0.0,,,,,87.34,1.07,95.37,0.0,1012.12,26.92,,
2023-03-14 00:00:00,2023-03-14 01:00:00,33.88,,323.02,70.47,307.1,46.02,15.56,0.63,,0.0,,,,,88.03,1.0,96.47,0.0,1011.64,26.73,,
