From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2022-09-12 09:00:00,2022-09-12 10:00:00,14.0,,3.28,4.62,5.11,2.76,36.79,0.5,1.84,,,,,,63.07,2.46,221.12,3.35,975.14,28.81,,
2022-09-12 10:00:00,2022-09-12 11:00:00,14.77,,2.13,4.54,4.15,2.74,37.3,0.46,1.99,,,,,,59.68,1.84,208.36,4.3,974.76,29.76,,
2022-09-12 11:00:00,2022-09-12 12:00:00,17.32,37.0,1.71,3.73,3.37,2.73,37.94,0.46,1.73,,,,,,55.9,1.94,203.84,4.93,974.11,30.71,,
2022-09-12 12:00:00,2022-09-12 13:00:00,13.38,34.82,1.95,4.16,3.8,2.84,37.15,0.47,2.0,,,,,,53.88,1.93,218.12,5.91,973.27,31.69,,
2022-09-12 13:00:00,2022-09-12 14:00:00,12.0,35.45,1.75,4.2,3.67,2.82,36.9,0.47,2.08,,,,,,54.2,2.14,226.06,6.28,972.26,31.8,,
2022-09-12 14:00:00,2022-09-12 15:00:00,14.21,34.82,2.65,7.43,6.08,2.91,36.69,0.5,3.56,,,,,,56.14,1.83,234.95,6.53,971.53,32.0,,
2022-09-12 15:00:00,2022-09-12 16:00:00,4.45,16.87,2.35,5.54,5.38,2.9,33.95,0.42,2.02,,,,,,59.14,1.41,229.96,5.73,969.03,31.13,,
2022-09-12 16:00:00,2022-09-12 17:00:00,14.92,42.44,2.77,7.41,6.21,2.87,36.34,0.49,1.75,,,,,,54.08,2.2,253.07,6.14,971.3,31.75,,
2022-09-12 17:00:00,2022-09-12 18:00:00,15.23,48.37,3.42,9.47,7.81,2.9,36.53,0.5,1.92,,,,,,59.83,1.99,263.37,3.83,972.07,30.24,,
2022-09-12 18:00:00,2022-09-12 19:00:00,16.54,55.8,5.06,12.13,10.58,2.76,36.97,0.51,1.8,,,,,,63.16,1.35,251.91,2.55,973.08,29.03,,
2022-09-12 19:00:00,2022-09-12 20:00:00,20.08,49.27,6.04,12.47,11.54,2.87,38.07,0.52,2.3,,,,,,65.24,1.4,280.37,2.04,974.02,28.23,,
2022-09-12 20:00:00,2022-09-12 21:00:00,23.31,42.36,5.91,11.84,11.1,2.83,37.4,0.52,,,,,,,66.26,1.24,266.43,1.83,974.59,27.82,,
2022-09-12 21:00:00,2022-09-12 22:00:00,15.5,40.27,5.04,11.2,10.05,2.72,36.62,0.5,,,,,,,68.84,1.04,250.39,1.55,975.33,27.12,,
