From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2022-02-15 16:00:00,2022-02-15 17:00:00,56.6,263.7,1.39,18.68,20.72,48.83,5.18,0.56,95.11,2.23,,4.38,5.48,,,,,0.0,,,,0.0
2022-02-15 17:00:00,2022-02-15 18:00:00,55.6,155.72,1.63,23.95,26.31,42.36,5.06,0.68,76.58,2.47,,4.38,6.78,,,,,0.0,,,,0.0
2022-02-15 18:00:00,2022-02-15 19:00:00,44.6,163.7,2.03,40.22,43.08,37.81,3.28,1.12,44.44,4.47,,7.97,15.11,,,0.67,169.48,0.0,,,19.4,0.0
2022-02-15 19:00:00,2022-02-15 20:00:00,84.8,254.82,3.82,56.9,62.42,45.21,2.14,1.63,12.86,5.97,,22.03,41.7,,,0.27,137.28,0.0,,,18.58,0.13
2022-02-15 20:00:00,2022-02-15 21:00:00,123.3,369.09,4.48,47.65,54.23,57.78,2.04,1.77,7.23,6.84,,35.34,65.15,,,0.16,55.33,0.0,,,17.98,0.07
2022-02-15 21:00:00,2022-02-15 22:00:00,174.6,376.2,8.25,54.55,66.87,61.62,2.08,1.74,9.39,7.67,,38.29,76.1,,,0.23,47.48,0.0,,,17.4,0.0
2022-02-15 22:00:00,2022-02-15 23:00:00,148.0,376.3,18.01,73.43,100.48,63.98,2.19,2.12,0.84,8.18,,39.6,78.88,,,0.12,54.65,0.0,,,16.81,0.2
2022-02-15 23:00:00,2022-02-16 00:00:00,159.9,474.97,15.29,65.01,87.96,67.58,2.26,2.26,,9.29,,40.15,81.11,,,0.29,99.75,0.0,,,16.13,0.0
2022-02-16 00:00:00,2022-02-16 01:00:00,198.8,397.84,15.96,61.23,85.25,67.38,2.3,2.29,2.86,11.11,,40.97,84.31,,,0.81,178.6,0.0,,,15.75,0.0
2022-02-16 01:00:00,2022-02-16 02:00:00,210.5,343.54,9.0,48.22,61.69,62.0,2.28,1.83,1.14,12.34,,40.88,83.22,,,1.33,199.02,0.0,,,14.72,0.0
2022-02-16 02:00:00,2022-02-16 03:00:00,215.3,300.13,7.86,42.71,54.47,61.03,2.27,1.75,0.23,12.59,,39.38,80.73,,,1.2,197.2,0.0,,,14.23,0.0
2022-02-16 03:00:00,2022-02-16 04:00:00,199.7,262.13,12.64,45.38,64.41,56.71,2.33,1.56,0.41,12.51,,37.87,79.56,,,1.45,202.01,0.0,,,13.82,0.0
2022-02-16 04:00:00,2022-02-16 05:00:00,288.8,386.64,17.11,50.7,76.52,49.47,2.33,1.47,,11.56,,35.05,73.7,,,1.69,212.75,0.0,,,13.57,0.0
2022-02-16 05:00:00,2022-02-16 06:00:00,203.9,277.09,13.77,40.42,61.2,48.36,2.33,1.49,,10.69,,32.9,69.61,,,1.92,225.87,0.0,,,12.93,0.0
2022-02-16 06:00:00,2022-02-16 07:00:00,187.2,252.34,7.78,33.7,45.38,51.31,2.28,1.32,0.67,11.72,,29.85,64.34,,,2.25,230.15,0.36,,,13.05,0.0
2022-02-16 07:00:00,2022-02-16 08:00:00,123.9,201.98,5.78,33.55,42.19,51.81,2.23,1.22,1.36,10.97,,27.23,58.42,,,1.79,234.73,94.94,,,13.51,0.0
2022-02-16 08:00:00,2022-02-16 09:00:00,147.1,256.2,6.02,31.27,40.28,55.2,2.24,1.24,1.55,10.54,,27.59,59.05,,,2.11,219.81,300.03,,,15.01,0.0
2022-02-16 09:00:00,2022-02-16 10:00:00,151.2,287.9,8.98,37.84,51.39,53.29,2.24,1.22,,9.77,,27.18,59.22,,,3.44,215.84,474.98,,,16.8,0.0
2022-02-16 10:00:00,2022-02-16 11:00:00,132.5,258.37,6.97,42.97,40.03,56.5,2.06,0.86,0.58,6.42,,16.93,36.62,,,2.44,162.53,450.03,,,18.77,0.0
2022-02-16 11:00:00,2022-02-16 12:00:00,130.2,311.2,4.14,34.8,40.93,61.11,1.95,0.92,16.2,6.87,,16.96,36.95,,,3.19,217.34,702.81,,,20.24,0.0
2022-02-16 12:00:00,2022-02-16 13:00:00,76.7,189.58,3.64,24.11,29.51,57.9,1.85,0.78,17.59,5.27,,14.28,33.12,,,2.73,227.94,728.26,,,21.32,0.0
2022-02-16 13:00:00,2022-02-16 14:00:00,58.5,149.44,2.81,22.19,26.38,48.34,2.31,0.61,47.84,4.52,,14.19,31.91,,,3.05,223.78,719.7,,,21.88,0.34
2022-02-16 14:00:00,2022-02-16 15:00:00,51.4,119.87,2.14,25.58,28.73,40.34,2.29,0.6,70.27,2.11,,2.93,4.28,,,2.69,259.18,682.15,,,22.36,0.77
2022-02-16 15:00:00,2022-02-16 16:00:00,59.3,220.07,2.67,18.8,22.77,61.28,1.69,0.57,32.25,2.79,,4.49,8.09,,,2.38,194.16,524.99,,,22.53,0.0
2022-02-16 16:00:00,2022-02-16 17:00:00,49.1,138.3,2.99,14.23,18.76,64.92,1.78,0.54,20.94,3.61,,8.51,16.35,,,2.55,57.95,345.21,,,22.36,0.0
2022-02-16 17:00:00,2022-02-16 18:00:00,29.41,91.35,2.66,13.59,17.57,54.97,1.83,0.55,33.3,3.78,,13.39,27.5,,,1.53,73.33,105.91,,,21.52,0.0
2022-02-16 18:00:00,2022-02-16 19:00:00,24.66,72.28,3.37,25.63,30.62,47.59,1.91,0.98,31.12,4.07,,19.44,42.54,,,0.85,80.54,0.4,,,20.48,0.0
2022-02-16 19:00:00,2022-02-16 20:00:00,38.28,110.46,4.33,42.59,48.96,52.69,2.01,1.67,17.47,5.1,,24.54,49.91,,,0.17,123.23,0.0,,,19.72,0.0
