From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2023-03-13 16:00:00,2023-03-13 17:00:00,26.0,132.0,1.5,6.4,4.6,14.7,5.5,0.34,138.7,0.0,2.5,0.1,0.2,,15.0,0.5,158.0,68.0,,,29.7,0.0
2023-03-13 17:00:00,2023-03-13 18:00:00,25.0,132.75,0.95,10.75,6.53,14.28,5.93,0.4,134.72,0.0,2.6,0.17,0.25,0.08,16.0,0.67,263.5,39.25,,,29.3,0.0
2023-03-13 18:00:00,2023-03-13 19:00:00,27.5,165.25,1.85,40.67,23.15,14.17,6.88,0.84,95.15,0.0,2.65,0.18,0.28,0.05,23.25,0.17,208.75,17.5,,,27.52,0.0
2023-03-13 19:00:00,2023-03-13 20:00:00,64.5,355.75,9.18,95.15,58.05,14.28,8.7,1.69,35.6,0.08,2.88,0.17,0.47,0.23,29.5,0.28,167.0,13.25,,,25.02,0.0
2023-03-13 20:00:00,2023-03-13 21:00:00,116.75,571.25,2.88,48.08,27.92,24.88,8.07,1.19,55.68,0.1,3.08,0.25,0.62,0.18,29.25,0.3,201.0,13.0,,,24.6,0.0
2023-03-13 21:00:00,2023-03-13 22:00:00,122.5,533.25,4.2,74.1,42.85,36.8,7.3,2.29,18.2,0.12,3.02,0.15,0.55,0.18,39.0,0.17,172.25,13.0,,,23.27,0.0
2023-03-13 22:00:00,2023-03-13 23:00:00,175.0,697.25,10.85,72.7,47.5,48.77,5.88,1.65,11.3,0.2,3.07,0.2,0.38,0.12,45.5,0.15,106.33,13.75,,,22.3,0.0
2023-03-13 23:00:00,2023-03-14 00:00:00,138.5,512.0,61.9,80.45,93.12,47.65,5.62,1.91,7.5,0.2,3.07,0.15,0.67,0.2,49.25,0.25,167.0,13.5,,,22.03,0.0
2023-03-14 00:00:00,2023-03-14 01:00:00,114.5,423.75,32.88,76.85,67.6,50.6,4.28,1.85,5.92,0.2,3.17,0.23,0.7,0.23,48.0,0.2,131.5,13.75,,,21.6,0.0
2023-03-14 01:00:00,2023-03-14 02:00:00,98.0,332.0,22.5,74.45,57.93,52.83,4.05,1.75,5.88,0.2,3.25,0.3,0.73,0.25,50.0,0.22,126.5,14.0,,,21.2,0.0
2023-03-14 02:00:00,2023-03-14 03:00:00,82.0,246.25,15.93,67.25,48.72,55.95,4.03,1.57,7.02,0.2,3.3,0.28,0.45,0.12,52.5,0.2,127.25,13.5,,,20.82,0.0
2023-03-14 03:00:00,2023-03-14 04:00:00,72.75,218.5,9.28,57.77,38.23,57.33,3.9,1.16,13.6,0.2,3.3,0.28,0.45,0.18,49.25,0.27,162.0,13.0,,,20.57,0.0
2023-03-14 04:00:00,2023-03-14 05:00:00,59.25,189.25,2.75,52.77,30.33,53.45,3.58,0.96,17.0,0.2,3.2,0.15,0.5,0.22,53.25,0.25,216.0,13.25,,,20.07,0.0
2023-03-14 05:00:00,2023-03-14 06:00:00,54.0,165.75,5.78,69.58,41.7,49.43,3.55,0.94,10.62,0.2,3.12,0.25,0.57,0.18,57.0,0.35,157.25,14.0,,,19.9,0.0
2023-03-14 06:00:00,2023-03-14 07:00:00,61.5,221.75,7.58,61.62,38.92,48.15,3.4,1.07,9.6,0.18,3.1,0.1,0.52,0.27,59.25,0.35,129.0,15.5,,,19.82,0.0
2023-03-14 07:00:00,2023-03-14 08:00:00,77.0,405.25,15.95,57.1,43.35,53.25,4.35,1.46,14.57,0.2,2.98,0.28,0.62,0.15,55.0,0.4,139.5,30.25,,,21.12,0.0
2023-03-14 08:00:00,2023-03-14 09:00:00,113.0,503.75,9.77,45.58,32.17,51.9,8.0,1.09,31.5,0.2,2.92,0.22,0.5,0.2,41.5,0.45,59.25,72.75,,,22.75,0.0
2023-03-14 09:00:00,2023-03-14 10:00:00,81.5,300.75,3.32,25.65,16.38,42.28,9.15,0.81,88.28,0.2,2.65,0.08,0.25,0.05,33.5,0.62,38.0,129.75,,,24.3,0.0
2023-03-14 10:00:00,2023-03-14 11:00:00,51.0,203.5,2.57,22.13,13.9,36.85,8.03,0.75,108.92,0.1,2.45,0.17,0.4,0.15,26.25,0.55,159.0,170.75,,,27.08,0.0
2023-03-14 11:00:00,2023-03-14 12:00:00,42.0,185.25,1.9,14.12,9.05,32.25,7.25,0.66,137.2,0.1,2.4,0.12,0.35,0.1,22.0,0.82,297.5,195.0,,,28.1,0.0
2023-03-14 12:00:00,2023-03-14 13:00:00,22.5,171.0,1.5,18.85,11.25,27.5,9.0,0.55,148.25,0.1,2.48,0.18,0.3,0.15,16.0,1.23,276.75,167.0,,,29.18,0.0
2023-03-14 13:00:00,2023-03-14 14:00:00,18.0,162.0,1.8,9.1,6.33,21.4,6.78,0.51,139.97,0.1,2.5,0.15,0.38,0.05,14.5,1.4,285.25,208.5,,,29.17,0.0
2023-03-14 14:00:00,2023-03-14 15:00:00,17.75,112.75,1.48,7.75,5.33,18.72,5.1,0.5,139.98,0.1,2.48,0.2,0.3,0.05,14.0,1.82,338.0,182.75,,,28.88,0.0
2023-03-14 15:00:00,2023-03-14 16:00:00,23.25,90.25,1.35,8.32,5.55,17.22,4.65,0.47,140.28,0.1,2.23,0.2,0.27,0.08,14.25,1.23,301.5,140.25,,,29.5,0.0
2023-03-14 16:00:00,2023-03-14 17:00:00,24.0,91.0,1.38,7.23,4.98,16.15,4.25,0.39,142.7,0.05,2.38,0.2,0.28,0.05,15.5,0.93,186.75,68.25,,,29.1,0.0
2023-03-14 17:00:00,2023-03-14 18:00:00,21.25,82.0,1.4,11.65,7.32,16.6,4.75,0.51,129.35,0.03,2.52,0.2,0.28,0.05,18.25,0.42,103.5,35.25,,,28.38,0.0
2023-03-14 18:00:00,2023-03-14 19:00:00,33.75,185.0,1.62,36.8,20.9,16.55,6.05,1.0,83.92,0.05,2.67,0.2,0.35,0.05,24.25,0.17,51.25,13.5,,,27.75,0.0
2023-03-14 19:00:00,2023-03-14 20:00:00,113.25,589.5,12.0,115.82,71.35,29.55,15.1,3.09,17.5,0.1,3.02,0.18,0.5,0.12,31.25,0.17,95.5,13.5,,,24.85,0.0
2023-03-14 20:00:00,2023-03-14 21:00:00,261.0,846.0,16.57,101.35,67.4,51.3,13.7,3.64,8.28,0.25,3.27,0.3,0.6,0.25,38.5,0.15,297.0,13.0,,,24.07,0.0
2023-03-14 21:00:00,2023-03-14 22:00:00,239.25,707.75,83.9,105.03,124.08,43.6,11.1,3.62,5.45,0.3,3.42,0.25,0.42,0.15,39.75,0.3,134.75,13.0,,,23.95,0.0
2023-03-14 22:00:00,2023-03-14 23:00:00,184.0,511.5,63.28,95.6,102.28,53.45,9.93,3.52,4.78,0.4,4.08,0.78,0.7,0.38,41.5,0.4,118.25,13.25,,,23.38,0.0
2023-03-14 23:00:00,2023-03-15 00:00:00,166.0,484.75,46.23,89.35,85.07,54.7,8.08,3.04,4.35,0.4,4.28,0.95,1.27,0.55,42.5,0.35,147.75,14.0,,,22.77,0.0
2023-03-15 00:00:00,2023-03-15 01:00:00,136.25,375.75,52.5,84.55,87.67,53.4,5.72,2.78,4.27,0.38,4.27,0.75,1.32,0.3,47.75,0.25,150.25,13.5,,,22.2,0.0
2023-03-15 01:00:00,2023-03-15 02:00:00,116.5,297.25,39.42,81.97,75.65,56.1,5.17,2.63,4.7,0.32,4.2,0.68,0.73,0.35,47.0,0.3,136.25,13.5,,,21.92,0.0
2023-03-15 02:00:00,2023-03-15 03:00:00,114.75,292.5,34.35,71.65,66.05,58.87,4.45,2.45,4.55,0.33,4.3,0.6,1.05,0.2,51.0,0.15,136.25,13.75,,,21.25,0.0
2023-03-15 03:00:00,2023-03-15 04:00:00,104.0,254.75,38.35,63.37,64.9,64.78,3.83,2.29,5.25,0.3,4.35,0.65,1.15,0.37,54.5,0.28,136.25,13.5,,,20.45,0.0
2023-03-15 04:00:00,2023-03-15 05:00:00,95.0,258.5,12.75,66.62,45.8,63.27,3.65,1.93,5.87,0.3,4.25,0.45,1.1,0.4,52.0,0.3,164.5,14.0,,,20.45,0.0
2023-03-15 05:00:00,2023-03-15 06:00:00,121.25,387.5,19.77,58.23,47.05,65.45,3.28,1.94,6.92,0.3,4.0,0.47,0.65,0.2,59.75,0.3,102.0,13.5,,,19.88,0.0
2023-03-15 06:00:00,2023-03-15 07:00:00,171.5,663.0,12.35,58.6,41.2,66.03,3.03,1.69,6.8,0.3,3.9,0.55,0.85,0.38,56.25,0.43,157.0,15.0,,,19.75,0.0
2023-03-15 07:00:00,2023-03-15 08:00:00,114.0,450.75,13.88,54.47,40.27,66.7,3.28,1.66,11.88,0.3,3.7,0.6,0.78,0.15,54.25,0.35,60.75,35.5,,,20.02,0.0
2023-03-15 08:00:00,2023-03-15 09:00:00,100.5,488.5,8.77,39.88,28.32,50.88,6.25,0.92,29.35,0.27,3.3,0.35,0.47,0.17,38.5,0.5,63.25,73.25,,,22.62,0.0
2023-03-15 09:00:00,2023-03-15 10:00:00,52.0,219.0,3.95,24.38,16.2,39.23,6.15,0.75,60.85,0.2,2.9,0.17,0.62,0.15,31.75,0.57,100.75,110.5,,,24.4,0.0
2023-03-15 10:00:00,2023-03-15 11:00:00,40.25,176.25,3.25,17.55,11.95,34.08,6.12,0.78,86.32,0.2,2.65,0.2,0.45,0.15,27.5,0.4,136.5,128.0,,,26.6,0.0
2023-03-15 11:00:00,2023-03-15 12:00:00,38.5,167.25,1.6,13.8,8.25,31.2,6.75,0.79,109.38,0.15,2.62,0.28,0.45,0.15,23.75,0.43,105.75,122.75,,,26.3,0.0
2023-03-15 12:00:00,2023-03-15 13:00:00,34.5,169.5,1.62,13.62,8.57,27.18,6.72,0.76,128.55,0.1,2.8,0.3,0.45,0.12,21.5,0.6,223.5,150.75,,,27.17,0.0
2023-03-15 13:00:00,2023-03-15 14:00:00,37.75,165.5,1.62,12.88,8.18,25.23,6.38,0.69,136.68,0.1,2.8,0.3,0.35,0.15,21.25,0.38,227.75,113.0,,,27.75,0.0
2023-03-15 14:00:00,2023-03-15 15:00:00,33.5,186.25,1.57,12.18,7.75,22.93,5.75,0.56,134.23,0.1,2.8,0.3,0.38,0.08,18.75,0.3,210.25,87.75,,,27.98,0.0
2023-03-15 15:00:00,2023-03-15 16:00:00,29.0,165.75,1.83,12.07,7.9,19.85,5.47,0.51,129.6,0.1,2.85,0.2,0.35,0.05,18.75,0.4,229.75,64.0,,,27.83,0.0
2023-03-15 16:00:00,2023-03-15 17:00:00,36.0,240.0,1.77,18.8,11.43,20.15,7.47,0.58,126.03,0.1,3.0,0.23,0.4,0.2,23.75,0.78,251.25,41.5,,,27.05,0.0
2023-03-15 17:00:00,2023-03-15 18:00:00,37.75,340.5,1.22,13.95,8.4,20.43,8.3,0.54,107.1,0.1,3.35,0.28,0.45,0.12,25.5,1.18,269.5,26.25,,,26.7,0.0
2023-03-15 18:00:00,2023-03-15 19:00:00,41.0,240.75,1.42,20.8,12.22,19.08,8.43,0.62,94.65,0.1,3.4,0.22,0.35,0.17,26.75,0.97,267.0,13.75,,,26.2,0.0
2023-03-15 19:00:00,2023-03-15 20:00:00,42.0,249.25,1.5,32.8,18.67,18.3,12.28,0.84,74.22,0.1,3.62,0.28,0.47,0.1,28.5,0.68,251.25,13.25,,,25.65,0.0
2023-03-15 20:00:00,2023-03-15 21:00:00,60.25,292.75,1.45,28.1,16.18,17.98,11.18,0.69,71.72,0.1,3.92,0.57,0.67,0.12,30.0,0.62,235.5,13.25,,,25.17,0.0
2023-03-15 21:00:00,2023-03-15 22:00:00,69.5,380.25,1.25,13.38,8.15,18.18,9.12,0.42,89.53,0.1,3.7,0.38,0.38,0.2,31.75,0.75,238.5,13.75,,,25.25,0.0
2023-03-15 22:00:00,2023-03-15 23:00:00,31.5,217.5,0.78,15.65,8.97,18.22,7.65,0.43,79.25,0.1,3.5,0.3,0.4,0.03,35.5,0.25,235.5,13.75,,,24.62,0.0
2023-03-15 23:00:00,2023-03-16 00:00:00,34.25,247.75,1.52,25.9,14.97,18.65,6.85,0.5,57.9,0.08,3.62,0.2,0.43,0.17,38.5,0.2,146.5,13.5,,,23.95,0.0
2023-03-16 00:00:00,2023-03-16 01:00:00,39.5,220.25,1.25,27.58,15.68,23.75,4.8,0.57,40.67,0.1,4.07,0.27,0.4,0.03,45.0,0.25,141.0,13.0,,,23.75,0.0
