From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-02-28 16:00:00,2023-02-28 17:00:00,28.0,91.0,1.4,20.9,12.3,19.0,7.7,0.85,126.9,2.6,6.8,1.1,2.1,1.3,15.0,0.9,266.0,113.0,,33.5,0.0,
2023-02-28 17:00:00,2023-02-28 18:00:00,26.75,94.5,2.95,55.35,31.82,22.7,7.47,1.57,81.33,4.72,12.02,2.23,4.07,2.78,17.75,0.43,286.25,66.5,,32.85,0.0,
2023-02-28 18:00:00,2023-02-28 19:00:00,41.75,149.25,13.97,83.78,55.92,34.33,7.55,2.39,20.58,9.15,29.0,5.82,10.95,8.65,26.75,0.33,339.25,35.5,,30.23,0.0,
2023-02-28 19:00:00,2023-02-28 20:00:00,88.75,286.5,63.08,92.83,100.62,35.52,8.95,3.16,7.1,11.95,42.5,8.88,16.85,13.7,32.25,0.25,102.75,34.0,,28.82,0.0,
2023-02-28 20:00:00,2023-02-28 21:00:00,112.5,310.25,19.52,74.55,55.5,32.17,9.17,2.3,13.7,14.8,58.55,12.15,24.35,20.55,32.75,0.28,49.0,34.0,,27.6,0.0,
2023-02-28 21:00:00,2023-02-28 22:00:00,75.5,302.75,8.73,52.18,34.85,23.67,8.93,1.56,31.3,7.9,26.05,6.08,10.93,8.73,34.25,0.27,75.75,34.0,,26.82,0.0,
2023-02-28 22:00:00,2023-02-28 23:00:00,53.0,199.25,4.15,40.5,24.9,21.47,9.95,1.29,35.75,6.3,15.33,2.7,5.77,4.15,39.0,0.35,125.5,33.75,,25.55,0.0,
2023-02-28 23:00:00,2023-03-01 00:00:00,49.0,155.25,3.12,22.27,14.4,20.75,8.72,0.9,52.3,5.3,9.62,2.12,3.5,2.25,47.5,0.65,131.75,33.75,,25.52,0.0,
2023-03-01 00:00:00,2023-03-01 01:00:00,45.25,119.0,0.3,17.7,9.25,22.55,7.33,0.8,57.3,4.32,6.35,0.7,1.67,1.0,44.75,0.32,71.0,33.75,,24.48,0.0,
2023-03-01 01:00:00,2023-03-01 02:00:00,39.25,95.0,0.9,13.45,7.2,23.33,6.25,0.69,58.92,4.88,6.77,1.15,1.8,1.18,49.5,0.43,130.5,34.0,,23.9,0.0,
2023-03-01 02:00:00,2023-03-01 03:00:00,36.25,90.75,0.3,13.72,7.55,23.07,5.18,0.61,61.48,3.75,4.75,0.8,1.12,0.6,56.5,0.65,54.0,34.0,,24.02,0.0,
2023-03-01 03:00:00,2023-03-01 04:00:00,34.0,87.0,0.52,10.8,6.2,21.55,5.7,0.57,61.38,3.23,3.23,0.88,0.82,0.53,56.5,0.7,59.5,34.0,,23.27,0.0,
2023-03-01 04:00:00,2023-03-01 05:00:00,34.33,78.67,0.23,12.0,6.57,18.23,5.77,0.55,54.83,2.73,2.73,0.77,0.67,0.43,55.0,0.63,54.0,33.0,,22.7,0.0,
2023-03-01 05:00:00,2023-03-01 06:00:00,35.5,83.5,1.28,17.3,10.22,14.85,5.55,0.55,45.2,2.62,3.1,0.7,0.72,0.45,58.75,0.45,121.75,33.25,,22.23,0.0,
