From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2022-08-08 16:00:00,2022-08-08 17:00:00,10.06,87.7,8.87,12.38,13.8,14.55,32.3,1.36,5.61,,,,,,,4.03,240.42,162.19,998.53,34.31,,
2022-08-08 17:00:00,2022-08-08 18:00:00,10.0,76.19,10.15,15.09,16.28,16.12,31.46,1.09,5.35,,,,,,,3.38,245.77,26.48,999.26,32.75,,
2022-08-08 18:00:00,2022-08-08 19:00:00,10.71,54.58,16.55,19.89,24.03,23.44,29.78,0.85,5.64,,,,,,,1.24,259.58,0.15,999.82,30.22,,
2022-08-08 19:00:00,2022-08-08 20:00:00,15.28,60.75,27.29,27.77,36.96,37.88,29.03,0.42,5.52,,,,,,,0.78,253.94,0.0,,30.21,,
2022-08-08 20:00:00,2022-08-08 21:00:00,25.05,99.68,38.02,26.93,45.24,45.45,28.14,1.46,5.51,,,,,,,0.62,256.62,0.0,,30.18,,
2022-08-08 21:00:00,2022-08-08 22:00:00,29.41,121.63,38.15,28.63,46.25,47.34,28.28,1.79,5.56,,,,,,,0.62,235.61,0.0,,30.1,,
2022-08-08 22:00:00,2022-08-08 23:00:00,33.53,131.34,34.31,25.27,41.34,40.82,28.55,0.85,5.61,,,,,,,1.35,242.04,0.0,,30.41,,
2022-08-08 23:00:00,2022-08-09 00:00:00,26.53,91.88,16.58,19.74,23.98,26.37,29.7,0.34,5.34,,,,,,,2.9,234.05,0.0,,31.11,,
2022-08-09 00:00:00,2022-08-09 01:00:00,13.16,53.55,9.62,10.7,13.5,13.32,30.21,0.48,5.35,,,,,,,3.4,236.2,0.0,,31.19,,
2022-08-09 01:00:00,2022-08-09 02:00:00,15.32,45.38,8.58,14.57,14.72,16.78,29.71,0.36,5.17,,,,,,,3.05,238.37,0.0,,30.68,,
2022-08-09 02:00:00,2022-08-09 03:00:00,13.06,41.28,6.13,6.88,8.64,15.38,28.62,0.13,5.26,,,,,,,3.1,245.97,0.0,,30.3,,
2022-08-09 03:00:00,2022-08-09 04:00:00,9.59,31.57,6.17,7.45,8.96,12.12,28.51,1.3,5.4,,,,,,,2.75,248.75,0.0,,29.81,,
2022-08-09 04:00:00,2022-08-09 05:00:00,7.59,23.28,7.56,8.24,10.53,12.54,27.37,0.93,5.31,,,,,,,2.38,234.5,0.0,,29.28,,
2022-08-09 05:00:00,2022-08-09 06:00:00,11.94,34.02,15.68,26.4,26.8,29.61,28.63,0.17,5.46,,,,,,,3.13,228.71,0.0,,29.21,,
2022-08-09 06:00:00,2022-08-09 07:00:00,16.82,50.71,17.62,26.57,28.47,31.12,28.66,0.07,5.11,,,,,,,3.03,229.89,35.67,,29.01,,
2022-08-09 07:00:00,2022-08-09 08:00:00,19.41,65.87,16.15,29.53,28.83,31.71,28.83,0.66,5.35,,,,,,,3.47,220.43,120.71,,29.34,,
2022-08-09 08:00:00,2022-08-09 09:00:00,19.3,72.0,19.67,33.14,33.62,36.19,29.31,0.71,5.36,,,,,,,3.87,225.17,354.12,,30.27,,
2022-08-09 09:00:00,2022-08-09 10:00:00,19.7,82.53,12.6,24.74,23.4,27.77,29.17,0.91,5.58,,,,,,,4.39,231.65,615.31,,31.62,,
