From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2022-08-08 16:00:00,2022-08-08 17:00:00,7.0,72.13,6.84,3.17,7.25,9.25,9.22,4.76,13.66,,,,,,66.22,2.88,240.58,0.0,,33.22,,
2022-08-08 17:00:00,2022-08-08 18:00:00,6.13,65.61,6.48,3.38,7.05,9.49,8.95,5.28,13.62,,,,,,65.15,2.87,240.04,0.0,,32.71,,
2022-08-08 18:00:00,2022-08-08 19:00:00,5.12,54.66,8.34,4.02,8.92,9.58,8.5,4.76,13.74,,,,,,63.56,2.74,238.89,0.0,,31.87,,
2022-08-08 19:00:00,2022-08-08 20:00:00,10.23,42.57,10.04,2.24,9.36,8.89,8.36,4.3,13.84,,,,,,61.4,2.57,236.73,0.0,,30.75,,
2022-08-08 20:00:00,2022-08-08 21:00:00,6.62,36.09,11.39,1.58,10.1,8.28,8.5,4.68,13.7,,,,,,59.67,3.02,242.72,0.0,,29.9,,
2022-08-08 21:00:00,2022-08-08 22:00:00,5.16,30.48,12.61,1.83,11.23,7.58,8.35,4.89,14.04,,,,,,58.31,2.63,237.73,0.0,,29.23,,
2022-08-08 22:00:00,2022-08-08 23:00:00,7.62,30.31,14.08,1.1,12.04,7.79,8.73,4.65,13.92,,,,,,57.1,2.48,242.21,0.0,,28.62,,
2022-08-08 23:00:00,2022-08-09 00:00:00,6.25,24.05,15.38,0.54,12.78,8.15,8.41,4.36,13.79,,,,,,56.52,2.98,254.88,0.0,,28.33,,
2022-08-09 00:00:00,2022-08-09 01:00:00,1.64,21.48,16.41,0.68,13.7,8.34,9.21,4.64,14.0,,,,,,55.96,2.54,250.05,0.0,,28.06,,
2022-08-09 01:00:00,2022-08-09 02:00:00,0.5,22.52,17.92,0.76,14.97,8.04,8.86,4.12,13.82,,,,,,55.37,2.54,251.23,0.0,,27.74,,
2022-08-09 02:00:00,2022-08-09 03:00:00,0.88,20.76,19.51,0.74,16.27,7.99,8.93,4.12,13.79,,,,,,54.79,2.5,255.31,0.0,,27.45,,
2022-08-09 03:00:00,2022-08-09 04:00:00,0.02,19.76,20.83,0.66,17.29,8.06,9.12,3.62,13.79,,,,,,54.69,2.38,248.54,0.0,,27.42,,
2022-08-09 04:00:00,2022-08-09 05:00:00,2.5,17.81,21.55,0.58,17.84,8.02,8.66,3.82,13.77,,,,,,54.62,2.62,241.46,0.0,,27.37,,
