From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2022-05-26 16:00:00,2022-05-26 17:00:00,,,5.99,2.96,,,7.42,0.26,140.96,0.0,0.0,,,,55.47,3.02,76.87,45.02,0.0,28.22,0.0
2022-05-26 17:00:00,2022-05-26 18:00:00,,,6.03,3.0,10.04,,5.04,0.2,140.56,0.0,0.0,,,,57.94,2.43,61.42,3.23,0.0,27.03,0.0
2022-05-26 18:00:00,2022-05-26 19:00:00,21.02,22.81,6.04,3.04,10.04,,6.32,0.28,123.19,0.0,0.0,,,,55.6,2.0,47.6,1.05,0.0,28.11,0.0
2022-05-26 19:00:00,2022-05-26 20:00:00,20.9,22.53,5.99,3.0,10.0,,9.39,0.33,107.02,0.0,0.0,,,,53.34,1.12,53.94,0.0,0.0,28.25,0.0
2022-05-26 20:00:00,2022-05-26 21:00:00,,,6.03,2.94,10.01,,11.46,0.37,94.42,0.0,0.0,,,,47.7,1.96,110.4,0.0,0.0,28.84,0.0
2022-05-26 21:00:00,2022-05-26 22:00:00,17.63,23.23,5.95,2.98,9.97,,13.17,0.46,71.42,0.0,0.0,,,,46.5,1.82,129.44,0.0,0.0,29.25,0.0
2022-05-26 22:00:00,2022-05-26 23:00:00,16.28,21.41,6.0,3.01,9.99,,10.72,0.45,61.38,0.0,0.0,,,,57.66,1.59,173.97,0.0,0.0,27.78,0.0
2022-05-26 23:00:00,2022-05-27 00:00:00,13.82,17.28,5.98,3.0,9.93,,9.29,0.36,87.59,0.0,0.0,,,,50.45,2.11,63.04,0.0,0.0,28.34,0.0
2022-05-27 00:00:00,2022-05-27 01:00:00,,,5.98,3.01,9.95,,5.32,0.18,107.98,0.0,0.0,,,,50.76,1.48,127.36,0.0,0.0,27.86,0.0
2022-05-27 01:00:00,2022-05-27 02:00:00,,,5.98,3.0,9.96,,6.67,0.22,98.68,0.0,0.0,,,,49.27,2.16,74.65,0.0,0.0,27.8,0.0
2022-05-27 02:00:00,2022-05-27 03:00:00,,,6.02,3.0,10.06,,6.0,0.16,87.63,0.0,0.0,,,,55.13,2.65,76.84,0.0,0.0,27.0,0.0
2022-05-27 03:00:00,2022-05-27 04:00:00,,,6.03,3.01,9.97,,7.07,0.11,84.05,0.0,0.0,,,,51.64,2.62,80.59,0.0,0.0,27.62,0.0
2022-05-27 04:00:00,2022-05-27 05:00:00,8.29,8.85,5.96,3.0,9.98,,6.86,0.11,77.5,0.0,0.0,,,,53.48,2.78,83.52,0.0,0.0,27.41,0.0
2022-05-27 05:00:00,2022-05-27 06:00:00,7.54,8.08,6.01,3.03,9.97,,5.48,0.12,63.39,0.0,0.0,,,,59.45,2.37,90.1,0.0,0.0,26.75,0.0
2022-05-27 06:00:00,2022-05-27 07:00:00,5.84,7.97,5.98,3.02,9.97,,3.38,0.11,51.65,0.0,0.0,,,,63.69,2.55,88.09,24.67,0.0,26.39,0.0
2022-05-27 07:00:00,2022-05-27 08:00:00,5.46,10.76,6.05,3.06,10.03,,4.31,0.15,51.67,0.0,0.0,,,,64.91,2.62,82.4,121.83,0.0,26.72,0.0
2022-05-27 08:00:00,2022-05-27 09:00:00,6.29,9.09,5.99,2.99,10.0,,4.37,0.14,72.0,0.0,0.0,,,,60.89,2.95,68.27,328.2,0.0,27.99,0.0
2022-05-27 09:00:00,2022-05-27 10:00:00,12.58,13.32,5.98,3.03,9.99,,3.42,0.12,91.98,0.0,0.0,,,,55.35,2.91,56.68,483.23,0.0,29.3,0.0
2022-05-27 10:00:00,2022-05-27 11:00:00,15.66,17.75,6.0,2.99,9.95,,4.63,0.12,122.28,0.0,0.0,,,,47.99,2.61,46.88,597.4,0.0,30.85,0.0
2022-05-27 11:00:00,2022-05-27 12:00:00,12.15,13.97,6.04,3.0,10.04,,5.02,0.12,141.57,0.0,0.0,,,,42.88,2.08,36.12,598.3,0.0,32.09,0.0
2022-05-27 12:00:00,2022-05-27 13:00:00,,,5.94,3.04,9.98,,3.98,0.13,157.64,0.0,0.0,,,,37.27,2.1,45.49,666.6,0.0,33.19,0.0
2022-05-27 13:00:00,2022-05-27 14:00:00,,,5.95,3.03,10.01,,5.98,0.12,170.11,0.0,0.0,,,,33.7,1.73,33.93,627.8,0.0,34.13,0.0
2022-05-27 14:00:00,2022-05-27 15:00:00,,,5.93,3.0,10.01,,6.2,0.13,175.56,0.0,0.0,,,,31.93,1.97,48.34,540.0,0.0,34.8,0.0
2022-05-27 15:00:00,2022-05-27 16:00:00,,,6.0,3.0,9.97,,3.83,0.1,176.08,0.0,0.0,,,,27.54,1.86,39.84,409.02,0.0,35.26,0.0
2022-05-27 16:00:00,2022-05-27 17:00:00,,,6.0,2.99,9.97,,4.54,0.11,176.07,0.0,0.0,,,,26.33,1.82,43.28,260.0,0.0,35.34,0.0
2022-05-27 17:00:00,2022-05-27 18:00:00,,,5.95,3.05,10.0,,5.0,0.14,171.43,0.0,0.0,,,,26.12,1.6,36.25,107.47,0.0,34.97,0.0
2022-05-27 18:00:00,2022-05-27 19:00:00,,,6.0,2.98,10.05,,3.29,0.3,159.48,0.0,0.0,,,,29.47,1.16,49.84,14.62,0.0,34.11,0.0
2022-05-27 19:00:00,2022-05-27 20:00:00,,,6.0,3.0,9.98,,4.14,0.62,110.83,0.0,0.0,,,,32.43,0.84,63.68,0.0,0.0,32.94,0.0
2022-05-27 20:00:00,2022-05-27 21:00:00,,,5.97,3.02,9.97,,8.73,0.91,37.91,0.0,0.0,,,,35.09,1.09,119.74,0.0,0.0,32.29,0.0
2022-05-27 21:00:00,2022-05-27 22:00:00,,,6.01,2.97,10.03,,35.41,0.77,39.04,0.0,0.0,,,,36.89,1.62,120.18,0.0,0.0,31.8,0.0
2022-05-27 22:00:00,2022-05-27 23:00:00,15.66,17.72,6.0,2.96,9.99,,32.84,0.49,54.79,0.0,0.0,,,,35.04,1.63,105.57,0.0,0.0,31.24,0.0
2022-05-27 23:00:00,2022-05-28 00:00:00,14.73,17.73,5.99,3.0,9.97,,13.81,0.27,80.14,0.0,0.0,,,,36.32,2.12,110.49,0.0,0.0,30.61,0.0
2022-05-28 00:00:00,2022-05-28 01:00:00,12.66,14.37,6.0,3.0,9.94,,10.98,0.19,67.49,0.0,0.0,,,,42.5,2.31,110.03,0.0,0.0,29.48,0.0
2022-05-28 01:00:00,2022-05-28 02:00:00,14.38,16.18,5.99,3.08,10.0,,7.41,0.12,85.19,0.0,0.0,,,,44.72,3.18,89.24,0.0,0.0,28.91,0.0
