From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-03-07 16:00:00,2023-03-07 17:00:00,5.0,39.0,2.75,6.7,5.8,33.1,6.9,0.23,163.25,,,,,,22.0,1.0,175.5,100.5,,30.45,0.0,
2023-03-07 17:00:00,2023-03-07 18:00:00,8.25,49.5,3.42,16.15,11.38,31.1,8.02,0.32,154.5,,,,,,28.0,0.88,195.0,37.5,,30.05,0.0,
2023-03-07 18:00:00,2023-03-07 19:00:00,15.75,68.25,3.87,44.75,26.98,25.73,8.3,0.51,108.7,,,,,,35.0,0.35,226.25,13.0,,29.12,0.0,
2023-03-07 19:00:00,2023-03-07 20:00:00,24.5,117.0,3.47,20.4,13.67,26.62,6.03,0.34,112.0,,,,,,34.5,0.97,60.25,12.0,,28.68,0.0,
2023-03-07 20:00:00,2023-03-07 21:00:00,27.75,141.75,2.7,5.4,5.1,29.1,3.08,0.18,119.3,,,,,,35.25,0.55,99.25,12.0,,28.3,0.0,
2023-03-07 21:00:00,2023-03-07 22:00:00,18.0,96.0,3.35,39.83,23.9,20.6,2.45,0.41,58.7,,,,,,38.75,0.35,175.5,12.0,,27.95,0.0,
2023-03-07 22:00:00,2023-03-07 23:00:00,10.25,100.75,2.95,14.52,10.15,26.15,3.2,0.3,95.8,,,,,,39.75,1.1,240.75,12.25,,27.85,0.0,
2023-03-07 23:00:00,2023-03-08 00:00:00,18.25,127.75,2.8,17.05,11.35,26.85,4.03,0.23,75.97,,,,,,48.0,0.45,233.0,12.0,,26.95,0.0,
2023-03-08 00:00:00,2023-03-08 01:00:00,16.75,96.25,3.92,21.62,14.68,30.9,4.42,0.25,65.05,,,,,,51.25,0.43,244.5,12.0,,26.62,0.0,
2023-03-08 01:00:00,2023-03-08 02:00:00,7.75,69.0,2.42,6.38,5.35,33.95,4.62,0.18,91.52,,,,,,52.25,0.38,212.5,12.0,,26.55,0.0,
2023-03-08 02:00:00,2023-03-08 03:00:00,5.75,36.5,2.75,8.65,6.83,32.85,4.83,0.19,74.33,,,,,,56.5,0.22,260.0,12.0,,26.25,0.0,
2023-03-08 03:00:00,2023-03-08 04:00:00,4.25,28.0,2.58,12.28,8.6,28.52,2.85,0.18,67.15,,,,,,57.25,0.38,169.0,12.0,,26.25,0.0,
2023-03-08 04:00:00,2023-03-08 05:00:00,7.75,33.75,39.05,33.93,49.8,26.4,2.05,0.26,37.38,,,,,,59.75,0.25,310.75,12.0,,26.15,0.0,
2023-03-08 05:00:00,2023-03-08 06:00:00,9.75,42.25,3.15,13.88,9.93,27.8,1.48,0.2,55.35,,,,,,56.5,0.57,157.75,12.0,,26.55,0.0,
2023-03-08 06:00:00,2023-03-08 07:00:00,11.25,47.5,3.4,14.45,10.48,27.75,1.52,0.27,42.38,,,,,,61.5,0.38,228.0,13.75,,26.18,0.0,
2023-03-08 07:00:00,2023-03-08 08:00:00,15.5,66.5,4.22,17.15,12.55,30.73,3.1,0.36,40.65,,,,,,64.5,0.35,160.75,28.75,,26.05,0.0,
2023-03-08 08:00:00,2023-03-08 09:00:00,22.75,82.25,10.82,35.72,27.8,31.15,5.33,0.42,39.12,,,,,,61.0,0.4,233.75,58.0,,26.55,0.0,
2023-03-08 09:00:00,2023-03-08 10:00:00,27.0,89.5,7.83,24.17,19.2,37.8,6.77,0.45,106.75,,,,,,47.25,0.43,260.0,200.5,,27.88,0.0,
2023-03-08 10:00:00,2023-03-08 11:00:00,29.25,108.75,4.17,15.05,11.38,37.17,5.85,0.36,127.7,,,,,,37.0,1.08,202.5,271.75,,28.6,0.0,
2023-03-08 11:00:00,2023-03-08 12:00:00,14.75,73.0,3.78,7.7,7.15,31.05,4.4,0.28,140.47,,,,,,33.75,1.33,183.0,351.25,,28.98,0.0,
2023-03-08 12:00:00,2023-03-08 13:00:00,19.0,71.5,3.15,5.7,5.6,30.38,3.45,0.26,148.65,,,,,,30.5,0.8,143.25,363.5,,29.65,0.0,
2023-03-08 13:00:00,2023-03-08 14:00:00,11.25,46.0,4.55,9.82,8.9,28.52,2.68,0.34,145.95,,,,,,27.5,0.62,226.75,345.5,,30.15,0.0,
2023-03-08 14:00:00,2023-03-08 15:00:00,12.25,39.0,3.35,4.85,5.28,29.58,2.15,0.24,140.88,,,,,,25.75,0.83,99.5,297.25,,30.23,0.0,
2023-03-08 15:00:00,2023-03-08 16:00:00,7.25,57.5,4.7,11.18,9.78,30.73,4.4,0.48,133.82,,,,,,26.5,0.82,210.75,186.25,,30.18,0.0,
2023-03-08 16:00:00,2023-03-08 17:00:00,35.0,123.25,3.68,10.07,8.3,31.6,5.28,0.31,124.65,,,,,,27.25,1.6,171.25,104.75,,29.95,0.0,
2023-03-08 17:00:00,2023-03-08 18:00:00,76.75,95.5,3.45,17.27,12.0,29.75,5.3,0.33,122.72,,,,,,30.75,1.72,187.75,48.25,,29.73,0.0,
2023-03-08 18:00:00,2023-03-08 19:00:00,12.25,69.25,3.88,22.6,15.15,29.1,4.92,0.42,104.88,,,,,,39.5,0.6,274.25,13.75,,28.78,0.0,
2023-03-08 19:00:00,2023-03-08 20:00:00,18.0,91.75,6.4,37.08,24.92,21.62,3.27,0.5,73.2,,,,,,44.5,0.45,284.0,12.0,,28.15,0.0,
2023-03-08 20:00:00,2023-03-08 21:00:00,23.33,93.33,7.6,38.27,26.57,19.17,2.77,0.49,62.83,,,,,,49.0,0.3,274.33,12.0,,27.63,0.0,
2023-03-08 21:00:00,2023-03-08 22:00:00,24.0,79.75,5.1,36.0,23.3,22.75,2.8,0.56,53.45,,,,,,50.5,0.2,248.5,7.0,,27.42,0.0,
2023-03-08 22:00:00,2023-03-08 23:00:00,33.75,90.5,12.57,38.98,30.95,19.08,2.8,0.69,47.05,,,,,,51.5,0.17,270.5,5.0,,27.23,0.0,
2023-03-08 23:00:00,2023-03-09 00:00:00,39.5,94.0,3.05,27.77,17.25,29.07,5.08,0.63,44.95,,,,,,56.25,0.2,255.75,8.5,,26.75,0.0,
2023-03-09 00:00:00,2023-03-09 01:00:00,35.75,72.75,2.8,14.35,9.93,37.22,5.47,0.46,64.62,,,,,,59.0,0.32,279.25,11.25,,26.38,0.0,
2023-03-09 01:00:00,2023-03-09 02:00:00,29.5,56.75,2.65,11.75,8.43,37.05,5.85,0.46,66.65,,,,,,61.0,0.38,291.75,10.75,,26.23,0.0,
2023-03-09 02:00:00,2023-03-09 03:00:00,25.0,47.5,2.52,9.65,7.17,35.73,5.32,0.38,73.35,,,,,,62.25,0.22,218.75,10.5,,26.02,0.0,
2023-03-09 03:00:00,2023-03-09 04:00:00,23.25,42.75,2.6,13.05,9.05,28.02,2.88,0.34,70.47,,,,,,64.25,0.25,167.75,6.0,,25.93,0.0,
2023-03-09 04:00:00,2023-03-09 05:00:00,22.75,40.0,3.35,13.25,9.8,26.88,2.03,0.3,79.6,,,,,,64.5,0.3,110.0,5.25,,25.83,0.0,
2023-03-09 05:00:00,2023-03-09 06:00:00,19.5,36.0,2.58,6.27,5.42,28.67,1.85,0.34,88.8,,,,,,64.25,0.25,124.75,5.5,,25.77,0.0,
2023-03-09 06:00:00,2023-03-09 07:00:00,25.0,39.75,2.6,9.75,7.3,29.12,2.25,0.47,75.45,,,,,,67.0,0.25,53.0,8.75,,25.62,0.0,
2023-03-09 07:00:00,2023-03-09 08:00:00,44.0,74.5,3.23,14.32,10.25,33.58,4.45,0.56,74.45,,,,,,65.0,0.22,48.25,46.25,,25.88,0.0,
2023-03-09 08:00:00,2023-03-09 09:00:00,58.0,112.5,5.88,28.5,19.93,35.15,7.6,0.76,87.75,,,,,,54.25,0.53,51.0,142.25,,27.2,0.0,
2023-03-09 09:00:00,2023-03-09 10:00:00,85.25,203.25,5.85,44.15,28.22,32.83,9.55,1.04,155.55,,,,,,45.75,0.53,244.25,229.25,,28.38,0.0,
2023-03-09 10:00:00,2023-03-09 11:00:00,86.0,233.0,4.05,12.73,10.07,38.05,10.07,0.42,167.25,,,,,,39.0,0.9,176.25,313.25,,28.75,0.0,
2023-03-09 11:00:00,2023-03-09 12:00:00,28.25,113.25,3.05,6.4,5.88,30.4,9.85,0.33,191.48,,,,,,33.75,1.0,183.5,351.5,,29.25,0.0,
2023-03-09 12:00:00,2023-03-09 13:00:00,26.0,66.5,3.4,6.7,6.35,29.73,7.93,0.27,185.8,,,,,,27.25,1.5,190.75,357.5,,29.7,0.0,
2023-03-09 13:00:00,2023-03-09 14:00:00,17.5,68.25,3.33,6.5,6.12,28.45,7.77,0.18,195.75,,,,,,24.25,1.65,199.5,334.25,,29.83,0.0,
2023-03-09 14:00:00,2023-03-09 15:00:00,15.5,76.25,4.33,11.95,9.85,27.0,7.22,0.21,191.45,,,,,,24.0,1.2,171.0,281.75,,30.2,0.0,
2023-03-09 15:00:00,2023-03-09 16:00:00,19.25,61.75,4.1,14.05,10.8,31.02,6.17,0.28,184.65,,,,,,26.5,1.92,177.25,195.0,,30.1,0.0,
2023-03-09 16:00:00,2023-03-09 17:00:00,21.0,73.0,3.75,15.2,11.1,32.45,6.83,0.33,186.52,,,,,,28.25,1.65,181.25,111.75,,30.02,0.0,
2023-03-09 17:00:00,2023-03-09 18:00:00,23.75,69.75,3.1,22.45,14.45,31.32,8.4,0.38,189.52,,,,,,30.5,1.67,184.25,38.5,,29.73,0.0,
2023-03-09 18:00:00,2023-03-09 19:00:00,30.25,89.25,4.0,40.58,24.83,26.5,7.68,0.53,146.65,,,,,,40.25,1.02,192.0,12.5,,29.03,0.0,
2023-03-09 19:00:00,2023-03-09 20:00:00,42.75,130.0,3.3,35.42,21.52,31.47,8.88,0.59,151.38,,,,,,46.5,0.85,192.25,11.25,,28.6,0.0,
2023-03-09 20:00:00,2023-03-09 21:00:00,51.25,143.0,2.95,26.4,16.4,33.83,8.53,0.61,152.7,,,,,,50.5,0.8,192.75,11.25,,28.28,0.0,
2023-03-09 21:00:00,2023-03-09 22:00:00,59.25,143.5,2.92,23.57,14.9,34.3,6.6,0.57,146.32,,,,,,53.75,1.02,187.25,11.0,,28.1,0.0,
2023-03-09 22:00:00,2023-03-09 23:00:00,62.25,134.25,3.12,17.88,12.0,39.2,7.03,0.48,149.62,,,,,,55.75,0.82,183.25,11.0,,27.85,0.0,
2023-03-09 23:00:00,2023-03-10 00:00:00,58.25,124.5,2.47,36.0,21.15,43.05,10.57,0.64,95.98,,,,,,61.75,0.25,269.0,11.0,,27.2,0.0,
2023-03-10 00:00:00,2023-03-10 01:00:00,65.75,136.75,3.25,30.83,19.05,47.48,10.12,0.65,82.75,,,,,,67.0,0.42,291.5,11.0,,26.5,0.0,
2023-03-10 01:00:00,2023-03-10 02:00:00,70.0,138.0,2.23,17.02,10.88,51.95,9.27,0.58,103.42,,,,,,70.0,0.22,255.25,11.0,,26.05,0.0,
2023-03-10 02:00:00,2023-03-10 03:00:00,66.75,112.25,2.38,12.95,8.82,51.98,8.17,0.53,113.9,,,,,,70.75,0.27,304.25,11.0,,25.85,0.0,
