From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2022-08-10 11:00:00,2022-08-10 12:00:00,10.2,38.4,2.12,7.17,9.62,5.21,3.07,0.63,12.41,14.2,,4.28,11.77,,55.98,1.96,140.85,789.12,733.83,,35.19,0.0
2022-08-10 12:00:00,2022-08-10 13:00:00,9.9,33.2,2.23,7.42,10.02,4.96,2.98,0.62,13.37,14.32,,4.49,12.15,,55.73,2.43,147.92,723.25,733.74,,35.09,0.0
2022-08-10 13:00:00,2022-08-10 14:00:00,9.3,34.3,2.38,8.18,10.94,4.72,2.98,0.65,13.19,14.74,,4.74,12.41,,59.24,1.82,140.31,483.62,733.53,,34.57,0.0
2022-08-10 14:00:00,2022-08-10 15:00:00,9.57,31.5,2.14,7.73,10.13,4.89,3.17,0.66,13.1,14.62,,4.94,12.88,,57.17,1.81,149.59,475.09,732.91,,35.1,0.0
2022-08-10 15:00:00,2022-08-10 16:00:00,7.7,30.91,2.22,7.39,9.96,5.12,3.02,0.65,13.11,14.18,,4.66,12.41,,58.61,1.47,167.59,198.65,732.57,,34.94,0.0
2022-08-10 16:00:00,2022-08-10 17:00:00,8.5,29.4,2.11,7.43,9.86,4.97,3.01,0.65,13.72,13.43,,4.69,12.28,,61.71,1.87,146.66,136.6,732.27,,34.34,0.0
2022-08-10 17:00:00,2022-08-10 18:00:00,7.7,40.1,1.98,7.92,10.14,4.84,3.19,0.68,13.52,12.78,,4.54,11.82,,63.87,1.26,164.18,54.46,732.16,,33.81,0.0
2022-08-10 18:00:00,2022-08-10 19:00:00,13.4,40.9,2.28,7.81,10.45,4.97,3.26,0.72,13.05,12.18,,4.77,12.19,,65.82,1.21,161.08,16.99,732.46,,33.22,0.11
2022-08-10 19:00:00,2022-08-10 20:00:00,10.1,36.0,2.28,8.23,10.88,4.72,3.39,0.8,11.82,12.34,,4.96,12.51,,67.45,0.99,172.35,0.0,733.14,,32.71,0.04
2022-08-10 20:00:00,2022-08-10 21:00:00,11.1,43.6,2.44,9.49,12.22,4.2,3.47,0.84,13.27,12.45,,4.99,13.02,,66.03,1.6,155.49,0.0,733.67,,32.36,0.0
2022-08-10 21:00:00,2022-08-10 22:00:00,13.5,50.5,2.37,10.54,13.1,3.82,3.23,0.83,11.46,12.4,,4.83,12.69,,67.05,1.2,165.69,0.0,734.07,,31.8,0.0
2022-08-10 22:00:00,2022-08-10 23:00:00,12.1,65.28,2.5,9.07,11.94,4.39,3.22,0.81,12.56,12.11,,4.4,11.84,,68.04,1.43,182.74,0.0,734.41,,31.36,0.0
2022-08-10 23:00:00,2022-08-11 00:00:00,9.4,45.6,2.42,7.98,10.8,4.69,2.99,0.71,12.54,11.56,,4.35,11.86,,67.01,1.4,172.14,0.0,734.63,,31.07,0.0
2022-08-11 00:00:00,2022-08-11 01:00:00,12.2,45.5,2.37,7.13,9.95,5.18,2.83,0.64,11.96,11.27,,4.03,10.96,,69.06,0.95,177.74,0.0,734.5,,30.45,0.0
2022-08-11 01:00:00,2022-08-11 02:00:00,7.5,43.1,2.42,6.31,9.25,5.4,2.84,0.58,11.98,11.4,,3.83,10.37,,72.76,1.45,170.59,0.0,734.22,,29.19,0.0
2022-08-11 02:00:00,2022-08-11 03:00:00,4.7,27.8,2.48,6.08,9.14,5.48,2.79,0.55,11.84,10.86,,3.84,10.11,,74.78,1.44,152.01,0.0,734.02,,28.8,0.0
2022-08-11 03:00:00,2022-08-11 04:00:00,2.4,25.3,2.4,6.38,9.28,5.4,2.76,0.53,12.34,10.64,,3.22,8.64,,74.1,1.89,157.56,0.0,733.86,,28.78,0.0
2022-08-11 04:00:00,2022-08-11 05:00:00,0.1,26.87,2.26,6.43,9.13,5.46,2.69,0.52,12.46,10.03,,3.24,8.69,,71.33,1.47,168.95,0.0,734.08,,28.96,0.0
2022-08-11 05:00:00,2022-08-11 06:00:00,1.9,27.3,2.26,6.47,9.19,5.36,2.76,0.52,12.41,10.41,,3.49,8.5,,70.33,1.48,160.25,0.34,734.55,,28.96,0.0
2022-08-11 06:00:00,2022-08-11 07:00:00,2.5,31.2,2.34,6.91,9.72,5.21,2.85,0.53,11.93,10.49,,3.52,8.98,,70.91,1.36,166.89,15.84,735.07,,28.78,0.02
2022-08-11 07:00:00,2022-08-11 08:00:00,5.5,44.1,2.42,7.72,10.54,4.93,3.12,0.57,12.02,10.71,,3.33,8.82,,70.25,1.21,156.8,69.17,735.43,,29.0,0.0
2022-08-11 08:00:00,2022-08-11 09:00:00,11.1,60.6,2.59,7.52,10.62,4.97,3.15,0.6,12.37,10.77,,3.38,9.03,,71.04,1.24,172.52,77.72,735.72,,28.97,0.01
2022-08-11 09:00:00,2022-08-11 10:00:00,9.9,43.2,2.52,7.5,10.49,4.92,3.25,0.63,12.19,11.02,,3.65,10.11,,72.02,0.88,202.2,99.15,735.94,,28.66,0.06
2022-08-11 10:00:00,2022-08-11 11:00:00,11.7,34.8,2.36,10.23,12.81,4.03,3.8,0.73,15.29,10.38,,3.38,9.32,,70.23,0.65,186.77,104.53,735.91,,29.27,0.04
2022-08-11 11:00:00,2022-08-11 12:00:00,16.3,51.3,2.91,8.79,12.23,4.56,3.86,0.79,11.18,7.63,,2.37,6.76,,69.31,1.27,160.81,239.17,735.68,,30.13,0.05
2022-08-11 12:00:00,2022-08-11 13:00:00,13.52,48.75,2.91,8.17,11.68,4.68,3.62,0.76,12.0,10.7,,3.3,8.48,,62.81,2.23,160.19,513.78,735.32,,32.69,0.0
2022-08-11 13:00:00,2022-08-11 14:00:00,8.4,46.7,2.6,8.27,11.34,4.69,3.48,0.7,11.7,11.79,,3.91,10.14,,59.55,2.0,153.54,410.93,734.79,,33.75,0.0
2022-08-11 14:00:00,2022-08-11 15:00:00,5.3,43.0,2.75,7.71,11.02,4.92,3.44,0.68,12.04,11.79,,4.09,10.59,,59.8,1.94,162.54,417.45,734.26,,33.88,0.0
2022-08-11 15:00:00,2022-08-11 16:00:00,7.8,37.0,2.75,7.89,11.2,4.69,3.32,0.66,12.24,24.36,,8.33,20.34,,59.91,1.83,151.16,224.29,733.83,,33.55,0.0
2022-08-11 16:00:00,2022-08-11 17:00:00,7.6,37.6,2.64,8.41,11.5,4.55,3.46,0.69,12.83,44.47,,16.9,36.62,,62.22,1.93,144.37,93.4,733.67,,33.33,0.0
2022-08-11 17:00:00,2022-08-11 18:00:00,5.8,45.1,2.8,7.92,11.32,4.64,3.43,0.67,13.55,44.01,,16.21,34.13,,61.22,1.64,163.49,50.02,733.97,,33.27,0.04
2022-08-11 18:00:00,2022-08-11 19:00:00,4.3,49.7,2.7,8.34,11.52,4.58,3.61,0.74,13.02,43.66,,16.22,37.01,,64.02,0.86,175.47,11.29,734.49,,32.43,0.02
2022-08-11 19:00:00,2022-08-11 20:00:00,13.1,54.5,2.84,9.07,12.43,4.45,3.91,0.87,12.1,45.46,,17.02,39.32,,67.27,0.42,174.33,0.0,735.08,,31.48,0.03
2022-08-11 20:00:00,2022-08-11 21:00:00,14.4,63.7,2.95,9.18,12.65,4.25,4.41,0.96,10.13,52.71,,29.78,35.9,,68.93,0.39,136.96,0.0,735.4,,30.9,0.03
2022-08-11 21:00:00,2022-08-11 22:00:00,15.6,66.0,2.84,9.13,12.44,4.25,4.03,0.96,10.2,54.53,,20.77,48.52,,68.68,0.58,150.28,0.0,735.5,,30.72,0.0
2022-08-11 22:00:00,2022-08-11 23:00:00,15.8,51.7,2.81,8.56,11.93,4.49,3.75,0.87,10.72,45.78,,17.42,41.34,,69.4,1.04,142.07,0.0,735.4,,30.46,0.0
2022-08-11 23:00:00,2022-08-12 00:00:00,10.5,50.72,2.94,7.74,11.33,4.82,3.48,0.76,10.96,11.73,,4.49,11.99,,68.2,1.15,159.97,0.0,735.32,,30.16,0.01
2022-08-12 00:00:00,2022-08-12 01:00:00,5.8,30.1,2.89,8.36,11.83,4.6,3.28,0.67,10.69,11.14,,4.14,10.14,,68.14,1.24,147.29,0.0,735.2,,29.73,0.04
