From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2023-02-28 16:00:00,2023-02-28 17:00:00,30.0,121.0,15.2,53.4,38.8,13.8,1.5,2.03,89.0,0.4,2.9,0.3,,0.6,20.0,0.7,45.0,48.0,29.8,0.0,
2023-02-28 17:00:00,2023-02-28 18:00:00,30.25,132.75,32.67,80.6,67.43,16.23,0.95,2.75,65.47,0.43,3.52,0.4,0.85,0.7,22.75,0.55,44.0,35.5,28.95,0.0,
2023-02-28 18:00:00,2023-02-28 19:00:00,38.5,223.25,78.67,141.97,137.5,9.57,0.9,4.68,17.98,1.38,9.55,1.62,6.12,2.45,29.25,0.17,199.0,21.5,26.27,0.0,
2023-02-28 19:00:00,2023-02-28 20:00:00,68.5,382.5,108.33,131.6,156.07,10.07,1.48,4.94,24.3,2.33,13.45,2.52,8.03,3.75,32.0,0.15,249.5,20.75,24.38,0.0,
2023-02-28 20:00:00,2023-02-28 21:00:00,84.25,354.75,6.78,55.0,32.77,17.58,0.65,1.91,69.62,1.27,7.3,1.38,3.7,2.05,39.5,1.45,261.25,20.75,23.7,0.0,
2023-02-28 21:00:00,2023-02-28 22:00:00,58.5,247.5,4.02,29.38,16.88,16.12,1.75,1.7,84.5,0.45,1.82,0.27,0.5,0.3,53.75,1.7,240.25,20.75,22.65,0.0,
2023-02-28 22:00:00,2023-02-28 23:00:00,62.25,218.25,4.07,21.2,12.6,17.55,2.75,1.63,93.55,0.4,1.25,0.2,0.3,0.12,54.25,1.9,243.75,20.25,22.0,0.0,
2023-02-28 23:00:00,2023-03-01 00:00:00,60.25,190.75,3.88,19.1,11.32,37.3,3.93,1.6,89.72,0.45,1.73,0.38,0.22,0.1,50.5,2.45,244.25,20.75,20.98,0.0,
2023-03-01 00:00:00,2023-03-01 01:00:00,53.25,196.25,3.58,20.68,11.9,35.23,3.33,1.71,75.67,0.53,2.05,0.58,0.2,0.17,51.75,2.75,246.5,21.0,20.22,0.0,
2023-03-01 01:00:00,2023-03-01 02:00:00,54.0,222.5,4.3,19.07,11.67,37.48,2.17,1.66,75.38,0.5,2.23,0.55,0.35,0.15,52.0,1.9,252.0,20.75,20.03,0.0,
