From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2021-11-10 15:00:00,2021-11-10 16:00:00,117.1,188.9,3.88,12.1,13.99,87.43,4.56,1.13,10.23,0.0,,,,,47.25,0.43,254.66,168.15,742.3,,28.14,0.0
2021-11-10 16:00:00,2021-11-10 17:00:00,123.84,186.54,2.44,12.74,12.72,41.06,3.39,1.09,8.14,0.0,,,,,53.29,0.39,254.37,89.19,742.22,,26.23,0.0
2021-11-10 17:00:00,2021-11-10 18:00:00,151.6,281.88,2.41,12.29,12.34,37.82,2.72,1.12,6.52,0.0,,,,,70.75,0.32,239.79,4.65,742.23,,22.21,0.0
2021-11-10 18:00:00,2021-11-10 19:00:00,177.0,287.04,4.54,16.23,17.91,49.58,3.06,1.25,5.25,0.0,,,,,78.95,0.28,203.88,,742.49,,20.3,0.0
2021-11-10 19:00:00,2021-11-10 20:00:00,187.8,308.34,6.4,21.49,24.17,51.98,3.3,1.43,4.48,0.0,,,,,82.05,0.29,217.08,,742.76,,19.1,0.0
2021-11-10 20:00:00,2021-11-10 21:00:00,164.4,252.35,11.39,24.75,32.61,48.99,3.42,1.64,4.16,0.0,,,,,84.83,0.62,223.43,,743.03,,19.16,0.0
2021-11-10 21:00:00,2021-11-10 22:00:00,273.0,445.6,15.68,25.32,38.14,49.21,3.67,1.86,5.1,0.0,,,,,83.21,0.87,239.17,,743.27,,19.26,0.0
2021-11-10 22:00:00,2021-11-10 23:00:00,253.6,370.7,16.24,25.05,38.6,50.25,3.67,1.91,5.07,0.0,,,,,87.62,0.51,210.28,,743.38,,18.17,0.0
2021-11-10 23:00:00,2021-11-11 00:00:00,239.0,336.17,19.3,24.56,41.83,48.5,3.85,1.94,5.52,0.0,,,,,90.24,0.35,206.13,,743.31,,17.33,0.0
2021-11-11 00:00:00,2021-11-11 01:00:00,241.2,351.33,20.87,23.3,42.71,48.27,3.87,1.94,5.62,0.0,,,,,95.0,0.36,190.79,,743.3,,16.62,0.0
2021-11-11 01:00:00,2021-11-11 02:00:00,234.3,332.45,20.09,20.66,39.77,50.66,4.05,1.93,5.47,0.0,,,,,98.27,0.36,269.49,,743.35,,16.26,0.0
2021-11-11 02:00:00,2021-11-11 03:00:00,228.3,307.52,18.45,18.56,36.21,47.86,3.94,1.9,5.39,0.0,,,,,98.11,0.33,244.75,,743.4,,16.21,0.0
2021-11-11 03:00:00,2021-11-11 04:00:00,251.58,346.28,16.62,17.02,32.84,47.74,3.96,1.87,5.13,0.0,,,,,98.44,0.57,213.84,,743.44,,15.99,0.0
2021-11-11 04:00:00,2021-11-11 05:00:00,217.7,285.6,15.28,15.21,29.85,50.36,4.05,1.83,4.64,0.0,,,,,99.45,0.47,266.11,,743.4,,15.66,0.0
2021-11-11 05:00:00,2021-11-11 06:00:00,180.3,241.94,13.99,13.51,27.01,47.56,3.95,1.77,4.92,0.0,,,,,99.91,0.36,261.87,,743.49,,15.27,0.0
