From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2023-03-06 17:00:00,2023-03-06 18:00:00,35.0,128.33,11.1,40.37,30.5,58.23,4.77,0.82,35.8,1.17,,,,,40.33,0.2,150.33,24.0,27.2,0.0,
2023-03-06 18:00:00,2023-03-06 19:00:00,48.5,102.5,1.35,21.42,12.5,60.33,4.22,0.69,38.05,1.15,,,,,47.0,0.22,12.75,13.5,26.32,0.0,
2023-03-06 19:00:00,2023-03-06 20:00:00,43.25,148.0,19.73,72.85,54.8,53.32,4.4,1.46,15.5,1.3,,,,,52.5,0.12,38.25,12.0,25.53,0.0,
2023-03-06 20:00:00,2023-03-06 21:00:00,105.75,319.25,114.35,94.22,143.1,39.1,5.65,2.89,9.62,2.62,,,,,56.5,0.12,158.0,12.0,25.05,0.0,
2023-03-06 21:00:00,2023-03-06 22:00:00,196.75,622.5,161.1,94.92,181.47,28.55,6.43,3.15,10.25,3.35,,,,,61.25,0.12,162.0,12.0,24.75,0.0,
2023-03-06 22:00:00,2023-03-06 23:00:00,192.75,664.0,87.33,84.92,116.12,42.35,4.95,2.12,9.05,3.12,,,,,63.5,0.12,232.25,12.0,24.58,0.0,
2023-03-06 23:00:00,2023-03-07 00:00:00,143.25,516.25,56.35,81.22,89.05,47.78,4.28,1.81,9.57,3.05,,,,,68.25,0.12,156.25,12.0,24.17,0.0,
2023-03-07 00:00:00,2023-03-07 01:00:00,118.75,260.75,23.93,50.6,46.4,54.02,3.67,1.29,12.95,2.9,,,,,70.0,0.17,222.5,12.0,24.02,0.0,
2023-03-07 01:00:00,2023-03-07 02:00:00,76.25,227.5,2.5,20.33,12.82,62.0,3.33,1.05,21.95,2.65,,,,,67.25,0.22,215.25,12.0,24.12,0.0,
2023-03-07 02:00:00,2023-03-07 03:00:00,63.0,216.0,2.2,32.38,19.0,59.33,3.15,1.03,14.75,2.6,,,,,74.0,0.2,49.0,11.5,23.45,0.0,
2023-03-07 03:00:00,2023-03-07 04:00:00,54.75,157.25,11.18,33.73,27.05,56.78,3.45,0.99,13.68,2.55,,,,,78.75,0.1,296.75,11.0,22.95,0.0,
2023-03-07 04:00:00,2023-03-07 05:00:00,57.0,183.75,1.52,13.77,8.6,57.05,3.55,0.97,26.03,2.75,,,,,75.75,0.12,211.75,11.5,23.25,0.0,
2023-03-07 05:00:00,2023-03-07 06:00:00,52.75,183.0,1.55,8.72,5.88,58.07,3.3,0.95,26.9,2.88,,,,,77.0,0.17,22.5,11.5,23.1,0.0,
2023-03-07 06:00:00,2023-03-07 07:00:00,55.67,282.0,47.0,54.95,67.45,51.18,3.77,1.16,9.95,2.98,,,,,79.25,0.17,81.67,12.5,22.85,0.0,
2023-03-07 07:00:00,2023-03-07 08:00:00,89.0,176.5,25.7,41.48,42.98,51.85,3.85,1.39,11.35,3.25,,,,,77.0,0.15,87.5,38.5,23.28,0.0,
2023-03-07 08:00:00,2023-03-07 09:00:00,102.25,271.5,13.1,29.33,26.23,54.67,3.25,1.19,26.18,3.62,,,,,58.25,0.3,288.0,106.5,25.0,0.0,
2023-03-07 09:00:00,2023-03-07 10:00:00,95.5,292.25,2.83,14.3,9.93,56.78,3.42,0.98,46.95,3.02,,,,,49.5,0.47,294.5,193.25,26.32,0.0,
2023-03-07 10:00:00,2023-03-07 11:00:00,72.0,260.75,2.95,14.05,9.85,58.42,4.28,0.88,51.33,2.53,,,,,42.25,0.55,284.0,271.75,27.27,0.0,
2023-03-07 11:00:00,2023-03-07 12:00:00,61.33,209.33,2.23,17.75,11.27,60.85,4.6,0.85,55.6,2.05,,,,,37.0,0.65,95.75,320.75,27.6,0.0,
2023-03-07 12:00:00,2023-03-07 13:00:00,49.5,115.5,3.5,36.9,22.5,57.48,4.4,0.98,53.08,1.92,,,,,34.75,0.62,98.75,324.0,27.98,0.0,
2023-03-07 13:00:00,2023-03-07 14:00:00,52.0,189.25,9.62,36.58,27.25,58.18,3.45,1.01,45.82,1.7,,,,,30.75,0.58,111.75,313.5,28.4,0.0,
