From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2021-06-11 17:00:00,2021-06-11 18:00:00,62.0,282.9,2.82,4.14,7.45,6.65,1.62,0.3,21.27,3.69,,3.75,8.51,,38.1,0.66,154.39,142.55,731.25,38.69,0.0,
2021-06-11 18:00:00,2021-06-11 19:00:00,60.3,281.03,2.9,6.62,11.0,5.95,1.71,0.36,18.78,5.09,,5.53,9.71,,41.2,0.82,221.88,47.39,731.24,37.05,0.0,
2021-06-11 19:00:00,2021-06-11 20:00:00,68.9,302.58,3.62,10.21,15.24,23.67,1.8,0.49,14.38,5.54,,5.64,10.0,,44.09,0.74,190.54,7.24,731.88,36.06,0.0,
2021-06-11 20:00:00,2021-06-11 21:00:00,80.8,291.96,3.86,13.41,19.03,25.44,1.98,0.67,10.42,6.74,,1.26,10.0,,45.71,1.07,105.14,5.44,732.54,35.69,0.0,
2021-06-11 21:00:00,2021-06-11 22:00:00,55.3,243.92,4.1,10.85,16.39,22.32,1.86,0.62,17.23,7.22,,4.94,7.65,,49.29,1.57,109.17,5.46,733.19,35.04,0.0,
2021-06-11 22:00:00,2021-06-11 23:00:00,42.7,143.59,3.74,7.25,12.87,18.57,1.8,0.51,22.81,4.77,,,9.5,,55.14,1.64,136.04,5.46,733.7,34.01,0.0,
2021-06-11 23:00:00,2021-06-12 00:00:00,34.0,126.02,3.81,5.32,11.27,17.2,1.95,0.43,21.21,3.68,,,9.81,,56.53,1.64,76.32,5.43,733.88,33.43,0.0,
2021-06-12 00:00:00,2021-06-12 01:00:00,33.8,83.17,3.47,4.88,10.45,9.01,1.76,0.37,20.3,4.05,,4.75,10.0,,57.95,1.06,90.59,5.42,733.73,33.0,0.0,
2021-06-12 01:00:00,2021-06-12 02:00:00,36.7,65.55,3.17,4.62,9.81,6.18,1.6,0.35,18.51,3.19,,6.96,10.0,,59.98,1.06,61.11,5.44,733.49,32.4,0.0,
2021-06-12 02:00:00,2021-06-12 03:00:00,35.6,71.7,3.29,4.05,9.4,5.21,1.59,0.33,19.03,2.74,,4.87,10.0,,61.0,1.14,121.05,5.48,733.06,31.81,0.0,
2021-06-12 03:00:00,2021-06-12 04:00:00,33.6,60.86,3.06,3.35,7.85,4.48,1.5,0.31,18.57,2.57,,3.5,9.33,,65.59,1.52,124.79,5.51,732.9,30.5,0.0,
2021-06-12 04:00:00,2021-06-12 05:00:00,31.8,71.24,3.23,2.84,7.44,3.53,1.59,0.3,19.32,2.1,,2.42,8.24,,66.86,1.33,75.3,5.53,733.23,29.83,0.0,
2021-06-12 05:00:00,2021-06-12 06:00:00,33.3,55.64,3.51,3.05,8.12,12.37,1.58,0.29,16.98,1.39,,1.77,6.81,,66.41,1.2,99.21,15.57,734.12,29.41,0.0,
2021-06-12 06:00:00,2021-06-12 07:00:00,25.6,69.59,3.96,3.99,9.54,15.86,1.87,0.33,11.33,1.54,,1.13,6.19,,65.31,1.24,67.21,98.31,734.78,29.68,0.0,
2021-06-12 07:00:00,2021-06-12 08:00:00,26.2,76.3,3.84,4.35,10.02,12.79,1.91,0.38,10.04,2.05,,0.55,6.42,,60.52,0.8,73.57,232.39,735.08,31.34,0.0,
2021-06-12 08:00:00,2021-06-12 09:00:00,31.7,92.75,3.8,4.5,10.29,11.3,1.95,0.4,12.37,2.63,,,8.48,,52.56,0.98,116.5,397.77,735.34,33.36,0.0,
2021-06-12 09:00:00,2021-06-12 10:00:00,20.4,97.34,3.84,4.5,10.29,10.12,1.95,0.37,13.36,2.09,,,7.61,,46.88,0.91,90.19,541.89,735.49,35.38,0.0,
2021-06-12 10:00:00,2021-06-12 11:00:00,24.0,87.94,3.61,3.99,9.57,5.17,1.92,0.35,17.01,1.89,,2.5,9.58,,43.78,0.95,95.36,616.37,735.46,37.17,0.0,
2021-06-12 11:00:00,2021-06-12 12:00:00,25.3,92.33,3.16,3.69,8.56,1.71,2.32,0.34,32.14,2.46,,4.26,10.0,,41.68,1.01,150.02,664.34,735.5,38.07,0.0,
2021-06-12 12:00:00,2021-06-12 13:00:00,31.9,86.69,3.0,4.71,9.43,9.18,4.48,0.32,50.3,3.17,,2.39,6.9,,40.8,1.15,189.5,635.01,735.56,38.57,0.0,
2021-06-12 13:00:00,2021-06-12 14:00:00,30.7,207.2,3.06,4.83,9.99,14.92,4.66,0.29,68.01,1.15,,0.54,2.97,,53.55,1.97,229.74,698.68,735.76,33.65,0.0,
2021-06-12 14:00:00,2021-06-12 15:00:00,32.7,404.38,3.08,4.41,9.34,34.36,5.72,0.3,30.28,0.24,,,1.05,,50.98,1.67,209.79,663.47,735.4,33.82,0.0,
2021-06-12 15:00:00,2021-06-12 16:00:00,16.0,108.76,3.25,3.14,7.65,32.91,5.65,0.3,25.4,1.71,,0.8,4.22,,48.94,1.61,169.26,535.99,734.54,34.85,0.0,
2021-06-12 16:00:00,2021-06-12 17:00:00,14.1,76.71,3.53,4.44,9.43,17.24,5.78,0.31,22.61,1.99,,0.54,4.72,,48.26,1.54,148.05,316.22,733.51,35.17,0.0,
2021-06-12 17:00:00,2021-06-12 18:00:00,21.4,94.72,3.25,4.89,9.66,14.64,5.78,0.33,20.77,1.96,,,5.13,,47.47,1.41,111.55,193.83,733.29,34.8,0.0,
