From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2022-05-26 15:00:00,2022-05-26 16:00:00,27.12,53.1,7.03,13.75,,39.67,32.59,0.81,22.32,1.5,1.03,2.47,0.99,,49.34,0.4,154.66,41.3,7.78,24.9,0.0
2022-05-26 16:00:00,2022-05-26 17:00:00,27.51,52.63,6.96,13.94,20.91,39.85,44.16,1.2,14.18,1.5,0.94,2.49,0.99,,42.48,0.63,62.05,4.73,7.9,26.02,0.0
2022-05-26 17:00:00,2022-05-26 18:00:00,33.89,52.98,7.03,14.05,20.99,39.95,49.15,1.45,9.9,1.5,1.0,2.5,1.0,,36.12,0.62,97.48,0.0,7.97,26.39,0.0
2022-05-26 18:00:00,2022-05-26 19:00:00,32.26,77.14,6.88,13.92,20.92,40.08,25.5,0.87,21.99,1.49,0.98,2.49,0.98,,36.81,0.53,145.71,0.0,8.05,26.55,0.0
2022-05-26 19:00:00,2022-05-26 20:00:00,39.81,72.71,6.92,13.99,20.87,40.0,30.4,1.04,18.01,1.49,0.96,2.5,0.99,,40.34,0.43,157.62,0.0,8.0,25.52,0.0
2022-05-26 20:00:00,2022-05-26 21:00:00,32.36,67.38,6.97,14.11,21.01,39.95,28.73,1.3,5.95,1.5,1.0,2.51,1.03,,42.55,0.5,163.05,0.0,7.97,24.31,0.0
2022-05-26 21:00:00,2022-05-26 22:00:00,22.52,63.55,7.0,13.98,20.97,40.06,29.43,0.96,15.56,1.5,0.99,2.5,1.0,,42.33,0.35,132.7,0.0,8.04,24.22,0.0
2022-05-26 22:00:00,2022-05-26 23:00:00,16.09,60.62,7.09,14.05,21.0,40.0,33.3,1.32,8.71,1.51,1.0,2.5,0.99,,41.1,0.33,95.61,0.0,8.0,24.74,0.0
2022-05-26 23:00:00,2022-05-27 00:00:00,11.81,57.69,6.95,14.04,21.13,39.87,17.87,0.65,14.13,1.5,1.04,2.5,0.99,,33.43,0.26,137.63,0.0,7.91,26.81,0.0
2022-05-27 00:00:00,2022-05-27 01:00:00,18.82,57.24,7.07,13.97,21.02,40.19,18.69,0.58,11.22,1.51,1.0,2.5,1.02,,34.78,0.26,97.41,0.0,8.13,25.61,0.0
2022-05-27 01:00:00,2022-05-27 02:00:00,23.95,56.44,6.97,13.95,21.02,39.84,17.47,0.44,11.92,1.5,1.0,2.5,1.0,,36.53,0.25,138.52,0.0,7.89,24.61,0.0
2022-05-27 02:00:00,2022-05-27 03:00:00,35.11,55.41,6.96,13.86,20.97,39.95,16.78,0.34,13.93,1.5,0.99,2.49,1.0,,36.85,0.26,141.67,0.0,7.97,24.17,0.0
2022-05-27 03:00:00,2022-05-27 04:00:00,29.06,55.4,7.11,13.91,20.97,40.05,16.5,0.28,12.95,1.51,0.99,2.49,1.02,,40.0,0.18,105.93,0.0,8.03,23.73,0.0
2022-05-27 04:00:00,2022-05-27 05:00:00,20.52,54.12,6.96,14.04,20.88,40.11,17.48,0.35,7.65,1.5,0.96,2.5,0.99,,44.57,0.3,101.08,0.0,8.07,23.08,0.0
2022-05-27 05:00:00,2022-05-27 06:00:00,14.37,54.75,7.07,14.0,20.99,40.1,16.86,0.29,8.33,1.51,1.0,2.5,0.99,,47.95,0.36,120.88,3.55,8.07,22.54,0.0
2022-05-27 06:00:00,2022-05-27 07:00:00,10.06,55.44,7.02,14.03,20.98,39.96,19.75,0.41,8.27,1.5,1.0,2.5,0.99,,49.45,0.35,96.17,65.2,7.97,22.59,0.0
2022-05-27 07:00:00,2022-05-27 08:00:00,8.76,55.58,6.89,13.95,21.04,40.11,20.6,0.46,10.13,1.49,1.01,2.5,0.99,,48.99,0.31,124.6,165.62,8.07,23.6,0.0
2022-05-27 08:00:00,2022-05-27 09:00:00,9.39,55.0,7.0,13.94,21.06,40.13,20.89,0.6,15.19,1.5,1.02,2.49,0.99,,43.23,0.13,200.24,512.1,8.09,26.5,0.0
2022-05-27 09:00:00,2022-05-27 10:00:00,15.62,55.01,6.99,13.95,21.03,40.17,21.15,0.6,22.04,1.5,0.99,2.5,0.99,,36.98,0.08,334.53,654.45,8.11,28.7,0.0
2022-05-27 10:00:00,2022-05-27 11:00:00,14.78,54.15,6.92,14.11,20.99,40.01,28.91,0.82,28.84,1.49,1.0,2.51,1.01,,28.94,0.41,124.48,734.83,8.0,30.18,0.0
2022-05-27 11:00:00,2022-05-27 12:00:00,11.31,57.2,6.9,13.92,21.0,40.1,30.7,0.92,37.59,1.49,1.0,2.49,1.0,,25.72,0.4,45.66,712.1,8.06,31.5,0.0
2022-05-27 12:00:00,2022-05-27 13:00:00,7.72,56.16,7.08,14.04,21.0,39.92,32.72,0.88,44.08,1.51,1.0,2.5,1.01,,23.68,0.41,153.01,526.1,7.95,31.86,0.0
2022-05-27 13:00:00,2022-05-27 14:00:00,5.83,55.83,6.94,14.0,21.07,40.05,43.97,1.24,33.15,1.49,1.02,2.5,0.99,,21.01,0.42,61.35,333.42,8.04,32.2,0.0
2022-05-27 14:00:00,2022-05-27 15:00:00,4.08,55.89,7.04,13.96,21.0,40.12,38.71,1.21,35.12,1.5,1.0,2.5,1.0,,19.62,0.41,47.05,397.38,8.08,33.14,0.0
2022-05-27 15:00:00,2022-05-27 16:00:00,21.76,54.89,7.06,13.96,20.99,39.9,28.54,0.71,42.65,1.5,1.0,2.51,1.02,,20.59,0.29,125.53,232.68,7.98,32.34,0.0
2022-05-27 16:00:00,2022-05-27 17:00:00,32.29,54.85,6.97,14.02,21.02,39.88,17.71,0.42,49.88,1.5,1.01,2.5,0.99,,21.27,0.56,156.31,66.53,7.92,31.04,0.0
2022-05-27 17:00:00,2022-05-27 18:00:00,26.84,54.72,7.02,13.89,20.96,40.11,19.7,0.62,41.13,1.5,0.99,2.49,0.98,,20.1,0.52,155.8,4.35,8.07,29.94,0.0
2022-05-27 18:00:00,2022-05-27 19:00:00,19.69,57.32,7.06,14.0,21.1,39.99,28.0,1.29,19.06,1.5,1.03,2.5,0.99,,23.38,0.57,170.74,0.0,8.0,28.27,0.0
2022-05-27 19:00:00,2022-05-27 20:00:00,14.11,60.79,7.03,14.09,20.97,40.0,27.56,1.17,23.1,1.51,0.99,2.51,0.97,,25.07,0.52,149.27,0.0,8.0,27.74,0.0
2022-05-27 20:00:00,2022-05-27 21:00:00,10.2,69.41,6.96,13.95,20.96,39.97,25.25,1.15,18.03,1.5,0.99,2.5,1.02,,24.26,0.47,134.45,0.0,7.98,27.08,0.0
2022-05-27 21:00:00,2022-05-27 22:00:00,17.9,68.15,6.99,14.05,20.94,39.95,25.3,0.88,19.75,1.5,0.98,2.5,1.0,,23.36,0.53,123.23,0.0,7.96,26.95,0.0
2022-05-27 22:00:00,2022-05-27 23:00:00,23.39,65.78,6.92,14.04,20.98,40.02,21.8,0.54,22.74,1.49,0.99,2.5,1.01,,27.38,0.51,122.53,0.0,8.01,25.55,0.0
2022-05-27 23:00:00,2022-05-28 00:00:00,21.82,62.0,6.92,13.96,21.04,39.96,19.38,0.45,23.32,1.5,1.01,2.5,1.0,,30.11,0.49,117.45,0.0,7.97,24.68,0.0
2022-05-28 00:00:00,2022-05-28 01:00:00,22.46,66.81,6.96,14.09,21.01,39.96,19.89,0.4,19.12,1.5,1.0,2.51,0.99,,32.3,0.33,106.55,0.0,7.98,23.97,0.0
2022-05-28 01:00:00,2022-05-28 02:00:00,18.03,62.38,6.96,14.02,21.0,40.16,18.18,0.27,18.68,1.49,1.0,2.5,1.01,,35.13,0.43,116.2,0.0,8.11,23.39,0.0
2022-05-28 02:00:00,2022-05-28 03:00:00,12.82,69.41,7.05,13.97,21.09,39.88,17.46,0.24,12.93,1.5,1.02,2.5,0.96,,38.6,0.26,92.33,0.0,7.92,23.04,0.0
2022-05-28 03:00:00,2022-05-28 04:00:00,8.97,66.09,7.05,13.86,20.83,39.83,17.72,0.27,8.79,1.5,0.95,2.49,0.99,,42.23,0.29,79.2,0.0,7.89,22.33,0.0
2022-05-28 04:00:00,2022-05-28 05:00:00,6.28,62.74,7.06,14.07,21.03,40.05,18.45,0.31,6.26,1.51,1.01,2.5,1.01,,44.73,0.21,108.16,0.0,8.04,21.69,0.0
2022-05-28 05:00:00,2022-05-28 06:00:00,13.88,66.28,6.96,14.06,20.94,40.01,20.17,0.35,5.49,1.5,0.98,2.51,1.01,,45.98,0.32,114.0,10.43,8.01,21.47,0.0
2022-05-28 06:00:00,2022-05-28 07:00:00,18.11,63.87,6.94,14.08,21.06,39.98,20.22,0.36,8.47,1.49,1.02,2.51,1.0,,44.14,0.33,108.25,72.2,7.99,22.12,0.0
2022-05-28 07:00:00,2022-05-28 08:00:00,14.71,61.04,6.97,14.06,21.0,39.9,26.43,0.61,11.12,1.5,1.0,2.51,1.0,,37.74,0.3,128.59,316.7,7.93,24.43,0.0
2022-05-28 08:00:00,2022-05-28 09:00:00,10.55,59.48,7.02,14.02,21.09,40.16,30.2,0.93,14.03,1.5,1.03,2.5,1.0,,29.65,0.62,46.24,600.12,8.11,26.77,0.0
2022-05-28 09:00:00,2022-05-28 10:00:00,7.59,68.54,6.94,13.97,20.95,39.95,33.12,0.94,25.36,1.49,0.98,2.5,1.02,,26.47,0.45,46.66,745.48,7.96,28.41,0.0
2022-05-28 10:00:00,2022-05-28 11:00:00,6.51,94.74,7.01,13.88,21.03,40.0,32.79,0.89,41.0,1.5,1.01,2.49,1.01,,23.36,0.45,56.8,820.2,8.0,30.87,0.0
2022-05-28 11:00:00,2022-05-28 12:00:00,1.79,,6.99,13.99,21.05,39.92,30.74,0.7,39.87,1.5,1.02,2.5,0.99,,20.28,0.4,120.52,822.05,7.94,33.28,0.0
2022-05-28 12:00:00,2022-05-28 13:00:00,78.34,100.0,7.14,13.97,21.02,40.2,33.78,0.84,34.86,1.51,1.01,2.5,1.0,,16.9,0.47,55.77,775.62,8.13,34.33,0.0
2022-05-28 13:00:00,2022-05-28 14:00:00,68.16,100.0,6.98,14.0,20.97,40.06,33.16,0.84,37.12,1.5,0.99,2.5,0.97,,16.41,0.37,73.9,518.77,8.04,34.5,0.0
2022-05-28 14:00:00,2022-05-28 15:00:00,57.94,100.0,6.99,13.96,21.04,39.91,33.07,0.8,37.76,1.5,1.01,2.5,0.98,,15.23,0.41,59.16,429.72,7.94,34.81,0.0
2022-05-28 15:00:00,2022-05-28 16:00:00,57.44,100.0,7.01,14.09,20.91,39.93,34.07,0.81,35.53,1.5,0.97,2.51,1.0,,15.95,0.31,104.48,250.92,7.96,34.09,0.0
2022-05-28 16:00:00,2022-05-28 17:00:00,48.41,101.02,7.02,14.04,21.09,40.04,27.82,0.55,45.67,1.5,1.03,2.5,1.0,,16.69,0.45,113.37,33.92,8.03,32.53,0.0
2022-05-28 17:00:00,2022-05-28 18:00:00,40.32,105.06,6.96,13.96,21.0,40.1,22.34,0.52,45.27,1.5,1.0,2.5,1.02,,17.04,0.51,137.28,0.03,8.06,31.17,0.0
2022-05-28 18:00:00,2022-05-28 19:00:00,28.99,109.42,7.03,13.96,21.05,40.1,25.37,0.76,32.84,1.5,1.02,2.5,1.01,,19.24,0.51,134.71,0.0,8.06,30.22,0.0
2022-05-28 19:00:00,2022-05-28 20:00:00,20.29,112.16,7.0,13.96,20.98,39.98,23.84,0.65,30.2,1.5,0.99,2.5,1.03,,26.03,0.46,123.58,0.0,7.98,27.77,0.0
2022-05-28 20:00:00,2022-05-28 21:00:00,14.21,109.37,6.96,14.04,20.99,40.15,28.06,1.13,18.7,1.5,1.0,2.5,1.0,,26.24,0.52,138.51,0.0,8.1,27.5,0.0
2022-05-28 21:00:00,2022-05-28 22:00:00,11.99,107.15,7.01,13.92,21.01,40.11,27.81,0.87,17.45,1.5,1.0,2.49,0.98,,23.47,0.55,132.34,0.0,8.07,27.46,0.0
2022-05-28 22:00:00,2022-05-28 23:00:00,17.18,106.17,7.08,14.01,21.02,40.02,31.27,0.7,20.32,1.51,1.0,2.5,1.0,,22.96,0.54,119.32,0.0,8.01,27.17,0.0
2022-05-28 23:00:00,2022-05-29 00:00:00,22.16,105.81,7.01,13.97,20.91,40.0,22.84,0.59,20.34,1.5,0.97,2.5,0.99,,24.73,0.32,142.83,0.0,8.01,26.17,0.0
2022-05-29 00:00:00,2022-05-29 01:00:00,20.98,107.06,6.94,14.08,20.95,39.94,20.51,0.42,19.0,1.5,0.98,2.51,1.03,,27.09,0.38,130.2,0.0,7.96,25.26,0.0
2022-05-29 01:00:00,2022-05-29 02:00:00,14.96,113.28,6.94,13.88,20.98,39.99,19.04,0.3,17.16,1.49,0.99,2.49,1.01,,31.38,0.32,104.03,0.0,7.99,24.53,0.0
2022-05-29 02:00:00,2022-05-29 03:00:00,10.98,110.76,7.01,13.9,20.96,40.07,19.22,0.26,11.7,1.5,0.99,2.49,1.0,,35.87,0.3,80.62,0.0,8.05,24.19,0.0
2022-05-29 03:00:00,2022-05-29 04:00:00,7.69,108.85,6.92,14.03,21.07,39.94,18.61,0.27,8.91,1.5,1.03,2.5,0.98,,37.55,0.27,93.47,0.0,7.96,23.71,0.0
2022-05-29 04:00:00,2022-05-29 05:00:00,6.8,108.02,6.97,13.98,21.06,39.92,19.23,0.28,8.61,1.5,1.02,2.5,1.03,,37.85,0.21,97.66,0.0,7.95,23.52,0.0
2022-05-29 05:00:00,2022-05-29 06:00:00,10.63,106.81,6.96,14.02,20.98,40.07,20.59,0.35,7.25,1.5,1.0,2.5,0.98,,38.81,0.2,114.67,11.85,8.04,23.3,0.0
2022-05-29 06:00:00,2022-05-29 07:00:00,13.99,105.92,7.06,14.01,21.01,39.92,22.4,0.42,8.28,1.5,1.0,2.5,0.98,,37.89,0.32,110.34,80.5,7.94,23.93,0.0
2022-05-29 07:00:00,2022-05-29 08:00:00,13.95,106.69,6.99,14.01,20.93,40.08,23.79,0.46,11.25,1.5,0.98,2.5,0.99,,34.43,0.3,120.45,307.02,8.05,25.85,0.0
2022-05-29 08:00:00,2022-05-29 09:00:00,9.77,105.05,6.91,13.86,21.04,39.98,27.87,0.68,15.09,1.49,1.01,2.49,1.01,,29.79,0.6,50.69,563.33,7.98,28.15,0.0
2022-05-29 09:00:00,2022-05-29 10:00:00,7.13,105.09,6.88,14.04,21.1,40.05,29.55,0.8,23.8,1.49,1.03,2.5,1.01,,26.25,0.47,44.16,695.8,8.04,30.17,0.0
2022-05-29 10:00:00,2022-05-29 11:00:00,5.83,107.42,7.0,14.06,20.98,39.91,27.51,0.61,33.71,1.5,1.0,2.51,1.0,,23.24,0.36,78.93,771.65,7.94,31.71,0.0
