From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2021-07-12 11:00:00,2021-07-12 12:00:00,22.67,34.37,2.85,5.92,8.75,3.88,7.32,0.42,27.38,1.77,,28.27,44.79,,71.77,0.62,138.78,436.93,743.99,33.6,0.0,
2021-07-12 12:00:00,2021-07-12 13:00:00,23.52,37.62,0.77,4.58,4.86,3.56,3.25,0.36,56.88,1.74,,23.37,23.39,,66.48,0.7,162.56,580.34,743.4,34.93,0.0,
2021-07-12 13:00:00,2021-07-12 14:00:00,31.48,39.58,0.93,3.57,4.24,3.98,1.99,0.37,54.92,3.89,,13.12,20.17,,61.36,0.62,143.42,447.14,742.68,36.04,0.0,
2021-07-12 14:00:00,2021-07-12 15:00:00,24.81,34.81,1.46,3.42,4.8,3.9,2.5,0.3,42.02,4.06,,17.36,27.21,,63.74,0.73,148.99,397.93,741.95,34.18,0.0,
2021-07-12 15:00:00,2021-07-12 16:00:00,7.21,29.63,1.49,3.64,5.03,4.19,2.7,0.32,59.3,5.14,,28.08,41.31,,67.45,0.55,152.97,351.45,741.46,34.51,0.0,
2021-07-12 16:00:00,2021-07-12 17:00:00,14.4,26.83,1.37,4.35,5.5,4.0,2.71,0.32,57.13,7.51,,36.5,52.55,,66.75,0.44,168.52,145.58,741.08,33.87,0.0,
2021-07-12 17:00:00,2021-07-12 18:00:00,16.47,32.3,1.33,3.82,5.02,3.83,2.71,0.29,59.26,6.6,,35.14,51.75,,68.5,0.6,168.55,133.0,741.16,33.17,0.0,
2021-07-12 18:00:00,2021-07-12 19:00:00,12.61,32.66,1.14,5.37,6.05,4.16,2.55,0.3,56.89,6.05,,24.48,36.27,,74.91,0.37,139.85,17.65,741.56,31.62,0.0,
2021-07-12 19:00:00,2021-07-12 20:00:00,16.37,30.53,0.92,6.4,6.62,3.84,2.26,0.3,43.76,2.05,,5.56,11.01,,82.55,0.26,157.78,,741.97,29.96,0.0,
2021-07-12 20:00:00,2021-07-12 21:00:00,16.84,30.05,0.42,6.41,5.98,3.18,1.35,0.32,41.11,3.87,,11.46,14.97,,85.48,0.36,160.16,,742.04,29.38,0.0,
2021-07-12 21:00:00,2021-07-12 22:00:00,19.57,27.88,0.85,6.18,6.36,4.15,1.38,0.34,32.8,4.61,,16.38,23.47,,88.41,0.3,191.9,,742.37,28.7,0.0,
2021-07-12 22:00:00,2021-07-12 23:00:00,13.32,25.78,0.81,7.29,7.25,3.92,1.65,0.36,38.2,5.29,,23.8,33.04,,89.63,0.35,202.99,,742.58,28.38,0.0,
2021-07-12 23:00:00,2021-07-13 00:00:00,14.57,22.39,0.87,6.54,6.71,3.79,1.58,0.33,35.27,6.54,,32.15,42.13,,90.1,0.25,170.03,,742.81,28.1,0.0,
2021-07-13 00:00:00,2021-07-13 01:00:00,16.33,17.91,1.1,7.61,7.92,3.94,1.61,0.33,32.84,7.19,,41.0,52.7,,92.76,0.28,167.71,,742.74,27.62,0.0,
2021-07-13 01:00:00,2021-07-13 02:00:00,15.05,19.61,0.97,9.13,9.03,4.07,1.61,0.32,36.93,6.78,,42.36,54.53,,92.08,0.39,192.19,,742.54,27.74,0.0,
2021-07-13 02:00:00,2021-07-13 03:00:00,11.93,20.63,1.04,7.85,8.04,4.08,1.59,0.33,36.09,6.95,,48.1,61.63,,92.61,0.27,187.1,,742.28,27.46,0.0,
2021-07-13 03:00:00,2021-07-13 04:00:00,15.95,19.06,1.15,6.57,7.09,4.05,1.6,0.33,34.97,6.78,,53.59,69.08,,93.85,0.22,173.13,,742.04,27.25,0.0,
2021-07-13 04:00:00,2021-07-13 05:00:00,14.61,19.02,1.39,6.42,7.28,4.13,1.66,0.35,22.21,6.59,,48.24,61.97,,96.12,0.12,144.11,,742.09,26.77,0.0,
2021-07-13 05:00:00,2021-07-13 06:00:00,13.19,19.77,1.61,4.65,6.05,4.1,1.64,0.35,17.34,6.92,,52.58,67.76,,97.98,0.12,142.2,5.45,742.16,26.46,0.0,
2021-07-13 06:00:00,2021-07-13 07:00:00,11.35,17.79,1.62,5.75,6.98,3.99,1.62,0.32,26.27,6.96,,51.44,66.21,,96.36,0.32,163.92,41.23,742.3,27.39,0.0,
2021-07-13 07:00:00,2021-07-13 08:00:00,11.29,22.6,1.66,6.5,7.66,4.34,1.7,0.37,37.17,7.68,,61.59,80.78,,86.21,0.5,151.72,110.56,742.76,29.77,0.0,
2021-07-13 08:00:00,2021-07-13 09:00:00,17.26,29.37,2.48,4.58,7.12,4.41,2.25,0.36,42.8,7.41,,60.25,77.6,,72.14,0.58,161.18,480.72,742.82,33.09,0.0,
2021-07-13 09:00:00,2021-07-13 10:00:00,14.06,27.02,1.8,4.52,6.21,3.96,2.47,0.38,53.79,8.29,,70.77,97.49,,62.54,0.7,146.19,624.98,742.81,35.32,0.0,
2021-07-13 10:00:00,2021-07-13 11:00:00,10.93,24.39,1.58,4.06,5.52,4.2,2.54,0.37,60.38,10.9,,79.19,110.55,,58.44,0.75,138.69,710.9,742.73,36.36,0.0,
2021-07-13 11:00:00,2021-07-13 12:00:00,11.77,26.99,1.36,3.52,4.75,4.15,2.47,0.34,62.39,15.0,,86.47,122.21,,56.94,0.73,155.56,628.04,742.48,36.35,0.0,
2021-07-13 12:00:00,2021-07-13 13:00:00,12.92,22.56,1.19,3.36,4.4,3.97,2.42,0.34,61.43,14.91,,85.3,121.22,,53.97,0.65,167.62,587.26,742.1,37.33,0.0,
2021-07-13 13:00:00,2021-07-13 14:00:00,7.21,18.3,1.06,3.0,3.92,4.08,2.42,0.33,61.62,15.3,,87.76,123.97,,50.83,0.7,155.79,599.16,741.68,37.91,0.0,
2021-07-13 14:00:00,2021-07-13 15:00:00,6.36,20.44,1.07,3.27,4.17,4.1,2.43,0.37,65.67,16.43,,91.04,128.8,,50.01,0.64,167.84,656.39,741.17,38.67,0.0,
2021-07-13 15:00:00,2021-07-13 16:00:00,10.7,23.54,0.92,3.4,4.06,3.83,2.44,0.33,64.54,16.38,,89.25,128.6,,51.58,0.7,186.76,401.19,740.76,37.7,0.0,
2021-07-13 16:00:00,2021-07-13 17:00:00,9.83,21.52,0.84,3.39,3.97,3.93,2.42,0.33,63.31,17.2,,88.05,125.7,,57.13,0.54,180.09,181.47,740.48,35.72,0.0,
