From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-02-10 09:00:00,2023-02-10 10:00:00,40.0,139.5,2.45,7.95,6.25,19.45,14.55,0.3,61.85,0.1,0.2,,,,56.0,1.85,239.5,219.0,,25.65,0.0,
2023-02-10 10:00:00,2023-02-10 11:00:00,18.75,92.25,1.95,5.88,4.67,21.62,15.1,0.29,64.92,0.0,0.2,,,,56.25,2.12,241.0,236.5,,26.18,0.0,
2023-02-10 11:00:00,2023-02-10 12:00:00,13.25,96.5,1.78,5.35,4.28,23.6,14.18,0.27,66.17,0.0,0.2,,,,53.25,1.95,251.0,264.5,,26.9,0.0,
2023-02-10 12:00:00,2023-02-10 13:00:00,15.25,115.0,1.6,5.0,3.97,24.45,13.05,0.26,70.33,0.0,0.2,,,,48.5,1.75,238.75,175.75,,27.55,0.0,
2023-02-10 13:00:00,2023-02-10 14:00:00,18.5,93.5,1.62,5.42,4.23,24.6,11.62,0.27,71.47,0.0,0.2,,,,45.0,1.95,248.0,266.25,,28.0,0.0,
2023-02-10 14:00:00,2023-02-10 15:00:00,12.0,83.0,1.55,4.47,3.62,25.93,8.72,0.27,73.6,0.0,0.2,,,,40.75,1.77,237.75,235.25,,28.45,0.0,
2023-02-10 15:00:00,2023-02-10 16:00:00,11.75,84.0,1.45,4.75,3.67,27.02,7.2,0.31,76.92,0.0,0.2,,,,39.0,1.73,241.5,185.5,,28.67,0.0,
2023-02-10 16:00:00,2023-02-10 17:00:00,10.25,86.75,1.58,4.7,3.77,24.95,7.7,0.32,79.83,0.0,0.2,,,,39.5,1.7,240.5,126.0,,28.67,0.0,
2023-02-10 17:00:00,2023-02-10 18:00:00,13.5,84.0,1.6,5.75,4.33,23.18,12.12,0.33,80.42,0.0,0.2,,0.03,,42.75,0.95,210.25,73.0,,28.33,0.0,
2023-02-10 18:00:00,2023-02-10 19:00:00,20.0,101.75,1.48,11.43,7.3,21.72,11.38,0.4,67.52,0.0,0.2,0.1,0.1,,50.0,0.55,201.5,53.75,,27.53,0.0,
2023-02-10 19:00:00,2023-02-10 20:00:00,22.0,132.0,1.3,18.52,10.9,19.45,7.67,0.47,53.25,0.03,0.3,0.03,0.1,,52.25,0.38,200.75,53.0,,26.95,0.0,
2023-02-10 20:00:00,2023-02-10 21:00:00,24.5,136.0,2.15,49.15,27.88,20.4,6.93,0.83,21.0,0.12,0.75,0.38,0.45,0.1,55.0,0.35,216.0,53.0,,26.58,0.0,
2023-02-10 21:00:00,2023-02-10 22:00:00,41.75,226.25,1.42,22.15,12.93,20.15,6.7,0.48,49.97,0.12,1.82,1.05,1.05,0.3,54.75,0.4,140.0,53.25,,26.4,0.0,
2023-02-10 22:00:00,2023-02-10 23:00:00,23.75,95.75,2.05,25.42,15.2,18.77,5.7,0.51,37.43,0.0,0.45,0.05,0.1,,63.5,0.1,97.75,53.75,,25.53,0.0,
2023-02-10 23:00:00,2023-02-11 00:00:00,19.25,94.75,2.27,40.77,23.55,18.17,4.75,0.64,15.22,0.08,0.57,0.1,0.12,0.03,70.0,0.15,130.25,54.0,,25.05,0.0,
2023-02-11 00:00:00,2023-02-11 01:00:00,37.5,129.25,5.05,49.65,30.53,19.32,3.52,0.86,5.83,0.12,1.32,0.15,0.42,0.17,75.0,0.1,96.75,54.0,,24.73,0.0,
2023-02-11 01:00:00,2023-02-11 02:00:00,44.0,150.25,4.85,39.47,24.92,20.1,3.1,0.58,19.35,0.1,1.23,0.2,0.57,0.2,74.75,0.27,104.5,54.0,,24.73,0.0,
2023-02-11 02:00:00,2023-02-11 03:00:00,27.25,98.25,1.45,15.78,9.57,20.43,2.92,0.33,32.75,0.03,0.38,0.03,0.15,0.03,78.5,0.1,76.0,53.5,,24.38,0.0,
2023-02-11 03:00:00,2023-02-11 04:00:00,18.25,69.0,4.67,36.67,23.3,21.8,2.7,0.38,11.58,0.05,0.45,0.03,0.12,,82.25,0.15,120.0,53.0,,24.1,0.0,
2023-02-11 04:00:00,2023-02-11 05:00:00,24.25,90.75,7.57,39.8,27.32,23.12,2.22,0.41,7.27,0.05,0.5,0.1,0.2,0.03,84.0,0.15,111.25,53.25,,24.05,0.0,
