From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2020-08-24 20:00:00,2020-08-24 21:00:00,21.45,102.28,1.38,5.92,7.3,2.06,2.81,0.89,14.31,11.78,1.47,1.31,5.05,85.73,0.2,208.46,0.64,750.28,0.6,,0.0
2020-08-24 21:00:00,2020-08-24 22:00:00,20.5,103.06,1.26,7.49,8.75,11.41,2.82,0.73,17.16,10.73,1.35,1.75,5.43,85.3,0.35,214.01,0.65,750.28,0.58,29.8,0.0
2020-08-24 22:00:00,2020-08-24 23:00:00,23.35,98.44,1.45,5.42,6.87,25.88,2.84,0.66,12.97,8.97,1.09,1.92,5.62,87.46,0.29,224.3,0.64,750.29,0.53,29.5,0.0
2020-08-24 23:00:00,2020-08-25 00:00:00,27.46,100.42,1.18,4.45,5.63,14.48,2.85,0.59,17.62,8.21,0.99,1.78,6.33,87.28,0.76,195.86,0.83,750.29,0.53,29.31,0.0
2020-08-25 00:00:00,2020-08-25 01:00:00,29.23,83.9,1.16,2.26,3.42,15.03,3.11,0.32,34.25,7.02,0.79,1.9,7.13,84.48,0.7,307.24,0.94,750.28,0.51,28.16,0.0
2020-08-25 01:00:00,2020-08-25 02:00:00,23.89,61.5,1.17,3.63,4.8,17.38,3.04,0.31,26.92,6.03,0.7,1.92,7.42,86.06,0.51,157.2,0.81,750.27,0.5,27.89,0.0
2020-08-25 02:00:00,2020-08-25 03:00:00,17.41,58.15,1.2,4.22,5.42,17.76,3.04,0.34,18.78,5.33,0.66,1.9,7.63,89.91,0.19,152.28,0.75,750.27,0.49,27.82,0.0
2020-08-25 03:00:00,2020-08-25 04:00:00,12.73,54.6,1.2,2.91,4.11,15.38,3.06,0.34,18.17,4.89,0.62,1.89,7.75,90.61,0.25,221.98,0.47,750.26,0.49,27.69,0.0
2020-08-25 04:00:00,2020-08-25 05:00:00,10.08,57.77,1.25,3.63,4.88,13.85,2.93,0.35,15.29,4.47,0.59,1.9,7.84,90.67,0.52,216.04,0.42,750.26,0.49,27.91,0.0
2020-08-25 05:00:00,2020-08-25 06:00:00,7.79,54.36,1.42,3.28,4.71,12.65,2.94,0.37,13.58,4.38,0.58,1.87,7.93,93.63,0.56,198.39,24.65,750.26,0.49,27.93,0.0
2020-08-25 06:00:00,2020-08-25 07:00:00,7.1,58.72,2.25,3.48,5.74,12.39,2.97,0.41,17.16,3.97,0.52,1.77,6.94,86.58,0.97,215.05,167.82,750.27,0.46,29.5,0.0
2020-08-25 07:00:00,2020-08-25 08:00:00,7.16,52.5,1.95,3.01,4.96,9.73,3.0,0.39,27.86,3.87,0.53,1.69,6.46,79.06,1.24,216.97,340.87,750.28,0.45,30.64,0.0
2020-08-25 08:00:00,2020-08-25 09:00:00,6.48,53.92,1.67,4.01,5.67,20.47,2.93,0.38,34.78,4.03,0.59,1.86,7.07,74.55,1.39,234.67,532.36,750.29,0.51,31.61,0.0
2020-08-25 09:00:00,2020-08-25 10:00:00,5.27,51.71,1.69,2.89,4.58,18.73,2.81,0.39,38.59,3.9,0.61,1.8,6.7,71.76,1.52,240.12,659.27,750.29,0.55,32.19,0.0
2020-08-25 10:00:00,2020-08-25 11:00:00,7.88,51.91,1.63,3.09,4.72,12.19,2.63,0.41,41.58,3.26,0.5,1.1,4.11,67.92,1.14,235.05,599.97,750.29,0.51,32.98,0.0
2020-08-25 11:00:00,2020-08-25 12:00:00,13.69,44.01,1.81,2.98,4.79,19.53,2.66,0.43,41.01,3.0,0.48,1.04,2.54,65.27,0.86,242.38,349.3,750.28,0.45,33.13,0.0
2020-08-25 12:00:00,2020-08-25 13:00:00,13.43,35.71,1.81,2.76,4.57,22.31,2.79,0.38,41.92,3.71,0.46,0.57,1.07,63.37,0.96,221.56,584.98,750.27,0.37,33.79,0.0
2020-08-25 13:00:00,2020-08-25 14:00:00,15.52,510.29,1.53,2.44,3.97,15.19,2.68,0.36,43.26,3.0,0.43,0.86,1.08,61.23,1.11,231.1,572.82,750.26,0.34,34.47,0.0
2020-08-25 14:00:00,2020-08-25 15:00:00,16.19,166.37,1.38,2.29,3.67,15.23,2.7,0.35,45.33,3.1,0.46,0.81,1.48,61.52,1.34,222.2,468.88,750.25,0.38,34.42,0.0
2020-08-25 15:00:00,2020-08-25 16:00:00,17.47,74.2,1.33,2.48,3.8,,2.75,0.39,45.3,3.01,0.54,1.45,2.79,63.23,1.3,224.45,311.2,750.23,0.4,34.03,0.0
2020-08-25 16:00:00,2020-08-25 17:00:00,20.13,84.49,1.56,3.46,5.03,,2.89,0.41,43.27,3.31,0.6,1.55,4.54,64.41,1.08,241.22,185.37,750.23,0.48,33.75,0.0
2020-08-25 17:00:00,2020-08-25 18:00:00,23.32,67.15,1.42,4.14,5.56,,2.92,0.5,42.59,3.57,0.65,1.76,5.6,67.08,0.79,229.18,44.49,750.24,0.5,33.0,0.0
2020-08-25 18:00:00,2020-08-25 19:00:00,22.7,99.02,1.23,4.73,5.96,,2.96,0.65,39.67,3.79,0.68,1.92,6.26,70.31,0.58,220.57,1.63,750.26,0.49,32.33,0.0
