From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2023-03-16 15:00:00,2023-03-16 16:00:00,43.0,138.5,4.15,1.85,4.35,40.2,5.5,0.4,9.9,0.1,1.2,0.1,0.3,0.1,25.5,1.3,355.0,84.0,30.05,0.0,
2023-03-16 16:00:00,2023-03-16 17:00:00,36.0,127.75,4.22,2.45,4.7,41.42,3.77,0.33,9.7,0.1,1.12,0.1,0.3,0.05,26.75,2.12,240.0,41.5,29.17,0.0,
2023-03-16 17:00:00,2023-03-16 18:00:00,31.75,142.0,4.03,4.05,5.45,39.17,2.5,0.18,9.38,0.1,1.05,0.1,0.25,0.05,30.75,2.15,98.0,22.5,27.55,0.0,
2023-03-16 18:00:00,2023-03-16 19:00:00,27.75,169.75,4.25,8.22,7.83,43.33,3.0,0.37,10.07,0.1,0.97,0.1,0.25,,36.75,1.1,36.5,6.75,25.7,0.0,
2023-03-16 19:00:00,2023-03-16 20:00:00,31.25,154.0,4.17,7.88,7.57,47.5,3.88,0.37,13.68,0.1,1.05,0.1,0.3,0.05,48.75,1.9,181.5,6.0,24.02,0.0,
2023-03-16 20:00:00,2023-03-16 21:00:00,41.0,154.0,3.95,7.82,7.4,49.8,3.07,0.34,9.9,0.1,1.1,0.1,0.32,0.05,52.25,1.62,203.75,6.5,22.95,0.0,
2023-03-16 21:00:00,2023-03-16 22:00:00,31.0,76.5,4.0,5.9,6.38,52.73,2.7,0.31,9.5,0.1,1.1,0.15,0.38,0.1,56.5,1.62,207.0,6.0,22.02,0.0,
2023-03-16 22:00:00,2023-03-16 23:00:00,26.75,78.75,3.93,3.3,4.92,49.7,2.03,0.19,9.88,0.1,1.1,0.1,0.33,0.03,51.0,0.98,209.0,6.0,22.58,0.0,
2023-03-16 23:00:00,2023-03-17 00:00:00,23.75,51.5,3.92,4.12,5.4,47.35,2.52,0.22,11.1,0.1,1.1,0.12,0.33,,51.0,0.3,216.25,6.25,22.1,0.0,
2023-03-17 00:00:00,2023-03-17 01:00:00,26.0,46.75,3.85,8.45,7.6,45.75,2.4,0.23,9.97,0.1,1.1,0.12,0.38,0.03,51.5,0.2,245.0,6.0,21.88,0.0,
2023-03-17 01:00:00,2023-03-17 02:00:00,26.75,53.25,3.92,6.75,6.75,42.85,2.25,0.17,10.15,0.1,1.1,0.1,0.38,,50.75,0.43,235.0,6.75,22.3,0.0,
2023-03-17 02:00:00,2023-03-17 03:00:00,31.5,52.0,4.05,7.43,7.25,44.88,2.67,0.27,9.75,0.1,1.1,0.12,0.38,0.03,54.5,0.8,150.75,6.5,21.9,0.0,
2023-03-17 03:00:00,2023-03-17 04:00:00,46.0,75.25,4.65,9.12,8.6,46.3,2.58,0.37,10.25,0.1,1.08,0.15,0.4,0.03,64.25,0.8,107.5,6.25,20.57,0.0,
2023-03-17 04:00:00,2023-03-17 05:00:00,64.5,104.5,4.3,12.7,10.27,46.75,2.4,0.28,9.4,0.1,1.02,0.15,0.35,,67.5,0.47,51.0,6.0,20.05,0.0,
2023-03-17 05:00:00,2023-03-17 06:00:00,53.5,86.75,4.18,11.17,9.32,47.85,3.05,0.27,9.65,0.1,1.0,0.18,0.33,,62.75,0.6,189.5,6.0,20.7,0.0,
2023-03-17 06:00:00,2023-03-17 07:00:00,47.5,80.75,4.17,13.2,10.4,46.25,3.2,0.43,13.22,0.1,1.0,0.17,0.3,,61.5,0.52,226.0,7.25,21.07,0.0,
2023-03-17 07:00:00,2023-03-17 08:00:00,66.25,115.0,6.2,22.8,17.18,45.2,3.83,0.66,8.28,0.1,1.1,0.2,0.4,,62.75,0.55,130.25,18.5,21.4,0.0,
2023-03-17 08:00:00,2023-03-17 09:00:00,81.5,157.0,6.65,22.2,17.23,44.75,5.58,0.7,9.5,0.2,1.15,0.2,0.47,0.08,62.25,0.45,197.25,35.0,22.12,0.0,
2023-03-17 09:00:00,2023-03-17 10:00:00,80.75,159.75,5.85,18.0,14.3,43.15,8.28,0.73,14.23,0.2,1.25,0.2,0.55,0.1,58.5,0.82,172.25,69.25,23.4,0.0,
2023-03-17 10:00:00,2023-03-17 11:00:00,81.25,167.75,5.52,16.78,13.43,44.65,13.28,0.63,9.85,0.2,1.38,0.2,0.6,0.1,51.25,0.92,190.5,86.0,25.25,0.0,
2023-03-17 11:00:00,2023-03-17 12:00:00,69.25,157.0,4.67,7.75,7.92,43.5,11.05,0.46,9.55,0.2,1.45,0.2,0.57,0.1,45.75,1.15,167.25,155.25,26.83,0.0,
2023-03-17 12:00:00,2023-03-17 13:00:00,47.25,119.75,4.2,2.5,4.78,40.58,6.93,0.43,9.35,0.2,1.4,0.2,0.45,0.1,41.0,1.3,163.5,180.5,27.85,0.0,
2023-03-17 13:00:00,2023-03-17 14:00:00,38.5,91.25,4.17,1.42,4.17,44.0,6.5,0.42,10.53,0.12,1.3,0.17,0.4,0.1,38.75,1.05,171.75,168.25,28.83,0.0,
2023-03-17 14:00:00,2023-03-17 15:00:00,27.0,67.5,4.15,1.27,4.05,41.73,4.38,0.41,11.03,0.1,1.2,0.15,0.3,0.1,36.75,0.8,190.75,142.25,29.78,0.0,
2023-03-17 15:00:00,2023-03-17 16:00:00,24.5,59.5,4.03,0.55,3.55,38.7,3.67,0.42,9.55,0.1,1.12,0.1,0.3,0.05,36.0,0.68,207.75,101.5,29.88,0.0,
2023-03-17 16:00:00,2023-03-17 17:00:00,27.75,65.5,3.85,1.05,3.35,37.45,3.27,0.41,9.87,0.1,1.02,0.1,0.25,,39.75,1.0,164.75,21.75,27.55,0.0,
2023-03-17 17:00:00,2023-03-17 18:00:00,38.25,181.5,4.22,1.07,3.85,34.45,2.62,0.37,11.9,0.1,0.95,0.08,0.18,,82.75,1.85,102.5,7.0,19.3,0.0,
2023-03-17 18:00:00,2023-03-17 19:00:00,47.5,419.5,4.32,3.88,5.58,37.32,1.48,0.55,9.5,0.1,0.83,0.03,0.1,,91.5,1.3,182.0,7.0,18.18,0.25,
2023-03-17 19:00:00,2023-03-17 20:00:00,31.25,50.0,4.17,9.38,8.38,45.45,1.1,0.72,8.97,0.1,0.93,0.1,0.23,,88.0,1.18,208.75,6.75,18.6,0.25,
2023-03-17 20:00:00,2023-03-17 21:00:00,39.0,51.75,4.1,5.42,6.22,50.12,0.88,0.5,9.97,0.1,1.02,0.1,0.3,0.1,78.5,1.12,202.5,6.0,18.9,0.25,
2023-03-17 21:00:00,2023-03-17 22:00:00,31.0,44.5,4.55,12.32,10.25,52.42,0.7,0.63,9.25,0.1,1.02,0.1,0.3,0.08,76.0,0.72,200.25,6.0,18.95,0.0,
2023-03-17 22:00:00,2023-03-17 23:00:00,28.0,44.25,5.45,12.95,11.3,49.6,0.85,0.55,11.7,0.1,1.02,0.1,0.3,0.03,82.75,1.15,13.25,6.0,18.7,0.0,
2023-03-17 23:00:00,2023-03-18 00:00:00,42.5,77.5,5.4,11.55,10.53,46.65,0.68,0.66,9.62,0.1,1.0,0.1,0.3,,87.75,1.03,101.75,6.25,18.2,0.0,
2023-03-18 00:00:00,2023-03-18 01:00:00,59.0,85.0,4.25,3.75,5.42,45.1,0.7,0.61,9.5,0.1,1.0,0.1,0.3,,86.75,0.4,121.5,6.75,17.33,0.0,
2023-03-18 01:00:00,2023-03-18 02:00:00,53.0,54.0,3.88,2.38,4.43,41.1,0.57,0.47,9.35,0.1,1.0,0.1,0.3,,85.5,0.3,261.0,6.5,17.33,0.0,
2023-03-18 02:00:00,2023-03-18 03:00:00,54.5,62.25,10.9,15.8,17.3,39.45,0.68,0.59,10.3,0.1,1.0,0.1,0.3,,91.0,0.55,20.0,6.5,17.08,0.0,
2023-03-18 03:00:00,2023-03-18 04:00:00,62.0,90.0,11.12,14.95,16.98,41.73,0.78,0.64,9.38,0.1,1.08,0.1,0.3,0.03,95.25,0.33,97.5,6.75,16.83,0.0,
2023-03-18 04:00:00,2023-03-18 05:00:00,75.25,102.25,15.53,14.62,20.4,44.12,0.93,0.65,9.45,0.1,1.1,0.15,0.32,0.03,96.75,0.48,22.5,6.75,16.48,0.0,
2023-03-18 05:00:00,2023-03-18 06:00:00,81.0,104.25,6.17,15.88,13.45,47.67,0.43,0.51,9.68,0.1,1.1,0.12,0.38,0.03,92.5,0.42,26.0,6.75,16.43,0.0,
2023-03-18 06:00:00,2023-03-18 07:00:00,59.5,78.0,4.67,10.85,9.6,46.6,0.17,0.53,11.05,0.1,1.1,0.12,0.3,,92.25,0.3,196.0,11.0,16.3,0.0,
2023-03-18 07:00:00,2023-03-18 08:00:00,54.75,64.75,4.33,5.55,6.45,45.07,0.25,0.54,9.03,0.1,1.1,0.12,0.32,,85.25,0.5,130.0,28.0,17.73,0.0,
2023-03-18 08:00:00,2023-03-18 09:00:00,47.0,57.5,5.33,8.03,8.6,44.85,0.5,0.61,12.18,0.1,1.1,0.12,0.4,0.03,78.75,0.75,142.5,65.75,19.75,0.0,
2023-03-18 09:00:00,2023-03-18 10:00:00,53.25,73.5,5.08,4.1,6.3,44.33,0.53,0.52,9.52,0.1,1.1,0.12,0.4,0.07,70.75,0.78,135.5,121.25,21.82,0.0,
2023-03-18 10:00:00,2023-03-18 11:00:00,51.5,70.25,4.45,3.05,5.25,49.57,0.78,0.5,12.9,0.1,1.1,0.15,0.38,0.05,61.75,0.7,108.0,154.5,23.52,0.0,
2023-03-18 11:00:00,2023-03-18 12:00:00,43.0,65.0,4.62,3.35,5.52,51.78,1.35,0.44,8.98,0.1,1.05,0.1,0.33,0.05,58.75,0.9,90.0,176.25,24.75,0.0,
2023-03-18 12:00:00,2023-03-18 13:00:00,39.25,62.0,4.12,2.4,4.65,50.08,1.52,0.41,12.0,0.1,0.95,0.1,0.3,,57.75,1.02,149.0,180.0,25.43,0.0,
2023-03-18 13:00:00,2023-03-18 14:00:00,35.75,53.25,4.03,2.2,4.45,53.05,2.15,0.38,9.45,0.1,0.9,0.1,0.22,,54.75,1.07,109.0,165.75,25.65,0.0,
2023-03-18 14:00:00,2023-03-18 15:00:00,30.75,53.25,4.2,2.12,4.53,47.97,2.4,0.35,9.9,0.1,0.82,0.1,0.2,,52.0,1.1,19.75,126.25,26.25,0.0,
2023-03-18 15:00:00,2023-03-18 16:00:00,29.0,52.75,4.25,1.85,4.45,42.43,2.2,0.35,8.38,0.1,0.8,0.08,0.12,,49.75,1.15,17.25,101.5,26.12,0.0,
2023-03-18 16:00:00,2023-03-18 17:00:00,34.0,59.75,4.28,2.4,4.72,39.35,2.35,0.35,12.58,0.1,0.8,0.03,0.1,,48.5,1.02,49.75,66.0,26.6,0.0,
2023-03-18 17:00:00,2023-03-18 18:00:00,31.75,66.75,4.07,5.0,5.97,34.4,1.5,0.44,9.78,0.1,0.8,,0.1,,48.75,0.95,10.5,24.25,25.73,0.0,
2023-03-18 18:00:00,2023-03-18 19:00:00,33.75,80.75,4.03,14.9,11.22,33.8,1.67,0.74,9.68,0.1,0.85,0.05,0.15,,50.25,0.35,8.0,7.5,24.72,0.0,
2023-03-18 19:00:00,2023-03-18 20:00:00,37.0,123.5,7.8,45.05,30.28,36.75,1.68,1.35,14.1,0.1,1.12,0.12,0.45,0.08,55.5,0.2,226.25,6.0,22.97,0.0,
2023-03-18 20:00:00,2023-03-18 21:00:00,59.0,177.25,5.4,43.05,27.28,40.57,2.25,1.59,9.0,0.12,1.93,0.28,1.0,0.25,63.25,0.3,228.5,6.0,22.38,0.0,
2023-03-18 21:00:00,2023-03-18 22:00:00,91.0,184.75,4.12,33.23,21.02,44.52,1.82,1.22,8.32,0.2,2.62,0.4,1.27,0.33,68.0,0.65,215.5,6.0,22.05,0.0,
2023-03-18 22:00:00,2023-03-18 23:00:00,87.5,150.5,4.03,4.12,5.45,45.9,1.8,0.56,9.38,0.2,2.35,0.33,1.1,0.33,72.5,0.78,214.0,6.0,20.77,0.0,
2023-03-18 23:00:00,2023-03-19 00:00:00,59.75,90.5,3.9,1.6,4.05,46.15,1.62,0.48,9.7,0.2,1.95,0.27,0.8,0.2,76.5,0.75,211.25,6.0,20.05,0.0,
2023-03-19 00:00:00,2023-03-19 01:00:00,65.5,77.25,3.85,0.82,3.57,45.95,1.35,0.45,8.55,0.2,1.62,0.2,0.57,0.12,80.75,0.77,217.75,6.0,19.68,0.0,
2023-03-19 01:00:00,2023-03-19 02:00:00,76.0,78.0,3.73,,2.85,43.4,1.05,0.45,12.8,0.2,1.4,0.12,0.43,0.1,84.0,0.65,211.0,6.0,19.28,0.0,
2023-03-19 02:00:00,2023-03-19 03:00:00,,,3.88,,3.02,43.77,0.93,0.46,9.9,0.2,1.23,0.1,0.3,0.07,88.0,0.73,213.0,5.5,19.05,0.0,
2023-03-19 03:00:00,2023-03-19 04:00:00,,,3.88,,2.8,46.08,0.68,0.48,9.55,0.2,1.12,0.1,0.3,,91.0,0.67,212.75,5.5,18.75,0.0,
2023-03-19 04:00:00,2023-03-19 05:00:00,,,3.85,,2.7,48.98,0.85,0.51,10.75,0.2,1.02,0.1,0.22,,93.25,0.67,215.5,6.0,18.58,0.0,
2023-03-19 05:00:00,2023-03-19 06:00:00,,,3.88,,3.0,51.18,0.82,0.54,9.55,0.2,1.0,0.08,0.2,,94.5,0.6,213.25,5.75,18.38,0.0,
2023-03-19 06:00:00,2023-03-19 07:00:00,,,3.85,0.83,3.42,49.5,0.82,0.59,10.9,0.2,1.0,0.1,0.2,,95.0,0.45,214.75,10.5,18.3,0.0,
2023-03-19 07:00:00,2023-03-19 08:00:00,,,3.93,2.47,4.55,46.23,0.62,0.61,9.4,0.2,1.0,0.1,0.2,0.03,91.5,0.53,219.0,38.75,19.25,0.0,
2023-03-19 08:00:00,2023-03-19 09:00:00,,,4.38,1.57,4.38,45.83,0.95,0.66,10.3,0.23,1.0,0.1,0.22,,85.5,0.65,220.25,51.0,20.9,0.0,
2023-03-19 09:00:00,2023-03-19 10:00:00,,,4.65,3.65,5.73,45.2,1.25,0.73,14.25,0.28,1.0,0.1,0.25,,79.5,0.77,236.25,103.75,22.75,0.0,
2023-03-19 10:00:00,2023-03-19 11:00:00,,,4.7,3.8,5.85,47.25,1.15,0.64,8.68,0.3,1.0,0.1,0.27,,73.5,0.85,232.25,143.75,24.25,0.0,
2023-03-19 11:00:00,2023-03-19 12:00:00,110.0,120.0,4.35,3.33,5.32,47.08,1.23,0.56,15.93,0.27,1.0,0.1,0.22,,67.0,1.02,202.5,162.75,25.75,0.0,
2023-03-19 12:00:00,2023-03-19 13:00:00,103.0,115.25,4.12,2.1,4.45,47.25,1.3,0.53,8.75,0.2,1.0,0.1,0.22,,61.25,1.03,243.0,162.5,26.8,0.0,
2023-03-19 13:00:00,2023-03-19 14:00:00,73.5,94.75,4.2,1.43,4.15,46.38,2.78,0.4,9.35,0.2,0.92,0.1,0.2,,53.25,1.35,183.0,114.5,27.05,0.0,
2023-03-19 14:00:00,2023-03-19 15:00:00,45.5,76.25,4.15,1.87,4.35,41.03,2.77,0.35,9.43,0.15,0.88,0.1,0.15,,78.25,1.95,165.25,16.25,19.73,1.5,
2023-03-19 15:00:00,2023-03-19 16:00:00,36.5,69.25,4.25,6.9,7.1,37.3,1.95,0.5,13.03,0.1,0.9,0.1,0.17,,73.25,1.0,206.25,69.0,20.85,0.25,
2023-03-19 16:00:00,2023-03-19 17:00:00,31.25,45.5,4.27,6.85,7.12,35.2,1.85,0.42,9.55,0.1,1.12,0.1,0.3,0.08,65.25,0.98,210.75,29.0,20.95,0.25,
2023-03-19 17:00:00,2023-03-19 18:00:00,32.0,47.0,4.25,5.42,6.35,32.45,1.18,0.48,9.75,0.1,1.2,0.1,0.33,0.1,72.5,1.3,267.25,16.0,19.8,0.0,
2023-03-19 18:00:00,2023-03-19 19:00:00,37.75,49.25,4.07,5.28,6.12,32.35,0.27,0.52,7.32,0.1,1.15,0.1,0.33,0.1,74.5,0.72,229.25,10.25,18.8,0.25,
2023-03-19 19:00:00,2023-03-19 20:00:00,29.25,33.25,4.17,11.35,9.42,33.28,0.4,0.68,9.18,0.1,1.27,0.12,0.38,0.1,75.0,0.6,262.5,6.75,18.82,0.0,
2023-03-19 20:00:00,2023-03-19 21:00:00,38.5,48.75,4.35,10.0,8.85,36.9,,0.63,10.58,0.15,1.38,0.2,0.55,0.2,83.25,1.3,331.5,6.0,18.25,0.0,
2023-03-19 21:00:00,2023-03-19 22:00:00,49.0,53.75,4.02,5.22,6.05,40.2,,0.42,9.22,0.12,1.35,0.15,0.45,0.1,81.5,0.73,203.5,6.0,17.8,0.0,
2023-03-19 22:00:00,2023-03-19 23:00:00,30.75,43.5,4.25,6.25,6.8,39.33,,0.38,9.6,0.1,1.2,0.1,0.35,0.12,82.25,0.72,127.5,6.0,17.65,0.0,
2023-03-19 23:00:00,2023-03-20 00:00:00,30.25,45.25,4.8,9.38,8.93,36.8,,0.34,8.98,0.1,1.08,0.1,0.3,0.1,87.0,0.65,91.5,6.0,17.07,0.0,
2023-03-20 00:00:00,2023-03-20 01:00:00,31.0,54.25,5.12,8.12,8.48,35.17,,0.3,8.25,0.1,1.0,0.1,0.3,0.03,87.25,0.7,53.25,6.0,17.15,0.0,
2023-03-20 01:00:00,2023-03-20 02:00:00,31.75,52.75,4.52,10.25,9.12,34.0,,0.27,9.5,0.1,0.9,0.1,0.22,,85.75,0.5,216.75,6.0,17.48,0.0,
2023-03-20 02:00:00,2023-03-20 03:00:00,34.0,53.75,4.3,7.47,7.47,34.98,,0.26,9.73,0.1,0.9,0.08,0.2,,90.0,0.52,108.0,6.0,17.23,0.0,
2023-03-20 03:00:00,2023-03-20 04:00:00,35.25,52.75,6.15,10.35,10.5,38.25,,0.31,12.82,0.1,0.9,0.03,0.2,,95.0,0.4,17.33,6.0,16.5,0.0,
2023-03-20 04:00:00,2023-03-20 05:00:00,37.75,59.25,6.0,13.4,12.02,41.97,,0.31,9.55,0.1,0.9,0.08,0.2,0.03,94.5,0.3,205.25,6.0,16.15,0.0,
2023-03-20 05:00:00,2023-03-20 06:00:00,39.0,58.0,6.3,7.7,9.22,43.0,,0.39,11.85,0.1,0.9,0.08,0.2,,97.0,0.45,178.75,6.0,16.03,0.0,
2023-03-20 06:00:00,2023-03-20 07:00:00,54.0,70.0,4.28,7.35,7.4,42.6,,0.46,9.2,0.1,0.9,0.05,0.2,,98.0,0.25,212.25,9.0,16.1,0.0,
2023-03-20 07:00:00,2023-03-20 08:00:00,63.0,71.0,4.8,9.1,8.72,42.28,0.12,0.55,9.65,0.1,0.95,0.1,0.2,,91.0,0.6,187.5,22.25,17.18,0.0,
2023-03-20 08:00:00,2023-03-20 09:00:00,67.0,75.75,4.53,7.95,7.92,41.8,0.3,0.6,9.4,0.1,1.05,0.1,0.3,,84.0,1.0,179.5,28.25,18.32,0.0,
2023-03-20 09:00:00,2023-03-20 10:00:00,75.5,94.5,4.53,8.02,7.93,40.22,0.22,0.58,11.07,0.1,1.12,0.1,0.3,0.05,78.5,0.88,166.5,19.25,18.75,0.0,
2023-03-20 10:00:00,2023-03-20 11:00:00,63.75,108.0,5.1,9.7,9.28,40.08,0.33,0.73,9.72,0.1,1.2,0.1,0.38,0.05,75.5,0.5,164.75,49.75,19.77,0.0,
2023-03-20 11:00:00,2023-03-20 12:00:00,62.25,110.5,5.68,11.38,10.68,43.67,1.17,0.73,9.68,0.2,1.35,0.17,0.53,0.1,70.75,0.8,101.0,71.5,21.12,0.0,
2023-03-20 12:00:00,2023-03-20 13:00:00,63.75,113.0,4.95,6.65,7.55,48.27,2.38,0.48,12.6,0.17,1.4,0.2,0.5,0.1,63.25,0.93,85.75,145.75,22.95,0.0,
2023-03-20 13:00:00,2023-03-20 14:00:00,41.5,87.75,4.48,2.23,4.85,49.12,3.53,0.34,10.72,0.1,1.28,0.15,0.35,0.1,57.5,0.93,45.25,151.25,24.0,0.0,
2023-03-20 14:00:00,2023-03-20 15:00:00,21.5,52.5,4.28,1.73,4.38,46.83,2.67,0.32,8.93,0.1,1.08,0.1,0.3,0.05,54.5,0.93,46.5,107.75,24.62,0.0,
2023-03-20 15:00:00,2023-03-20 16:00:00,20.5,42.0,4.2,3.35,5.2,43.2,1.8,0.35,9.62,0.1,0.92,0.1,0.22,,57.75,1.07,8.0,37.75,23.27,0.0,
2023-03-20 16:00:00,2023-03-20 17:00:00,20.75,52.75,4.28,6.55,6.95,40.55,1.6,0.39,14.18,0.1,0.9,0.08,0.2,,58.0,0.85,12.25,32.0,23.2,0.0,
2023-03-20 17:00:00,2023-03-20 18:00:00,18.0,60.0,4.48,8.53,8.15,38.65,1.3,0.5,9.55,0.1,0.9,0.1,0.2,0.03,59.5,0.7,9.5,22.25,22.88,0.0,
2023-03-20 18:00:00,2023-03-20 19:00:00,24.25,82.0,4.67,24.0,16.6,37.5,1.3,0.87,12.83,0.1,1.0,0.1,0.25,0.08,61.25,0.2,125.75,6.75,21.48,0.0,
2023-03-20 19:00:00,2023-03-20 20:00:00,40.5,154.25,15.85,37.17,32.65,37.28,1.4,1.54,9.85,0.1,1.25,0.17,0.55,0.12,67.0,0.23,134.0,5.0,20.4,0.0,
2023-03-20 20:00:00,2023-03-20 21:00:00,55.25,200.25,4.47,30.55,19.9,38.9,1.55,1.28,9.48,0.12,1.8,0.3,0.97,0.3,69.0,0.33,210.75,5.0,20.25,0.0,
2023-03-20 21:00:00,2023-03-20 22:00:00,45.25,112.25,4.28,12.08,9.92,40.25,1.78,0.73,11.23,0.2,2.23,0.38,1.15,0.33,76.25,0.6,214.0,5.0,19.32,0.0,
2023-03-20 22:00:00,2023-03-20 23:00:00,52.25,79.5,3.92,3.0,4.8,38.82,1.28,0.45,10.52,0.2,1.9,0.27,0.88,0.22,79.0,0.7,214.0,5.0,18.55,0.0,
2023-03-20 23:00:00,2023-03-21 00:00:00,35.0,51.0,3.83,1.2,3.77,36.98,0.98,0.42,9.35,0.2,1.6,0.2,0.67,0.15,82.75,0.6,211.5,5.0,17.85,0.0,
2023-03-21 00:00:00,2023-03-21 01:00:00,,,3.87,0.5,3.23,35.83,0.82,0.34,9.53,0.1,1.32,0.12,0.47,0.15,85.0,0.53,213.75,5.0,17.5,0.0,
2023-03-21 01:00:00,2023-03-21 02:00:00,,,3.9,,2.65,34.58,0.85,0.38,13.0,0.1,1.15,0.1,0.33,0.12,86.5,0.53,213.75,5.0,17.27,0.0,
2023-03-21 02:00:00,2023-03-21 03:00:00,,,3.88,,2.42,35.02,0.5,0.38,9.4,0.17,1.08,0.1,0.3,0.05,88.5,0.42,211.75,5.0,16.85,0.0,
2023-03-21 03:00:00,2023-03-21 04:00:00,,,3.88,,2.2,35.8,0.65,0.33,10.53,0.2,0.92,0.05,0.2,,90.0,0.27,221.25,5.0,16.38,0.0,
2023-03-21 04:00:00,2023-03-21 05:00:00,,,4.55,8.85,8.43,36.88,0.6,0.38,9.4,0.12,0.9,0.03,0.2,,88.25,0.18,310.75,5.0,16.0,0.0,
2023-03-21 05:00:00,2023-03-21 06:00:00,45.0,56.0,3.88,8.48,7.65,37.0,0.35,0.39,16.57,0.1,0.9,0.05,0.2,,93.0,0.12,224.75,5.0,15.6,0.0,
2023-03-21 06:00:00,2023-03-21 07:00:00,45.0,56.0,6.65,13.0,12.32,35.85,0.65,0.59,9.25,0.1,0.9,0.05,0.2,,95.5,0.12,169.0,10.75,15.43,0.0,
2023-03-21 07:00:00,2023-03-21 08:00:00,100.0,136.0,7.85,13.9,13.75,34.08,0.55,0.78,12.07,0.12,1.02,0.08,0.25,0.03,89.0,0.82,356.67,31.0,17.12,0.0,
2023-03-21 08:00:00,2023-03-21 09:00:00,95.25,124.5,4.53,4.28,5.95,35.55,0.25,0.55,9.45,0.2,1.1,0.1,0.3,0.05,85.0,1.15,181.0,61.25,18.7,0.0,
2023-03-21 09:00:00,2023-03-21 10:00:00,75.25,85.25,4.92,2.15,5.12,35.3,0.33,0.48,9.8,0.2,1.02,0.1,0.3,,80.0,1.4,9.5,121.0,20.55,0.0,
2023-03-21 10:00:00,2023-03-21 11:00:00,59.0,69.5,4.6,1.8,4.7,39.03,0.47,0.49,12.6,0.1,0.92,0.08,0.2,,69.5,1.2,13.0,156.25,22.7,0.0,
2023-03-21 11:00:00,2023-03-21 12:00:00,60.25,70.75,4.57,3.38,5.5,41.2,0.67,0.45,8.62,0.12,0.9,0.1,0.18,,57.75,0.93,83.75,178.75,25.35,0.0,
2023-03-21 12:00:00,2023-03-21 13:00:00,50.0,81.5,4.47,1.6,4.47,42.33,1.55,0.38,9.7,0.1,0.92,0.1,0.15,,48.5,0.95,137.0,176.75,26.55,0.0,
2023-03-21 13:00:00,2023-03-21 14:00:00,33.0,58.25,4.2,1.25,3.75,41.33,1.65,0.37,9.5,0.1,0.9,0.03,0.1,0.03,43.5,0.88,157.5,140.25,26.97,0.0,
2023-03-21 14:00:00,2023-03-21 15:00:00,27.25,48.0,4.15,1.45,4.15,37.28,0.7,0.36,9.52,0.1,0.82,0.08,0.1,,40.25,0.98,81.25,153.5,27.9,0.0,
2023-03-21 15:00:00,2023-03-21 16:00:00,26.25,52.25,4.15,1.4,4.12,33.52,0.37,0.38,13.75,0.1,0.8,0.05,0.1,,39.0,0.88,163.5,96.5,28.18,0.0,
2023-03-21 16:00:00,2023-03-21 17:00:00,21.5,54.25,3.95,1.62,4.1,29.57,0.35,0.36,9.78,0.1,0.8,0.08,0.17,,35.5,0.77,170.0,73.0,28.43,0.0,
2023-03-21 17:00:00,2023-03-21 18:00:00,24.5,51.5,3.85,1.02,3.67,24.2,1.2,0.43,9.8,0.1,0.83,0.08,0.2,,40.0,0.62,181.75,21.5,26.82,0.0,
2023-03-21 18:00:00,2023-03-21 19:00:00,30.5,65.25,3.98,7.05,7.0,25.92,1.45,0.72,9.67,0.1,0.93,0.1,0.23,0.03,44.75,0.55,197.5,6.0,25.12,0.0,
2023-03-21 19:00:00,2023-03-21 20:00:00,38.5,85.5,4.17,14.27,11.0,28.63,2.25,0.91,11.85,0.1,1.18,0.1,0.38,0.1,52.75,0.65,215.25,5.0,23.8,0.0,
2023-03-21 20:00:00,2023-03-21 21:00:00,52.5,94.0,3.92,12.18,9.68,32.02,2.5,0.85,8.88,0.1,1.5,0.2,0.58,0.17,62.25,0.8,211.75,5.0,22.83,0.0,
2023-03-21 21:00:00,2023-03-21 22:00:00,62.5,101.0,4.07,7.85,7.5,34.83,2.15,0.69,12.85,0.17,1.75,0.2,0.55,0.12,65.75,0.72,213.0,5.0,21.9,0.0,
2023-03-21 22:00:00,2023-03-21 23:00:00,63.5,88.5,3.95,6.0,6.4,39.08,2.2,0.62,9.93,0.2,1.52,0.18,0.47,0.1,68.5,0.5,218.25,5.0,20.98,0.0,
2023-03-21 23:00:00,2023-03-22 00:00:00,73.0,96.5,4.15,5.62,6.38,40.53,1.9,0.61,9.65,0.2,1.35,0.1,0.38,0.15,72.75,0.45,213.25,5.0,20.12,0.0,
