From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2021-12-17 16:00:00,2021-12-17 17:00:00,43.7,163.8,2.29,8.64,12.02,5.29,17.51,1.6,13.14,0.0,,,,,25.82,1.22,269.0,44.46,745.86,,18.18,0.0
2021-12-17 17:00:00,2021-12-17 18:00:00,42.9,155.4,2.42,9.42,12.98,5.66,18.81,1.62,14.08,0.0,,,,,30.19,1.11,258.74,5.55,745.88,,16.39,0.03
2021-12-17 18:00:00,2021-12-17 19:00:00,76.0,213.3,2.87,12.72,16.91,7.13,24.45,1.77,18.3,0.0,,,,,36.99,1.12,263.88,0.63,746.08,,14.76,0.01
2021-12-17 19:00:00,2021-12-17 20:00:00,262.1,374.8,3.39,17.41,22.3,9.16,31.95,2.02,23.94,0.0,,,,,43.49,1.38,261.51,0.64,746.41,,13.59,0.0
2021-12-17 20:00:00,2021-12-17 21:00:00,218.78,315.63,3.27,17.73,22.44,9.21,32.17,2.18,24.12,0.0,,,,,52.92,1.32,263.04,0.64,746.59,,12.31,0.0
2021-12-17 21:00:00,2021-12-17 22:00:00,89.88,149.7,3.29,16.84,21.59,8.89,30.93,2.25,23.21,0.0,,,,,64.39,1.25,270.7,0.68,746.77,,11.23,0.0
2021-12-17 22:00:00,2021-12-17 23:00:00,93.36,140.4,3.14,15.36,19.91,8.28,28.56,2.25,21.41,0.0,,,,,73.98,1.36,272.76,0.7,746.89,,10.41,0.01
2021-12-17 23:00:00,2021-12-18 00:00:00,103.62,139.08,3.15,14.61,19.2,8.0,27.52,2.26,20.6,0.0,,,,,82.28,1.31,271.82,0.71,746.77,,9.66,0.01
2021-12-18 00:00:00,2021-12-18 01:00:00,116.04,154.26,3.15,14.78,19.38,8.05,27.78,2.26,20.89,0.0,,,,,88.78,1.32,268.09,0.72,746.56,,8.98,0.0
2021-12-18 01:00:00,2021-12-18 02:00:00,115.98,155.82,3.29,13.98,18.8,7.85,26.99,2.27,20.27,0.0,,,,,93.39,1.1,274.51,0.77,746.42,,8.28,0.0
2021-12-18 02:00:00,2021-12-18 03:00:00,108.06,153.84,3.28,13.29,18.07,7.57,26.03,2.27,19.52,0.0,,,,,95.83,1.12,254.48,0.73,746.38,,8.04,0.0
2021-12-18 03:00:00,2021-12-18 04:00:00,105.42,150.72,3.21,12.45,17.11,7.22,24.65,2.26,18.54,0.0,,,,,95.7,1.09,246.7,0.71,746.14,,8.09,0.0
