From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2021-06-02 15:00:00,2021-06-02 16:00:00,16.18,58.52,6.51,11.13,18.48,,1.07,0.34,2.43,0.0,,0.07,0.23,,34.87,1.0,157.5,505.99,743.63,40.12,0.0,
2021-06-02 16:00:00,2021-06-02 17:00:00,17.92,60.26,4.96,11.46,16.66,,0.93,0.19,100.35,76.85,,,,,33.54,1.01,131.66,387.37,743.43,40.69,0.0,
2021-06-02 17:00:00,2021-06-02 18:00:00,15.91,58.43,4.55,12.91,17.38,,0.95,0.17,145.91,21.57,,,,,37.53,1.01,146.97,198.29,743.51,38.8,0.0,
2021-06-02 18:00:00,2021-06-02 19:00:00,17.3,61.51,4.54,18.43,22.17,,0.92,0.28,101.06,7.27,,,,,45.54,1.0,155.06,41.32,743.9,35.44,0.0,
2021-06-02 19:00:00,2021-06-02 20:00:00,21.43,76.27,5.05,16.89,21.54,,0.61,0.36,9.82,6.06,,,,,52.7,1.0,151.02,,744.51,33.05,0.0,
2021-06-02 20:00:00,2021-06-02 21:00:00,27.7,80.95,5.47,14.57,20.07,,0.54,0.42,2.38,9.38,,,,,55.33,1.0,149.35,,745.26,31.9,0.0,
2021-06-02 21:00:00,2021-06-02 22:00:00,30.29,88.42,5.59,13.63,19.42,,0.8,0.47,1.3,11.12,,,,,55.64,1.0,122.77,,745.6,31.04,0.0,
2021-06-02 22:00:00,2021-06-02 23:00:00,30.41,79.3,6.15,12.68,19.33,,1.19,0.51,0.35,13.16,,,,,56.28,1.0,100.98,,745.84,30.64,0.0,
2021-06-02 23:00:00,2021-06-03 00:00:00,34.44,79.43,6.34,12.82,19.7,,1.34,0.54,,14.72,,,,,58.45,1.0,137.43,,745.54,30.02,0.0,
2021-06-03 00:00:00,2021-06-03 01:00:00,35.61,85.6,6.64,13.07,20.35,,1.59,0.55,,17.68,,,,,63.02,1.0,136.51,,745.14,29.55,0.0,
2021-06-03 01:00:00,2021-06-03 02:00:00,28.04,72.54,6.8,12.99,20.48,,1.83,0.55,,19.41,,,,,68.55,1.0,133.22,,744.86,28.77,0.0,
2021-06-03 02:00:00,2021-06-03 03:00:00,27.59,66.49,7.04,13.5,21.24,,2.02,0.55,,20.57,,,,,74.44,1.0,212.61,,744.8,28.0,0.0,
2021-06-03 03:00:00,2021-06-03 04:00:00,30.75,61.21,7.57,13.14,21.61,,2.22,0.55,,21.79,,,,,80.15,1.0,211.62,,744.76,27.12,0.0,
2021-06-03 04:00:00,2021-06-03 05:00:00,32.99,62.67,7.68,13.68,22.24,,2.11,0.56,,23.48,,,,,76.47,1.0,106.11,,744.77,27.5,0.0,
2021-06-03 05:00:00,2021-06-03 06:00:00,34.91,66.41,8.04,14.54,23.48,,1.91,0.56,,24.28,,,,,75.42,1.0,113.09,18.17,745.19,27.79,0.0,
2021-06-03 06:00:00,2021-06-03 07:00:00,36.48,73.13,8.14,14.77,23.82,,1.8,0.58,,24.14,,,,,69.84,1.0,134.39,69.22,745.72,29.38,0.0,
2021-06-03 07:00:00,2021-06-03 08:00:00,34.97,72.19,7.5,13.91,22.22,,1.65,0.6,,23.67,,,,,65.25,1.01,133.63,88.75,746.08,30.91,0.0,
2021-06-03 08:00:00,2021-06-03 09:00:00,33.35,85.86,7.11,12.72,20.63,,1.58,0.62,0.13,23.0,,7.31,12.16,,56.21,1.05,126.4,121.27,746.12,33.8,0.0,
2021-06-03 09:00:00,2021-06-03 10:00:00,26.63,74.5,5.74,14.26,20.16,,1.79,0.4,65.98,18.27,,,,,47.48,1.19,142.98,312.65,746.16,36.55,0.0,
2021-06-03 10:00:00,2021-06-03 11:00:00,24.6,64.9,4.67,14.22,18.71,,2.37,0.22,131.49,2.43,,2.88,1.22,,44.02,1.3,142.23,740.84,746.16,37.63,0.0,
2021-06-03 11:00:00,2021-06-03 12:00:00,27.23,62.22,5.1,11.79,17.12,,3.29,0.19,108.84,1.44,,4.19,2.04,,39.53,1.06,143.68,765.68,745.99,39.81,0.0,
2021-06-03 12:00:00,2021-06-03 13:00:00,22.34,55.75,4.88,11.25,16.38,,1.5,0.39,17.74,7.36,,3.31,0.48,,37.24,1.08,164.07,815.35,745.67,41.01,0.0,
2021-06-03 13:00:00,2021-06-03 14:00:00,25.2,64.14,5.12,11.25,16.69,,0.8,0.42,16.46,10.9,,,0.81,,39.81,1.08,174.53,219.33,745.11,39.07,0.01,
2021-06-03 14:00:00,2021-06-03 15:00:00,23.45,72.15,4.97,16.84,21.36,42.33,0.78,0.21,45.25,8.11,,,,,70.64,1.37,150.91,228.52,744.77,30.16,0.01,
2021-06-03 15:00:00,2021-06-03 16:00:00,18.91,57.32,4.82,11.68,16.69,33.99,0.89,0.12,52.27,3.65,,,3.09,,65.89,1.56,168.21,284.67,746.46,29.35,0.0,
2021-06-03 16:00:00,2021-06-03 17:00:00,10.6,43.09,4.71,16.5,20.71,26.93,1.0,0.1,69.66,88.82,,,,,75.66,1.12,143.43,35.72,745.88,26.78,0.01,
2021-06-03 17:00:00,2021-06-03 18:00:00,10.5,25.43,4.98,22.78,26.62,30.74,1.23,0.17,76.46,138.86,,,,,72.38,1.23,125.37,133.03,745.09,27.86,0.0,
2021-06-03 18:00:00,2021-06-03 19:00:00,9.99,29.14,4.99,19.11,23.41,26.99,3.14,0.25,39.69,138.28,,,,,68.02,1.05,167.7,59.63,744.92,28.69,0.0,
2021-06-03 19:00:00,2021-06-03 20:00:00,12.58,30.23,5.46,12.25,18.03,25.49,6.19,0.35,0.2,410.52,,,,,84.5,1.0,197.76,0.01,744.94,26.18,0.0,
2021-06-03 20:00:00,2021-06-03 21:00:00,15.61,29.59,6.27,11.49,18.47,28.94,7.75,0.44,0.01,479.4,,,,,87.46,1.0,141.69,,745.39,25.61,0.0,
2021-06-03 21:00:00,2021-06-03 22:00:00,25.1,61.41,7.81,15.09,23.67,60.41,7.21,0.73,0.01,474.44,,,,,88.37,1.0,201.9,,745.86,25.54,0.0,
2021-06-03 22:00:00,2021-06-03 23:00:00,28.84,64.0,8.29,15.53,24.68,57.78,7.22,0.8,,489.64,,,,,92.45,1.0,179.34,,746.16,24.84,0.0,
2021-06-03 23:00:00,2021-06-04 00:00:00,30.07,60.68,9.26,15.28,25.75,55.93,7.35,0.86,,497.24,,,,,88.93,1.0,132.97,,746.28,25.12,0.0,
2021-06-04 00:00:00,2021-06-04 01:00:00,32.5,72.59,11.0,16.43,29.11,54.98,7.38,0.89,,,,,,,90.82,1.0,163.92,,746.06,24.68,0.0,
2021-06-04 01:00:00,2021-06-04 02:00:00,48.51,72.3,9.75,16.3,27.33,55.1,7.36,0.9,,498.87,,,,,90.5,1.0,179.29,,745.84,24.72,0.0,
2021-06-04 02:00:00,2021-06-04 03:00:00,66.72,88.66,8.96,15.13,25.23,55.11,7.31,0.93,,,,,,,88.65,1.0,246.04,,745.83,24.84,0.0,
2021-06-04 03:00:00,2021-06-04 04:00:00,69.03,89.67,9.07,14.05,24.46,53.5,7.31,0.95,,,,,,,87.94,1.01,176.13,,745.92,25.03,0.0,
2021-06-04 04:00:00,2021-06-04 05:00:00,71.32,101.4,11.2,13.88,27.14,51.35,7.37,0.96,,447.15,,,,,90.98,1.0,196.06,,745.77,24.61,0.0,
2021-06-04 05:00:00,2021-06-04 06:00:00,69.15,80.47,11.38,13.34,26.92,49.54,7.35,0.95,0.01,426.03,,,,,93.65,1.0,149.18,11.23,745.78,24.43,0.0,
2021-06-04 06:00:00,2021-06-04 07:00:00,61.72,83.54,10.08,14.45,26.14,48.22,7.64,0.95,0.01,417.53,,,,,86.61,1.0,222.17,51.1,746.16,26.4,0.0,
2021-06-04 07:00:00,2021-06-04 08:00:00,58.79,83.5,7.97,14.42,23.29,45.16,9.31,0.96,0.05,414.05,,,,,74.44,1.0,170.67,94.72,746.47,29.43,0.0,
2021-06-04 08:00:00,2021-06-04 09:00:00,45.25,77.22,7.45,12.73,21.11,38.86,9.98,0.97,0.01,409.88,,,,,63.66,1.0,164.8,165.92,746.76,32.87,0.0,
2021-06-04 09:00:00,2021-06-04 10:00:00,33.88,78.17,7.13,11.59,19.7,34.65,10.48,0.99,,409.42,,,,,55.83,1.0,150.18,309.88,746.78,35.63,0.0,
2021-06-04 10:00:00,2021-06-04 11:00:00,39.09,78.48,6.85,11.32,19.04,32.14,11.0,1.02,,411.69,,,,,50.02,1.05,190.39,715.74,746.64,37.32,0.0,
2021-06-04 11:00:00,2021-06-04 12:00:00,32.24,78.09,6.83,10.48,18.28,31.0,11.26,1.05,,414.71,,,,,45.1,1.05,201.05,770.73,746.41,38.52,0.0,
2021-06-04 12:00:00,2021-06-04 13:00:00,27.91,73.64,6.7,10.36,18.02,30.86,11.61,1.06,,409.94,,,,,39.92,1.06,198.84,788.94,746.04,40.04,0.0,
2021-06-04 13:00:00,2021-06-04 14:00:00,25.34,75.78,5.72,12.45,18.54,42.85,8.02,0.8,3.91,358.25,,,,,38.52,1.21,230.8,766.27,745.43,40.3,0.0,
2021-06-04 14:00:00,2021-06-04 15:00:00,28.23,78.24,5.07,11.95,17.24,37.07,4.38,0.56,18.52,317.0,,,,,34.67,1.22,191.34,717.15,744.5,41.19,0.0,
2021-06-04 15:00:00,2021-06-04 16:00:00,24.04,72.55,5.13,11.27,16.74,50.18,1.86,0.4,3.78,182.8,,,,,35.86,1.11,122.52,242.7,743.93,38.91,0.0,
2021-06-04 16:00:00,2021-06-04 17:00:00,19.54,65.42,4.95,11.7,16.84,56.07,1.19,0.26,41.99,124.22,,,,,41.84,1.0,143.19,120.11,743.51,37.41,0.01,
2021-06-04 17:00:00,2021-06-04 18:00:00,18.05,58.73,4.65,13.74,18.25,38.53,0.65,0.2,40.22,31.96,,,,,55.88,2.38,190.14,24.07,744.15,31.32,0.0,
2021-06-04 18:00:00,2021-06-04 19:00:00,17.45,124.76,5.05,12.25,17.48,38.85,0.39,0.18,6.2,21.73,,,,,59.83,1.97,244.83,4.36,744.34,29.42,0.0,
2021-06-04 19:00:00,2021-06-04 20:00:00,17.87,49.18,5.33,11.13,16.88,40.05,0.47,0.23,1.07,36.6,,,,,59.02,1.61,302.39,,744.25,30.22,0.0,
2021-06-04 20:00:00,2021-06-04 21:00:00,19.96,69.94,5.84,11.42,17.82,40.71,0.58,0.28,0.4,41.74,,,,,60.32,1.04,159.88,,744.19,29.78,0.0,
2021-06-04 21:00:00,2021-06-04 22:00:00,24.19,62.24,6.09,12.59,19.17,41.44,0.65,0.33,0.23,44.17,,,,,65.39,1.03,125.77,,744.98,29.09,0.0,
2021-06-04 22:00:00,2021-06-04 23:00:00,21.78,62.49,6.5,12.28,19.45,43.33,0.81,0.36,0.19,45.47,,,,,70.59,1.0,176.12,,745.54,28.32,0.0,
2021-06-04 23:00:00,2021-06-05 00:00:00,19.88,44.9,6.69,12.5,19.89,48.67,0.88,0.37,0.18,44.67,,,,,71.36,1.02,177.28,,745.13,28.27,0.0,
2021-06-05 00:00:00,2021-06-05 01:00:00,17.68,51.01,6.96,12.57,20.32,49.08,1.65,0.39,,40.45,,,,,71.39,1.12,161.12,,744.78,28.07,0.0,
2021-06-05 01:00:00,2021-06-05 02:00:00,14.36,44.71,6.76,12.18,19.72,41.62,1.96,0.4,,41.7,,,,,69.23,1.01,230.92,,744.35,28.08,0.0,
2021-06-05 02:00:00,2021-06-05 03:00:00,18.65,47.34,6.74,12.13,19.64,36.47,2.08,0.4,,44.41,,,,,71.37,1.0,212.86,,744.14,27.63,0.0,
2021-06-05 03:00:00,2021-06-05 04:00:00,17.44,52.31,7.1,12.8,20.71,34.14,2.19,0.41,,44.81,,,,,72.66,1.02,259.96,,744.31,27.46,0.0,
2021-06-05 04:00:00,2021-06-05 05:00:00,18.21,45.41,7.33,13.74,21.82,32.25,2.4,0.41,,43.96,,,,,72.28,1.02,245.03,,744.29,27.51,0.0,
2021-06-05 05:00:00,2021-06-05 06:00:00,25.89,45.59,7.58,13.77,22.19,31.39,2.53,0.42,,42.68,,,,,74.44,1.0,137.39,6.65,744.6,27.41,0.0,
2021-06-05 06:00:00,2021-06-05 07:00:00,26.99,58.86,7.53,12.93,21.38,33.1,2.53,0.45,,41.5,,,,,75.88,1.0,158.37,48.46,745.11,27.89,0.0,
2021-06-05 07:00:00,2021-06-05 08:00:00,32.66,59.38,7.4,12.66,20.98,38.25,1.82,0.46,0.01,42.67,,,,,70.53,1.0,133.13,122.6,745.5,29.69,0.0,
2021-06-05 08:00:00,2021-06-05 09:00:00,32.61,66.63,7.39,13.17,21.41,41.72,1.57,0.49,0.15,40.34,,,,,59.85,1.1,255.17,225.69,745.88,31.66,0.0,
2021-06-05 09:00:00,2021-06-05 10:00:00,29.05,70.88,6.82,12.72,20.26,39.25,4.24,0.49,10.62,80.13,,,,,43.02,1.07,222.94,242.95,746.08,24.91,0.0,
2021-06-05 10:00:00,2021-06-05 11:00:00,28.32,72.85,4.92,14.98,19.67,38.19,2.98,0.33,34.86,66.4,,,,,,,,,,,0.0,
2021-06-05 11:00:00,2021-06-05 12:00:00,24.77,73.44,5.04,12.32,17.53,63.58,0.96,0.39,9.32,157.47,,36.68,29.6,,44.2,2.15,278.41,444.44,745.53,33.62,0.0,
2021-06-05 12:00:00,2021-06-05 13:00:00,22.24,61.52,5.21,11.14,16.71,57.14,1.17,0.49,2.44,146.25,,123.85,85.27,,40.88,2.12,273.78,809.38,745.17,36.5,0.0,
2021-06-05 13:00:00,2021-06-05 14:00:00,20.48,53.22,5.22,10.8,16.43,57.37,1.1,0.5,6.87,138.32,,141.88,106.95,,37.49,2.83,258.77,737.64,744.56,36.97,0.0,
2021-06-05 14:00:00,2021-06-05 15:00:00,15.82,48.85,4.99,10.6,15.97,68.0,0.91,0.36,10.43,76.69,,119.02,22.51,,37.99,2.79,298.62,668.49,743.8,36.9,0.0,
2021-06-05 15:00:00,2021-06-05 16:00:00,15.14,57.51,4.51,10.03,14.81,22.39,0.41,0.14,94.41,23.59,,60.56,16.35,,36.44,2.1,270.82,612.13,743.36,37.44,0.0,
2021-06-05 16:00:00,2021-06-05 17:00:00,15.52,56.16,4.89,10.14,15.42,35.07,0.45,0.14,51.97,6.24,,26.22,41.78,,36.84,1.65,302.34,208.85,743.02,36.56,0.0,
2021-06-05 17:00:00,2021-06-05 18:00:00,17.55,55.83,4.46,13.82,18.09,19.26,1.32,0.2,73.81,7.6,,17.96,29.25,,41.55,1.03,221.59,132.58,743.08,36.04,0.0,
2021-06-05 18:00:00,2021-06-05 19:00:00,20.68,69.47,4.78,17.6,21.79,21.31,1.47,0.28,22.6,13.99,,29.18,50.83,,43.16,1.06,213.25,47.75,743.12,35.57,0.0,
2021-06-05 19:00:00,2021-06-05 20:00:00,23.73,88.37,5.52,15.81,21.21,23.21,1.82,0.37,1.05,22.63,,51.39,95.75,,45.23,1.57,219.22,0.25,743.36,34.23,0.0,
2021-06-05 20:00:00,2021-06-05 21:00:00,25.2,96.55,5.44,13.14,18.78,23.9,2.13,0.39,1.32,30.23,,71.42,138.68,,51.12,2.04,244.97,,744.07,32.71,0.0,
2021-06-05 21:00:00,2021-06-05 22:00:00,22.26,68.68,5.77,12.16,18.38,24.57,2.38,0.4,0.15,34.02,,81.91,160.84,,55.0,1.29,237.61,,744.53,31.73,0.0,
2021-06-05 22:00:00,2021-06-05 23:00:00,22.16,61.63,6.09,12.63,19.22,25.29,2.74,0.44,,38.4,,93.04,184.56,,58.68,1.36,228.98,,744.73,30.97,0.0,
2021-06-05 23:00:00,2021-06-06 00:00:00,25.32,65.39,6.18,12.4,19.14,27.15,2.83,0.45,,40.01,,97.94,196.19,,61.92,1.42,224.35,,744.76,30.43,0.0,
2021-06-06 00:00:00,2021-06-06 01:00:00,31.03,67.5,6.01,11.42,18.05,31.98,2.06,0.48,,49.73,,123.9,245.59,,67.4,1.39,216.7,,744.5,29.53,0.0,
2021-06-06 01:00:00,2021-06-06 02:00:00,29.28,69.36,6.04,11.38,18.05,31.28,2.06,0.48,,50.86,,129.25,257.49,,66.86,1.42,241.99,,744.26,29.03,0.0,
2021-06-06 02:00:00,2021-06-06 03:00:00,19.83,53.29,6.13,11.02,17.87,31.09,2.12,0.47,,50.04,,129.87,262.57,,68.66,1.18,241.92,,744.16,28.55,0.0,
2021-06-06 03:00:00,2021-06-06 04:00:00,20.26,44.48,6.34,10.73,17.87,30.57,2.2,0.46,,49.65,,155.43,283.54,,67.7,1.22,257.9,,744.1,28.61,0.0,
2021-06-06 04:00:00,2021-06-06 05:00:00,20.0,39.73,6.47,10.91,18.21,30.7,2.17,0.46,,48.77,,131.38,270.07,,69.39,1.27,240.15,,744.26,28.34,0.0,
2021-06-06 05:00:00,2021-06-06 06:00:00,20.64,52.79,6.74,11.59,19.16,30.66,2.27,0.46,,49.09,,132.69,272.57,,70.21,1.19,273.19,20.77,744.57,28.18,0.0,
2021-06-06 06:00:00,2021-06-06 07:00:00,23.66,53.38,7.04,12.34,20.21,30.56,2.29,0.48,,48.73,,146.22,285.47,,68.41,1.73,308.76,118.9,745.27,28.93,0.0,
2021-06-06 07:00:00,2021-06-06 08:00:00,24.31,68.08,7.07,12.84,20.67,29.58,2.27,0.51,,47.06,,129.62,268.82,,63.7,2.32,323.46,298.95,745.55,30.21,0.0,
