From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2022-09-06 16:00:00,2022-09-06 17:00:00,,11.0,,,,,,,,,,,,,,,,,,,,
2022-09-06 17:00:00,2022-09-06 18:00:00,,13.99,0.26,4.59,2.58,5.78,26.21,0.28,4.18,,,,,,78.14,1.02,198.67,0.0,959.3,25.93,,
2022-09-06 18:00:00,2022-09-06 19:00:00,,10.52,0.33,5.4,3.06,5.24,25.72,0.29,3.99,,,,,,81.05,0.95,194.88,0.0,960.46,25.01,,
2022-09-06 19:00:00,2022-09-06 20:00:00,,11.99,0.21,5.06,2.86,5.73,25.15,0.27,3.77,,,,,,82.77,0.97,184.61,0.0,961.76,24.61,,
2022-09-06 20:00:00,2022-09-06 21:00:00,,10.01,0.25,3.8,2.23,4.86,26.19,0.22,16.63,,,,,,82.14,0.87,201.71,0.0,962.41,24.54,,
2022-09-06 21:00:00,2022-09-06 22:00:00,,6.76,0.28,3.41,1.93,5.02,26.29,0.2,3.8,,,,,,82.64,0.93,208.76,0.0,962.67,24.35,,
2022-09-06 22:00:00,2022-09-06 23:00:00,,4.5,0.05,3.04,1.52,5.24,26.64,0.21,4.16,,,,,,86.23,0.87,198.95,0.0,963.14,23.83,,
2022-09-06 23:00:00,2022-09-07 00:00:00,,2.02,0.21,2.85,1.43,4.77,26.83,0.23,4.11,,,,,,88.96,0.9,189.04,0.0,962.7,23.41,,
2022-09-07 00:00:00,2022-09-07 01:00:00,,,0.19,2.36,1.26,5.61,26.18,0.22,4.66,,,,,,89.12,0.91,186.92,0.0,962.05,23.33,,
2022-09-07 01:00:00,2022-09-07 02:00:00,,,,2.71,0.99,5.6,26.25,0.22,4.07,,,,,,89.6,0.88,184.57,0.0,961.29,23.17,,
2022-09-07 02:00:00,2022-09-07 03:00:00,,,0.17,2.52,1.11,5.49,25.68,0.17,5.2,,,,,,89.91,0.9,193.91,0.0,960.57,22.98,,
2022-09-07 03:00:00,2022-09-07 04:00:00,,,0.21,2.31,1.27,5.89,25.15,0.13,4.88,,,,,,89.87,0.86,202.98,0.0,960.12,22.98,,
2022-09-07 04:00:00,2022-09-07 05:00:00,,1.0,0.03,2.54,1.11,5.8,26.24,0.15,4.64,,,,,,90.48,0.74,202.98,0.0,960.52,22.93,,
2022-09-07 05:00:00,2022-09-07 06:00:00,,1.0,0.63,3.18,2.04,5.29,26.13,0.15,4.21,,,,,,91.27,0.61,214.87,0.0,961.12,22.69,,
2022-09-07 06:00:00,2022-09-07 07:00:00,,1.75,0.78,3.1,2.28,6.58,26.67,0.23,5.01,,,,,,90.64,0.7,216.09,0.0,961.55,22.79,,
2022-09-07 07:00:00,2022-09-07 08:00:00,,4.99,1.95,6.99,5.29,5.46,26.98,0.38,4.41,,,,,,87.02,0.66,208.15,0.0,962.41,23.98,,
2022-09-07 08:00:00,2022-09-07 09:00:00,2.0,11.96,1.59,5.27,4.1,5.96,26.16,0.38,4.55,,,,,,81.21,0.79,211.15,0.0,963.31,25.93,,
2022-09-07 09:00:00,2022-09-07 10:00:00,2.0,18.64,0.73,4.71,3.09,5.55,26.18,0.33,3.6,,,,,,75.78,0.98,179.77,0.0,963.64,27.46,,
2022-09-07 10:00:00,2022-09-07 11:00:00,1.8,19.5,0.51,3.71,2.38,5.5,25.83,0.27,4.61,,,,,,73.54,1.23,189.41,0.0,963.37,27.95,,
2022-09-07 11:00:00,2022-09-07 12:00:00,,20.33,0.08,2.88,1.42,5.33,25.34,0.16,4.93,,,,,,69.27,1.36,193.79,0.0,962.9,28.95,,
2022-09-07 12:00:00,2022-09-07 13:00:00,,24.72,0.35,3.63,2.22,4.32,26.13,0.17,4.69,,,,,,69.39,1.4,191.34,0.0,961.93,28.97,,
2022-09-07 13:00:00,2022-09-07 14:00:00,,24.5,0.3,3.74,2.23,3.57,26.31,0.16,4.46,,,,,,69.86,1.35,194.12,0.0,961.22,28.74,,
2022-09-07 14:00:00,2022-09-07 15:00:00,,18.77,0.14,2.8,1.6,4.25,26.17,0.18,4.84,,,,,,70.86,1.44,195.91,0.0,960.62,28.2,,
2022-09-07 15:00:00,2022-09-07 16:00:00,,17.0,0.67,3.66,2.27,5.28,27.99,0.27,4.33,,,,,,72.19,1.31,193.1,0.0,960.38,27.27,,
2022-09-07 16:00:00,2022-09-07 17:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-07 17:00:00,2022-09-07 18:00:00,,11.0,,3.36,1.58,4.52,25.49,0.28,4.61,,,,,,79.11,0.93,195.81,0.0,960.85,25.4,,
2022-09-07 18:00:00,2022-09-07 19:00:00,,10.25,0.18,5.02,2.71,4.42,25.66,0.29,4.45,,,,,,80.35,0.91,194.37,0.0,961.47,24.89,,
2022-09-07 19:00:00,2022-09-07 20:00:00,0.47,12.24,0.19,5.29,2.96,5.15,26.1,0.32,4.35,,,,,,81.62,0.89,195.43,0.0,962.32,24.54,,
2022-09-07 20:00:00,2022-09-07 21:00:00,2.88,13.0,0.13,5.76,3.07,4.59,25.96,0.27,4.11,,,,,,85.11,0.89,201.52,0.0,962.93,24.11,,
2022-09-07 21:00:00,2022-09-07 22:00:00,,10.77,0.37,4.18,2.27,4.69,25.65,0.18,4.6,,,,,,90.16,0.96,199.27,0.0,963.84,23.32,,
2022-09-07 22:00:00,2022-09-07 23:00:00,,10.0,,3.85,1.65,4.64,26.24,0.17,4.12,,,,,,95.22,0.82,215.34,0.0,964.23,22.41,,
2022-09-07 23:00:00,2022-09-08 00:00:00,,7.35,,5.8,2.81,4.18,26.31,0.19,4.59,,,,,,96.57,0.69,207.3,0.0,963.74,21.84,,
2022-09-08 00:00:00,2022-09-08 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 01:00:00,2022-09-08 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 02:00:00,2022-09-08 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 03:00:00,2022-09-08 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 04:00:00,2022-09-08 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 05:00:00,2022-09-08 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 06:00:00,2022-09-08 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 07:00:00,2022-09-08 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 08:00:00,2022-09-08 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 09:00:00,2022-09-08 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 10:00:00,2022-09-08 11:00:00,,8.0,,2.79,0.55,3.24,31.58,0.29,4.65,,,,,,72.03,0.94,195.52,0.0,962.62,28.66,,
2022-09-08 11:00:00,2022-09-08 12:00:00,,8.0,,2.79,1.35,4.07,25.32,0.27,3.88,,,,,,71.14,0.92,179.22,0.0,962.42,29.06,,
2022-09-08 12:00:00,2022-09-08 13:00:00,,2.0,0.45,2.95,1.83,4.48,26.03,0.24,4.76,,,,,,70.95,1.13,201.51,0.0,961.42,28.81,,
2022-09-08 13:00:00,2022-09-08 14:00:00,,4.24,0.49,3.64,2.12,5.05,25.66,0.28,4.57,,,,,,65.88,1.2,200.53,0.0,960.46,30.23,,
2022-09-08 14:00:00,2022-09-08 15:00:00,,12.47,1.0,5.71,3.85,5.58,25.91,0.28,4.5,,,,,,57.12,1.45,239.66,0.0,960.05,30.76,,
2022-09-08 15:00:00,2022-09-08 16:00:00,,13.5,0.89,5.66,3.73,5.22,25.06,0.21,4.37,,,,,,62.24,1.2,210.25,0.0,959.73,30.14,,
2022-09-08 16:00:00,2022-09-08 17:00:00,,10.01,0.2,2.3,1.27,5.03,26.25,0.18,4.17,,,,,,69.98,1.08,192.58,0.0,959.7,28.15,,
2022-09-08 17:00:00,2022-09-08 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 18:00:00,2022-09-08 19:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 19:00:00,2022-09-08 20:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 20:00:00,2022-09-08 21:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 21:00:00,2022-09-08 22:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 22:00:00,2022-09-08 23:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-08 23:00:00,2022-09-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-09 00:00:00,2022-09-09 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-09 01:00:00,2022-09-09 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-09 02:00:00,2022-09-09 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-09 03:00:00,2022-09-09 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-09 04:00:00,2022-09-09 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-09 05:00:00,2022-09-09 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-09 06:00:00,2022-09-09 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-09 07:00:00,2022-09-09 08:00:00,,,,,,,,,,,,,,,,,,,,,,
