From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2023-03-16 15:00:00,2023-03-16 16:00:00,32.0,109.5,1.85,20.1,12.25,0.7,7.45,0.54,137.7,0.9,3.25,0.45,0.05,0.45,35.0,0.8,134.5,233.5,28.6,0.0,
2023-03-16 16:00:00,2023-03-16 17:00:00,34.25,114.5,2.62,31.02,18.65,0.72,6.67,0.67,110.27,0.67,3.25,0.82,0.08,0.62,34.5,0.88,136.75,150.25,28.5,0.0,
2023-03-16 17:00:00,2023-03-16 18:00:00,29.0,129.25,6.9,35.73,24.6,0.75,3.77,0.72,67.78,0.7,4.35,1.12,0.1,1.15,35.5,1.25,149.5,104.75,28.07,0.0,
2023-03-16 18:00:00,2023-03-16 19:00:00,28.5,165.5,5.1,29.22,19.7,0.72,9.85,0.67,76.2,0.75,5.62,1.05,0.15,1.25,47.0,1.75,178.0,81.25,26.88,0.0,
2023-03-16 19:00:00,2023-03-16 20:00:00,36.75,174.75,1.4,26.7,15.32,0.68,8.9,0.58,73.85,0.67,5.07,0.65,0.22,0.45,69.0,1.55,205.0,83.25,25.27,0.0,
2023-03-16 20:00:00,2023-03-16 21:00:00,37.0,123.25,1.1,25.42,14.45,0.65,5.93,0.53,60.52,0.78,2.8,0.57,0.05,0.38,74.0,1.35,115.25,83.5,24.92,0.0,
2023-03-16 21:00:00,2023-03-16 22:00:00,25.0,61.0,0.65,8.9,5.25,0.7,4.53,0.35,81.8,0.5,1.52,0.3,0.03,0.22,66.75,1.5,69.5,83.25,25.0,0.0,
2023-03-16 22:00:00,2023-03-16 23:00:00,21.5,36.75,0.47,7.35,4.33,0.7,3.75,0.32,96.2,0.3,0.45,0.1,,0.1,60.0,0.9,117.25,83.0,25.4,0.0,
2023-03-16 23:00:00,2023-03-17 00:00:00,24.5,36.75,0.73,9.62,5.7,0.77,3.27,0.32,85.9,0.4,0.5,0.1,,0.1,58.5,0.3,134.5,83.0,25.43,0.0,
2023-03-17 00:00:00,2023-03-17 01:00:00,25.5,51.25,1.1,23.38,13.32,0.75,2.77,0.38,67.53,0.4,0.92,0.12,0.1,0.15,55.75,0.3,137.25,83.0,25.68,0.0,
2023-03-17 01:00:00,2023-03-17 02:00:00,30.5,50.0,0.8,6.68,4.23,0.7,3.45,0.31,99.4,0.45,0.95,0.15,0.03,0.17,54.5,0.55,75.25,83.0,25.8,0.0,
2023-03-17 02:00:00,2023-03-17 03:00:00,28.5,51.5,0.75,5.5,3.55,0.75,3.73,0.3,98.58,0.57,0.4,0.05,,0.05,54.5,0.4,104.25,82.0,25.8,0.0,
2023-03-17 03:00:00,2023-03-17 04:00:00,30.5,50.0,1.27,17.0,10.07,0.75,3.45,0.37,66.55,0.53,0.92,0.2,,0.08,57.75,0.55,155.75,82.5,25.65,0.0,
2023-03-17 04:00:00,2023-03-17 05:00:00,31.5,79.25,3.18,23.35,15.0,0.75,7.8,0.4,41.05,1.02,1.88,0.33,,0.2,67.75,0.78,230.5,82.5,24.87,0.0,
2023-03-17 05:00:00,2023-03-17 06:00:00,48.0,146.25,1.27,22.6,13.07,0.8,18.1,0.47,36.45,0.7,1.35,0.28,,0.12,70.0,0.62,101.5,82.75,24.75,0.0,
